# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-06-05 11:09:23.837
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004285,-0.5412,0.6400,-0.4740,0.96
0.014516,-1.0663,0.6367,-0.5834,1.37
0.027725,-1.5948,0.7562,0.1991,1.78
0.040996,-0.9811,0.9097,1.8143,2.25
0.053907,0.4733,0.4461,2.8630,2.94
0.054017,1.3817,0.9691,4.0105,4.35
0.066566,1.8894,1.5349,4.3761,5.01
0.081174,2.2204,1.5467,2.2635,3.53
0.094527,2.6948,0.4127,0.3390,2.75
0.094720,1.6063,0.7120,0.0388,1.76
0.109034,-0.1316,0.3284,-4.1754,4.19
0.111071,-1.2372,-0.7431,-3.6502,3.93
0.127676,-1.0744,-1.1265,-4.3178,4.59
0.141045,-0.7616,-0.7371,-2.7805,2.98
0.144047,-1.5127,0.5711,-1.1563,1.99
0.155627,-2.0964,1.6469,0.2966,2.68
0.168920,-2.4477,2.1031,1.6232,3.61
0.181665,-3.0156,1.0971,2.0642,3.82
0.195022,-3.4450,0.1394,1.9502,3.96
0.195128,-3.9992,-0.6460,2.0882,4.56
0.207808,-4.6164,-1.4008,2.1948,5.30
0.221433,-4.7422,-1.8014,2.2170,5.54
0.221547,-4.5881,-1.9728,2.1105,5.42
0.234443,-4.3955,-1.9156,1.5761,5.05
0.247439,-4.0970,-0.8227,0.6155,4.22
0.260615,-3.3713,-0.7847,-1.4772,3.76
0.260714,-2.8302,-0.8801,-2.1548,3.66
0.273435,-2.6202,-0.7615,-2.2693,3.55
0.286554,-2.2688,-0.8022,-2.0080,3.13
0.299551,-1.6500,-2.1464,-0.5669,2.77
0.300606,-0.7955,-2.9832,0.2659,3.10
0.314247,-0.0466,-3.6123,1.1570,3.79
0.327481,0.2259,-3.7779,2.6380,4.61
0.340191,-2.9009,-2.8141,5.3653,6.72
0.353323,-1.9471,-2.3286,5.0157,5.86
0.353422,-0.1805,-2.4155,4.5492,5.15
0.369758,2.3903,-4.0353,2.8562,5.49
0.382610,2.3824,-3.4364,2.1313,4.69
0.382988,2.0708,-2.5245,1.3255,3.52
0.391731,2.1262,-1.9702,0.4479,2.93
0.402213,2.6368,-2.0017,-0.0391,3.31
0.417904,3.7233,-2.0802,0.1298,4.27
0.424138,4.0137,-1.9353,0.7829,4.52
0.432668,4.0540,-1.9216,1.2087,4.65
0.445397,3.8388,-2.0541,1.2243,4.52
0.458196,4.0547,-2.6156,-0.3085,4.83
0.465490,4.9640,-2.7253,-0.7446,5.71
0.473564,5.7346,-2.6749,-1.2250,6.45
0.485473,5.9302,-2.7133,-0.9307,6.59
0.490640,5.4739,-2.7085,-0.4648,6.12
0.506818,3.2668,-2.5365,0.0017,4.14
0.515526,2.5365,-2.8246,-0.0966,3.80
0.526591,1.9618,-2.9178,-0.2486,3.52
0.531281,1.3729,-2.6535,-0.2314,3.00
0.547508,0.6480,-2.2732,-0.4665,2.41
0.556041,-0.0904,-1.9790,-0.2106,1.99
0.569426,-0.2388,-1.5122,-0.4201,1.59
0.572400,-0.2188,-1.1104,-1.0180,1.52
0.589372,-0.9981,-0.6875,-1.3131,1.79
0.605660,-1.2653,-1.2556,-2.7302,3.26
0.605888,-1.7239,-1.5090,-2.1234,3.12
0.621821,-2.3749,-1.0407,-1.3998,2.95
0.621938,-2.5273,-0.6947,-1.4063,2.97
0.637877,-1.8521,-0.9068,-0.9763,2.28
0.653553,-0.2073,-0.7899,0.5189,0.97
0.655182,0.5886,-0.7995,0.7598,1.25
0.669462,0.8631,-0.7593,1.3355,1.76
0.671516,0.8598,-0.5284,1.9111,2.16
0.685219,0.8844,-0.2544,1.9725,2.18
0.700974,0.9452,0.0795,0.3488,1.01
0.704334,1.1063,0.1723,-0.1459,1.13
0.716870,1.3934,0.1928,-0.4038,1.46
0.721032,1.7015,0.3387,-0.2968,1.76
0.733199,1.9464,0.5564,-0.1970,2.03
0.749178,1.9399,0.4673,0.2710,2.01
0.753811,1.8636,0.4029,0.9941,2.15
0.765118,1.6888,0.5690,1.9372,2.63
0.781104,1.5090,0.8629,2.4058,2.97
0.781199,1.7131,1.0311,2.2301,3.00
0.797699,1.9050,0.9874,2.0616,2.98
0.814234,0.9388,0.5053,1.6689,1.98
0.814352,0.4847,0.1720,1.6231,1.70
0.830617,0.0129,0.0824,1.5526,1.55
0.830734,-0.2091,-0.0402,1.4382,1.45
0.847520,-0.1853,-0.0545,1.2948,1.31
0.867259,0.3867,-0.1094,0.6274,0.75
0.867490,0.6024,-0.3298,0.6815,0.97
0.883892,0.7465,-0.5961,1.2557,1.58
0.884071,1.1626,-0.9034,1.3205,1.98
0.900701,1.6418,-1.7456,1.3769,2.76
0.906406,1.1418,-1.8969,1.3730,2.61
0.918657,1.3907,-2.3646,0.8643,2.88
0.935074,2.4769,-3.5117,-1.0523,4.42
0.935205,2.3220,-3.6457,-1.1852,4.48
0.951605,1.7095,-3.6937,-0.3756,4.09
0.951748,1.0529,-3.7812,1.0777,4.07
0.968195,0.5409,-3.6388,1.7254,4.06
0.984582,-0.1552,-3.3712,2.5746,4.24
0.984708,-0.9793,-3.3316,1.6131,3.83
1.001248,-1.6883,-3.4214,0.5083,3.85
1.001464,-2.3570,-3.1191,-0.0015,3.91
1.017909,-2.9324,-2.6928,0.1460,3.98
1.034239,-3.8204,-2.5797,0.9032,4.70
1.034477,-3.7299,-3.0239,1.3073,4.98
1.050672,-3.2803,-3.2765,1.9618,5.03
1.051121,-2.9806,-3.2645,2.2015,4.94
1.066892,-2.5389,-2.9690,2.3829,4.58
1.083229,-1.2397,-2.2823,1.8546,3.19
1.084211,-0.8202,-1.9359,1.3534,2.50
1.091583,-0.8637,-1.6943,1.5206,2.43
1.100836,-0.2833,-1.5465,1.8445,2.42
1.121494,0.0539,-1.4783,1.5191,2.12
1.124625,1.0759,-1.5166,1.6504,2.49
1.133307,4.4425,-0.2643,-1.3650,4.66
1.141337,3.5990,0.2931,-0.9027,3.72
1.157865,1.1477,-0.7489,0.0340,1.37
1.171158,-3.6823,-0.4698,4.2491,5.64
1.174082,-2.7075,-0.5455,5.3848,6.05
1.187426,-5.3742,-0.8250,7.2405,9.05
1.199264,-8.7494,-0.4931,9.5589,12.97
1.212652,-11.3358,2.1135,11.9727,16.62
1.225849,-7.9065,3.0546,7.5866,11.38
1.225954,-5.0420,4.2787,-8.5627,10.82
1.238778,-9.0742,9.5152,-6.0509,14.47
1.251903,-4.4818,10.2155,-10.6169,15.40
1.252054,-3.6984,8.0447,-13.5779,16.21
1.264846,-6.8949,7.6984,-16.4448,19.42
1.277521,-4.8041,6.0865,-18.7444,20.28
1.290017,-2.4495,1.9218,-2.7514,4.15
1.290504,-4.9054,0.1867,-1.5974,5.16
1.303397,-0.5501,0.0809,6.5436,6.57
1.316446,1.2151,-2.1971,6.7881,7.24
1.329469,2.5852,-4.8864,5.7194,7.95
1.342026,2.5716,-6.2289,1.4975,6.90
1.342134,2.7125,-7.0175,-1.3849,7.65
1.355031,2.5805,-6.8056,-2.9629,7.86
1.367724,2.1001,-6.6661,-3.1517,7.67
1.380523,1.2866,-7.2264,-1.0220,7.41
1.381165,0.3857,-7.1762,0.0882,7.19
1.394274,-0.9782,-6.8958,0.8795,7.02
1.407374,-2.0391,-6.4698,2.1599,7.12
1.413896,-1.9277,-6.4710,1.9450,7.03
1.425974,-1.3665,-6.4826,1.4071,6.77
1.439627,-0.1876,-6.3289,-0.2928,6.34
1.452533,0.1395,-5.5389,-1.4284,5.72
1.454653,0.1624,-4.2386,-2.7885,5.08
1.465029,-0.3553,-2.7483,-4.4843,5.27
1.471428,-0.7160,-1.4381,-6.3574,6.56
1.481028,-0.2700,-0.1290,-8.3526,8.36
1.494163,-0.3049,0.7476,-10.0635,10.10
1.506829,-0.1540,1.8851,-10.3417,10.51
1.512408,0.0184,2.4546,-9.0623,9.39
1.522565,0.0487,3.2063,-7.1416,7.83
1.535478,-0.0832,3.7128,-5.5297,6.66
1.548592,-0.3241,4.8544,-2.9614,5.70
1.554198,-0.3276,5.2640,-2.3386,5.77
1.565964,-0.5459,5.3541,-2.0016,5.74
1.578539,-0.9892,5.3115,-1.6976,5.66
1.590599,-0.9667,4.3923,-0.6682,4.55
1.594841,-1.1424,3.5951,0.0109,3.77
1.605337,-1.0032,2.8482,0.7968,3.12
1.617972,-1.1099,2.3384,1.3205,2.91
1.630420,-1.7029,2.0570,2.4286,3.61
1.642845,-1.4065,1.9106,3.1840,3.97
1.644243,-1.3763,1.2652,1.7862,2.59
1.655544,-1.1337,0.8688,2.1680,2.60
1.668225,-0.9163,0.1218,0.1198,0.93
1.681054,-0.6347,-1.2659,2.6149,2.97
1.694460,-0.2610,-1.4676,3.2503,3.58
1.694565,-0.2620,-1.2957,2.6326,2.95
1.707811,-0.7004,-1.4867,1.3581,2.13
1.710837,-0.3755,-0.9894,0.7117,1.28
1.723503,-0.3526,-0.7640,0.1893,0.86
1.737727,-0.1943,-1.0478,-0.8057,1.34
1.751793,0.7403,-1.4878,-1.2647,2.09
1.752597,0.8209,-1.5801,-1.1426,2.12
1.766763,0.8702,-1.4158,0.0316,1.66
1.782630,1.0839,-1.1733,0.6398,1.72
1.797281,0.9674,-1.4588,-0.0885,1.75
1.797377,0.6857,-1.7010,0.0987,1.84
1.812011,0.6974,-1.8469,0.4770,2.03
1.812141,0.2300,-1.7229,1.0319,2.02
1.826454,0.0187,-1.7099,0.8843,1.93
1.843079,-0.4448,-1.5109,1.4917,2.17
1.858866,-0.4900,-1.5716,1.3620,2.14
1.859021,-0.7495,-1.8282,1.2518,2.34
1.887219,-0.1941,-2.4504,1.2753,2.77
1.904432,-0.2720,0.3796,-0.5695,0.74
1.907850,-0.3934,1.5178,-1.2393,2.00
1.917270,-0.0857,1.7793,-1.4241,2.28
1.932737,-0.6508,1.9422,1.4637,2.52
1.942818,-0.6885,1.6839,1.8543,2.60
1.949019,-0.4479,0.8079,1.5107,1.77
1.957283,-0.1092,-0.1572,0.9352,0.95
1.968513,0.4182,-1.0994,0.3860,1.24
1.981799,1.0464,-1.9206,-0.0463,2.19
1.990483,1.1652,-1.1149,-0.3844,1.66
1.998589,1.0991,-0.3390,-0.5015,1.25
2.010235,0.4219,0.9428,-0.7433,1.27
2.023294,-0.0505,2.7187,-1.1971,2.97
2.031602,-0.1749,2.4363,-0.8505,2.59
2.039927,0.1610,1.2753,-0.5747,1.41
2.052329,0.4405,0.2158,0.3856,0.62
2.064567,1.1509,-1.1385,0.7248,1.77
2.076845,1.0433,-0.9891,0.7427,1.62
2.080868,1.5585,-0.8913,0.7279,1.94
2.089300,1.2028,-1.1648,0.5958,1.78
2.097340,0.9300,-1.4462,0.0395,1.72
2.114486,0.3440,-0.9308,0.2791,1.03
2.122270,-0.4193,-0.5631,0.1332,0.71
2.130515,-1.0799,0.6373,0.4750,1.34
2.141568,-1.1793,2.2055,0.6007,2.57
2.155151,-0.9966,2.5721,-0.1787,2.76
2.166344,-0.9229,2.5367,-0.4465,2.74
2.171906,-0.2942,1.5264,-0.6180,1.67
2.180559,0.6872,0.5128,-0.3801,0.94
2.193954,0.5964,-0.3677,-0.2479,0.74
2.206622,0.9633,-2.3317,-0.5760,2.59
2.219841,-0.1203,-3.3482,-3.1711,4.61
2.221034,1.3417,-3.1844,1.5565,3.79
2.232160,0.2468,-3.8558,0.7398,3.93
2.245229,-0.1262,-4.2731,-0.6745,4.33
2.257457,-1.2144,-2.5449,-0.4453,2.85
2.270603,-0.9259,-2.0882,-0.1864,2.29
2.270724,-0.7962,-1.7002,0.2850,1.90
2.283099,-0.7050,-1.0055,-0.2014,1.24
2.287416,-0.5049,-0.6362,-0.5204,0.96
2.298388,0.2384,-2.5460,-0.7405,2.66
2.311876,-0.1151,-0.7103,-0.6629,0.98
2.324646,-0.8822,3.0816,-1.7345,3.64
2.329328,-1.2690,1.4426,-0.1686,1.93
2.339383,-0.8340,0.1479,-0.3560,0.92
2.352575,-0.8322,-0.7815,-0.1417,1.15
2.364919,0.3047,-3.5797,0.2000,3.60
2.378209,0.1704,-4.9039,-0.2124,4.91
2.378319,0.1441,-4.0315,-0.8670,4.13
2.391188,-1.1685,-1.4994,-0.3617,1.94
2.405963,-1.1967,0.6781,-1.7699,2.24
2.412087,-1.7860,3.2194,-1.3511,3.92
2.421913,-1.4487,3.9461,-1.6629,4.52
2.430686,-0.9824,5.3461,-1.6178,5.67
2.443504,-0.5683,5.7663,-1.8870,6.09
2.457170,0.2938,4.7664,-1.2643,4.94
2.471899,0.8539,2.9803,-0.0675,3.10
2.472046,0.7688,0.9260,1.0777,1.62
2.485573,0.6196,-0.9502,1.6639,2.01
2.498721,0.5881,-0.4654,1.4347,1.62
2.512837,0.7378,-0.1094,0.8360,1.12
2.512984,0.8566,-0.2491,0.2203,0.92
2.525993,0.9822,-0.8441,-0.1193,1.30
2.538853,0.8389,-1.9362,-0.5825,2.19
2.552178,0.7964,-1.4566,-0.4410,1.72
2.552292,0.6280,-1.0421,-0.2367,1.24
2.564655,0.2880,-0.8792,-0.1654,0.94
2.578640,0.3661,-0.2757,-0.3178,0.56
2.578747,1.2951,0.8980,-0.5394,1.67
2.593989,1.9125,0.7843,-1.3222,2.45
2.600850,-0.1773,0.4138,-0.8197,0.94
2.614001,-0.2319,0.0534,-0.8202,0.85
2.626547,-0.3001,-0.2806,-0.8608,0.95
2.633120,-0.3712,-0.9983,-0.7105,1.28
2.640997,-0.6525,-1.1444,-0.5867,1.44
2.652517,-0.5882,-0.5869,-0.4940,0.97
2.664899,-0.6481,-0.1467,-0.5068,0.84
2.678307,-0.3209,0.8202,-0.0339,0.88
2.682246,-0.6849,1.5195,-0.1484,1.67
2.691297,-0.6172,1.9749,0.0220,2.07
2.699116,-0.4025,2.0711,-0.0953,2.11
2.707503,-0.2361,1.8946,-0.1949,1.92
2.719882,-0.2135,1.5888,-0.1514,1.61
2.732673,-0.0556,0.3993,0.1410,0.43
2.745582,0.1052,-0.1921,0.1638,0.27
2.748510,0.3010,-0.3550,0.0483,0.47
2.757947,0.2740,-0.3705,-0.0045,0.46
2.773158,0.1144,-0.1996,-0.1934,0.30
2.785398,0.1237,-0.0024,-0.2414,0.27
2.789946,0.1634,0.1659,-0.2198,0.32
2.798180,0.0463,0.2364,-0.1536,0.29
2.811235,-0.0259,0.2235,-0.1189,0.25
2.823783,0.0290,0.1810,-0.1841,0.26
2.836771,-0.1920,0.2850,-0.4234,0.55
2.839382,-0.5103,0.4761,-0.7793,1.05
2.850010,-0.4969,0.4990,-0.7498,1.03
2.865219,-0.2144,0.0618,-0.6069,0.65
2.881132,0.0838,-0.1221,-0.4642,0.49
2.881294,0.1590,-0.2509,-0.1197,0.32
2.895064,0.0240,-0.4631,0.3659,0.59
2.907431,-0.1672,-0.6009,0.9544,1.14
2.913723,-0.1788,-0.4810,1.2031,1.31
2.922745,-0.0370,-0.4306,0.9352,1.03
2.935762,0.1333,-0.1672,0.6247,0.66
2.938349,0.2181,0.0485,0.5989,0.64
2.948213,0.2637,0.1087,0.4755,0.55
2.961513,0.3409,0.0300,0.2000,0.40
2.973873,0.7913,-0.6686,-0.0226,1.04
2.987106,0.6134,-0.9489,0.2835,1.16
2.987853,0.1931,-1.2957,0.5086,1.41
2.999753,0.1929,-1.5805,0.4624,1.66
3.014013,-0.1355,-2.2486,0.7629,2.38
3.027039,-0.0227,-2.8181,0.7606,2.92
3.028853,0.1305,-3.4333,0.7501,3.52
3.039774,0.4339,-4.2547,0.5782,4.32
3.053312,0.7416,-5.0523,-0.1128,5.11
3.065683,0.8090,-3.7011,-0.5985,3.84
3.079112,0.9305,-3.0503,-1.2229,3.42
3.079218,0.2647,-2.1276,-1.5695,2.66
3.091698,-0.1727,-1.2083,-2.0296,2.37
3.106261,-0.5980,-0.7787,-0.8110,1.27
3.119443,-1.3559,-2.0642,1.0456,2.68
3.119668,-0.2463,-0.8999,1.3704,1.66
3.132350,-1.6138,2.0587,2.6859,3.75
3.146469,-1.1244,3.0975,0.2966,3.31
3.164182,-1.2701,4.1874,-0.3785,4.39
3.164322,-1.2743,4.0235,-0.6037,4.26
3.177958,-1.1884,3.9237,-1.3778,4.33
3.178067,-0.8089,3.9796,-1.8170,4.45
3.190455,-0.9359,3.9735,-1.7845,4.46
3.203852,-0.9087,3.6612,-1.6858,4.13
3.216249,-1.0373,2.1226,-1.5461,2.82
3.218579,-1.1068,1.4012,-1.3566,2.24
3.230777,-1.1245,0.6991,-1.1922,1.78
3.244035,-1.2609,0.1167,-1.1112,1.68
3.256632,-1.9240,-0.6101,-0.3893,2.06
3.269716,-1.9120,-0.5584,-0.2477,2.01
3.269822,-1.7040,0.0677,-0.1575,1.71
3.282127,-1.6185,0.7490,0.1451,1.79
3.295420,-1.4180,0.8773,-0.0920,1.67
3.307426,-1.1460,0.8854,-0.2702,1.47
3.308972,-0.5595,0.6002,-0.2519,0.86
3.322440,-0.0710,0.1862,-0.6152,0.65
3.335604,0.1066,-0.2799,-0.6098,0.68
3.341329,-0.0052,-1.3446,-0.2313,1.36
3.361474,-0.0442,-1.7712,-0.1695,1.78
3.361624,-0.0099,-1.9580,-0.3223,1.98
3.373853,0.0666,-1.9480,-0.5709,2.03
3.382888,0.5161,-1.1241,-0.7259,1.43
3.391167,0.5726,-0.5926,-0.7996,1.15
3.402282,0.5741,-0.2856,-0.8080,1.03
3.415610,0.6154,0.0409,-0.6189,0.87
3.424171,0.3145,0.3772,-0.1416,0.51
3.432786,0.2080,0.4315,0.0078,0.48
3.441098,0.1933,0.6354,-0.1706,0.69
3.450680,0.5528,0.9074,-0.4148,1.14
3.457274,0.7398,0.9896,-0.2028,1.25
3.473578,-0.3113,1.4819,0.0007,1.51
3.481989,0.0802,2.5444,0.1730,2.55
3.490099,0.3961,2.9374,-0.5282,3.01
3.501278,0.6517,2.6759,-0.8269,2.88
3.513927,0.7142,1.9468,-0.3516,2.10
3.528304,0.7742,1.9243,0.2393,2.09
3.528565,1.7385,0.7614,0.9107,2.11
3.542738,-0.9621,-0.1753,0.1424,0.99
3.547273,-0.9264,0.0108,-1.4628,1.73
3.564039,-1.1848,-2.6640,0.1107,2.92
3.572466,-1.0708,-4.9282,-3.3934,6.08
3.584987,-1.0692,-4.1236,-2.8333,5.12
3.589286,-0.8813,-2.3793,-1.6338,3.02
3.604408,-0.2110,-1.1063,-2.3048,2.57
3.617271,0.7238,-0.3534,-1.3535,1.58
3.621876,-0.1973,0.7650,1.1773,1.42
3.630051,-0.7495,1.5120,1.1381,2.04
3.642594,0.7338,-0.4040,2.2714,2.42
3.655240,-0.7658,0.3693,6.0016,6.06
3.667843,-0.3025,1.0281,4.0525,4.19
3.671017,-0.2949,0.7107,2.7969,2.90
3.680415,1.8663,0.0020,-3.1937,3.70
3.692736,1.1281,1.0659,-2.4128,2.87
3.705229,-1.2514,-1.0180,-0.9444,1.87
3.717967,-2.7270,-0.2548,0.3788,2.76
3.720725,-1.9851,-0.4784,-0.2493,2.06
3.730812,-0.9451,-0.2159,-0.7842,1.25
3.743926,-0.1508,0.0109,-0.9801,0.99
3.756422,0.3093,0.2828,-1.3762,1.44
3.769379,0.6367,-0.1750,-1.0663,1.25
3.770214,0.8187,-0.4877,0.3818,1.03
3.782219,0.6016,0.0687,0.8032,1.01
3.795605,-0.0849,0.1806,0.5777,0.61
3.808064,-0.2929,-0.0661,0.3392,0.45
3.811430,-0.3548,-0.0218,-0.0266,0.36
3.822119,-0.2439,-0.0279,-0.3654,0.44
3.834917,0.0388,-0.5771,-0.5287,0.78
3.847049,-0.3183,-0.0289,-0.6711,0.74
3.860137,-0.1501,0.0125,-0.5137,0.54
3.861167,-0.1272,0.0647,-0.2559,0.29
3.875661,-0.1540,0.1221,-0.0625,0.21
3.877215,-0.2226,0.1072,0.0581,0.25
3.890164,-0.4633,0.1039,0.1537,0.50
3.903079,-0.6119,0.0666,0.2784,0.68
3.915180,-0.1121,0.0054,0.3545,0.37
3.927807,-0.0513,0.0883,-0.1120,0.15
3.927881,0.0727,-0.0737,-0.0951,0.14
3.940211,-0.0301,-0.2234,0.0012,0.23
3.952832,-0.2575,-0.3459,0.0822,0.44
3.965382,-0.9816,-0.6593,1.0678,1.59
3.978334,-0.1603,-0.7723,0.9256,1.22
3.978441,-0.5896,-0.2885,-0.1205,0.67
3.990556,-0.0361,0.0269,-0.3934,0.40
4.003582,0.3000,0.6867,-0.1918,0.77
4.015779,0.2061,0.8787,-0.2305,0.93
4.017410,0.0754,0.8261,0.0295,0.83
4.029978,0.5904,0.3162,-0.1209,0.68
4.042529,1.2532,-0.0046,-0.3692,1.31
4.055327,1.0650,0.7083,-0.0585,1.28
4.068110,-0.0922,0.3587,0.2652,0.46
4.068224,-0.2238,-0.1997,-0.0291,0.30
4.080801,-0.3655,-0.4662,-0.2988,0.66
4.093444,-0.4733,-0.6154,-0.4129,0.88
4.106212,-0.0842,-0.6547,-0.5302,0.85
4.118951,0.1026,-0.4083,-0.5365,0.68
4.119069,0.0570,-0.1974,-0.4751,0.52
4.132897,-0.2604,0.2537,-0.0698,0.37
4.141008,-0.1753,0.1421,0.1229,0.26
4.153320,0.0817,-0.3549,0.1857,0.41
4.165583,-0.0897,-0.5623,0.0074,0.57
4.173820,0.2644,-0.9945,-0.0991,1.03
4.182093,0.3795,-1.0896,0.1296,1.16
4.192658,0.2430,-0.0191,-0.1023,0.26
4.198690,0.1668,0.6320,-0.1642,0.67
4.215168,0.1101,0.9986,-0.5038,1.12
4.223288,0.0026,0.6617,-1.0512,1.24
4.233587,-0.1147,0.2078,-1.2863,1.31
4.239715,0.0216,-0.2569,-0.6792,0.73
4.247675,-0.1343,-0.4737,-0.2948,0.57
4.259437,-0.4960,-0.5887,0.0040,0.77
4.272811,-0.4719,-0.3492,0.1686,0.61
4.284719,-0.2914,-0.0762,0.6095,0.68
4.288902,0.0775,0.1937,1.3119,1.33
4.297528,0.3114,0.2924,1.6417,1.70
4.309968,0.4241,0.2961,1.5885,1.67
4.322625,0.4332,0.1308,0.5075,0.68
4.335797,0.1936,0.1182,-0.3406,0.41
4.338536,-0.0598,0.2427,-0.7715,0.81
4.348059,-0.4240,0.2916,-1.0414,1.16
4.360781,-0.4659,0.2102,-1.2524,1.35
4.373728,0.0085,0.0995,-0.8227,0.83
4.386646,0.3174,-0.0167,-0.3922,0.50
4.388130,0.7141,-0.1731,0.0296,0.74
4.399209,0.6012,-0.2987,-0.2036,0.70
4.420835,-0.1760,-0.6069,-0.0003,0.63
4.421561,-0.3288,-0.3971,0.3118,0.60
4.433607,-1.8683,1.2104,-0.9953,2.44
4.437518,-2.0381,0.6382,0.0771,2.14
4.453737,-4.4247,0.7662,-0.2820,4.50
4.464067,-2.2470,-1.2177,2.0028,3.25
4.477026,3.3030,-1.8897,0.8517,3.90
4.478946,10.3911,-3.5366,1.0460,11.03
4.489618,3.3332,-0.6150,0.6821,3.46
4.502346,-0.4102,1.5242,1.0421,1.89
4.514876,-2.3338,1.6389,-0.0516,2.85
4.527428,-1.2812,0.6419,0.1406,1.44
4.528212,0.4262,-0.3729,0.1938,0.60
4.539686,0.6903,-1.0655,1.1049,1.68
4.552721,-0.8932,-0.8390,0.6777,1.40
4.565405,-0.7401,0.2348,0.3818,0.87
4.569920,-0.4688,0.2907,0.0473,0.55
4.584258,-0.3629,0.2002,-0.3559,0.55
4.597265,0.1013,-0.6779,-0.4899,0.84
4.612429,0.2543,-0.8207,-0.3786,0.94
4.612567,0.2527,-0.6787,-0.2022,0.75
4.628165,0.4638,-0.4068,-0.0953,0.62
4.628303,0.6260,-0.1024,-0.2344,0.68
4.643919,0.6175,-0.0739,-0.5128,0.81
4.659407,0.3785,-0.2373,-0.5958,0.74
4.659909,0.1668,-0.4077,-0.2365,0.50
4.675255,-0.1753,-0.4534,-0.0239,0.49
4.691139,-0.3199,-0.1316,0.5460,0.65
4.693174,-0.3649,0.0588,0.5976,0.70
4.707139,0.0158,0.0875,0.6784,0.68
4.722961,0.2592,-0.0039,0.1675,0.31
4.723099,0.1141,0.3861,0.2143,0.46
4.739022,-0.1022,0.7998,0.1089,0.81
4.739135,0.5774,-0.1316,0.2795,0.65
4.754874,-0.0970,-0.1453,0.3068,0.35
4.770641,-1.1646,0.0897,0.1888,1.18
4.770767,-0.5225,0.1134,0.3848,0.66
4.786476,0.0271,0.2127,-0.0861,0.23
4.802312,0.3975,0.0251,0.3125,0.51
4.802429,0.3710,0.0016,0.0811,0.38
4.818333,0.2181,0.0305,-0.1374,0.26
4.818447,0.5187,-0.1919,-0.1983,0.59
4.834699,0.2510,-0.0236,-0.3425,0.43
4.850902,0.4830,-0.1337,-0.5105,0.72
4.851020,0.2724,-0.0066,-0.4420,0.52
4.872901,0.2829,-0.0054,0.2692,0.39
4.873049,0.2394,-0.0186,0.3462,0.42
4.888995,-0.4449,-0.0750,-0.0976,0.46
4.891019,-0.5758,-0.0411,-0.1895,0.61
4.904812,-0.5931,-0.1148,-0.1599,0.62
4.907359,-0.4380,-0.1406,-0.0830,0.47
4.920359,-0.4038,-0.0991,-0.0565,0.42
4.936138,0.2237,-0.4037,0.1092,0.47
4.940542,0.7313,-0.3789,-0.0139,0.82
4.951742,1.0440,-0.3013,-0.1440,1.10
4.967343,0.6293,0.1308,-0.3376,0.73
4.973567,0.6737,0.3231,0.1649,0.77
4.982825,0.2971,0.5759,0.3071,0.72
4.990163,-0.3246,0.5604,0.3107,0.72
4.998455,-0.5687,0.3389,0.4130,0.78
5.014165,-0.7535,0.4570,0.2118,0.91
5.030215,-0.4111,-0.3551,0.1148,0.56
5.030948,-0.2722,-0.3593,0.1417,0.47
5.045748,-0.2358,-0.3591,0.2551,0.50
5.047366,-0.1676,-0.1771,0.4210,0.49
5.061479,-0.0247,-0.0607,0.5286,0.53
5.077109,0.2398,-0.2033,0.3902,0.50
5.080489,0.1701,-0.1523,0.1570,0.28
5.092707,-0.0402,-0.0669,-0.0386,0.09
5.108695,-0.3045,0.1189,-0.0845,0.34
5.113193,-0.4359,0.1762,-0.0543,0.47
5.125250,-0.5812,0.1755,-0.0984,0.62
5.129869,-0.5705,0.2182,-0.1363,0.63
5.141009,-0.4850,0.2277,-0.1032,0.55
5.149077,-0.4095,0.1226,-0.4816,0.64
5.162041,-4.3093,-0.9680,-7.1808,8.43
5.177897,0.7664,-1.0541,-0.2299,1.32
5.179398,3.0629,-0.4951,2.3729,3.91
5.193605,2.8206,0.1502,2.2717,3.62
5.209061,1.2906,0.3955,1.5452,2.05
5.212274,1.3614,0.4001,0.8309,1.64
5.225000,1.1983,0.5446,0.2064,1.33
5.229024,0.4530,0.6337,0.2511,0.82
5.240938,-0.1001,0.4523,0.3746,0.60
5.257026,-0.9203,-0.8954,2.4692,2.78
5.272737,-0.8511,-1.0181,0.6352,1.47
5.272867,-0.5344,-0.8101,-0.9624,1.37
5.288858,-0.3077,-0.4713,-1.8358,1.92
5.288991,-0.1175,-0.0738,-2.1569,2.16
5.304978,0.3057,0.2131,-1.9262,1.96
5.320864,0.5083,0.2941,-0.2376,0.63
5.321005,0.3992,0.0311,0.3625,0.54
5.337002,0.1682,-0.0601,0.5906,0.62
5.352966,0.0945,-0.1730,0.4048,0.45
5.353109,0.0948,-0.1054,0.1637,0.22
5.368403,0.1411,0.0644,-0.0564,0.17
5.369195,0.0824,0.2270,-0.2018,0.31
5.384074,0.0600,0.2916,-0.2521,0.39
5.400128,0.1162,0.1685,-0.2386,0.31
5.401747,0.1021,0.0453,-0.2654,0.29
5.416216,0.1543,-0.0974,-0.2864,0.34
5.420577,0.1052,-0.2303,-0.3125,0.40
5.432840,0.0367,-0.3186,-0.2876,0.43
5.439728,0.0220,-0.2472,-0.1739,0.30
