time_s,t_from_ride_start_s,phone_aT_ms2,phone_angle_deg,alex_video_angle_deg,ryan_video_angle_deg
527.18,24.273,15.3274,57.38,38.005,62.533
527.28,24.373,15.3325,57.388,38.048,62.53
527.38,24.473,15.3418,57.404,38.09,62.528
527.48,24.573,15.367,57.447,38.132,62.525
527.58,24.673,15.404,57.509,38.175,62.523
527.68,24.773,15.4576,57.599,38.217,62.52
527.78,24.873,15.4855,57.646,38.259,62.518
527.88,24.973,15.4904,57.654,38.302,62.515
527.98,25.073,15.4581,57.6,38.344,62.513
528.08,25.173,15.4138,57.526,38.386,62.51
528.18,25.273,15.3471,57.413,38.429,62.508
528.28,25.373,15.244,57.237,38.471,62.505
528.38,25.473,15.1059,57.0,38.513,62.507
528.48,25.573,14.9036,56.646,38.556,62.51
528.58,25.673,14.6848,56.256,38.598,62.514
528.68,25.773,14.4758,55.875,38.64,62.517
528.78,25.873,14.2526,55.461,38.683,62.521
528.88,25.973,14.0475,55.072,38.725,62.525
528.98,26.073,13.7917,54.576,38.767,62.528
529.08,26.173,13.513,54.022,38.81,62.532
529.18,26.273,13.2192,53.421,38.794,62.536
529.28,26.373,12.9067,52.763,38.777,62.539
529.38,26.473,12.546,51.977,38.761,62.543
529.48,26.573,12.2486,51.308,38.745,62.546
529.58,26.673,11.9863,50.702,38.728,62.55
529.68,26.773,11.7231,50.077,38.712,62.554
529.78,26.873,11.5167,49.576,38.696,62.557
529.88,26.973,11.3143,49.073,38.679,62.561
529.98,27.073,11.1778,48.729,38.663,62.565
530.08,27.173,11.0857,48.494,38.647,62.568
530.18,27.273,11.0436,48.385,38.631,62.572
530.28,27.373,11.0025,48.279,38.614,62.576
530.38,27.473,11.0278,48.345,38.598,62.579
530.48,27.573,11.0954,48.518,38.582,62.583
530.58,27.673,11.2309,48.863,38.565,62.586
530.68,27.773,11.4197,49.336,38.549,62.59
530.78,27.873,11.7114,50.049,38.533,62.594
530.88,27.973,12.035,50.816,38.517,62.597
530.98,28.073,12.4326,51.725,38.5,62.601
531.08,28.173,12.7855,52.502,38.484,62.605
531.18,28.273,13.1504,53.278,38.468,62.608
531.28,28.373,13.597,54.19,38.451,62.612
531.38,28.473,13.9672,54.917,38.435,62.612
531.48,28.573,14.366,55.672,38.419,62.609
531.58,28.673,14.6714,56.231,38.403,62.606
531.68,28.773,15.0053,56.825,38.386,62.604
531.78,28.873,15.2673,57.277,38.37,62.601
531.88,28.973,15.4333,57.558,38.354,62.598
531.98,29.073,15.551,57.755,38.337,62.596
532.08,29.173,15.6164,57.864,38.321,62.593
532.18,29.273,15.6094,57.852,38.4,62.59
532.28,29.373,15.548,57.75,38.48,62.587
532.38,29.473,15.3992,57.501,38.559,62.585
532.48,29.573,15.2209,57.198,38.639,62.582
532.58,29.673,14.9536,56.734,38.718,62.579
532.68,29.773,14.5946,56.092,38.798,62.577
532.78,29.873,14.2503,55.456,38.877,62.574
532.88,29.973,13.9015,54.79,38.956,62.571
532.98,30.073,13.6085,54.213,39.036,62.569
533.08,30.173,13.2517,53.488,39.115,62.566
533.18,30.273,12.9506,52.856,39.195,62.563
533.28,30.373,12.6818,52.276,39.274,62.56
533.38,30.473,12.3725,51.59,39.353,62.558
533.48,30.573,12.1269,51.029,39.433,62.555
533.58,30.673,11.8646,50.415,39.512,62.552
533.68,30.773,11.6677,49.943,39.592,62.55
533.78,30.873,11.4759,49.475,39.671,62.547
533.88,30.973,11.247,48.904,39.75,62.544
533.98,31.073,11.0306,48.352,39.83,62.541
534.08,31.173,10.8589,47.905,39.909,62.539
534.18,31.273,10.7423,47.597,39.989,62.536
534.28,31.373,10.7101,47.512,40.068,62.533
534.38,31.473,10.7507,47.62,40.147,62.524
534.48,31.573,10.8382,47.851,40.227,62.511
534.58,31.673,11.0117,48.303,40.306,62.497
534.68,31.773,11.248,48.907,40.386,62.484
534.78,31.873,11.5309,49.61,40.465,62.471
534.88,31.973,11.8934,50.483,40.544,62.457
534.98,32.073,12.2575,51.329,40.624,62.444
535.08,32.173,12.6524,52.212,40.703,62.43
535.18,32.273,13.0162,52.996,40.708,62.417
535.28,32.373,13.3562,53.703,40.713,62.403
535.38,32.473,13.6646,54.325,40.719,62.39
535.48,32.573,13.9178,54.822,40.724,62.376
535.58,32.673,14.0988,55.17,40.729,62.363
535.68,32.773,14.2592,55.473,40.734,62.35
535.78,32.873,14.3498,55.642,40.739,62.336
535.88,32.973,14.4088,55.752,40.744,62.323
535.98,33.073,14.3804,55.699,40.749,62.309
536.08,33.173,14.3195,55.586,40.755,62.296
536.18,33.273,14.2442,55.445,40.76,62.282
536.28,33.373,14.157,55.28,40.765,62.269
536.38,33.473,14.055,55.086,40.77,62.256
536.48,33.573,13.9601,54.904,40.775,62.242
536.58,33.673,13.8613,54.712,40.78,62.229
536.68,33.773,13.7869,54.566,40.785,62.215
536.78,33.873,13.7214,54.437,40.79,62.202
536.88,33.973,13.6719,54.339,40.796,62.188
536.98,34.073,13.6439,54.284,40.801,62.175
537.08,34.173,13.6455,54.287,40.806,62.162
537.18,34.273,13.6701,54.336,40.811,62.148
537.28,34.373,13.5763,54.149,40.816,62.135
537.38,34.473,13.2353,53.454,40.821,62.128
537.48,34.573,12.9369,52.827,40.826,62.127
537.58,34.673,12.7181,52.356,40.832,62.125
537.68,34.773,12.6151,52.13,40.837,62.124
537.78,34.873,12.6272,52.157,40.842,62.122
537.88,34.973,12.7293,52.38,40.847,62.121
537.98,35.073,12.9446,52.844,40.852,62.119
538.08,35.173,13.2282,53.439,40.857,62.117
538.18,35.273,13.5972,54.191,40.889,62.116
538.28,35.373,14.0005,54.982,40.921,62.114
538.38,35.473,14.4016,55.738,40.953,62.113
538.48,35.573,14.7803,56.427,40.985,62.111
538.58,35.673,15.1706,57.111,41.017,62.11
538.68,35.773,15.5187,57.701,41.049,62.108
538.78,35.873,15.7953,58.157,41.081,62.107
538.88,35.973,16.0419,58.553,41.113,62.105
538.98,36.073,16.2222,58.838,41.144,62.103
539.08,36.173,16.3533,59.041,41.176,62.102
539.18,36.273,16.4165,59.139,41.208,62.1
539.28,36.373,16.4304,59.16,41.24,62.099
539.38,36.473,16.3772,59.078,41.272,62.097
539.48,36.573,16.2514,58.883,41.304,62.096
539.58,36.673,16.0725,58.602,41.336,62.094
539.68,36.773,15.9132,58.348,41.368,62.093
539.78,36.873,15.7263,58.044,41.4,62.091
539.88,36.973,15.512,57.69,41.432,62.089
539.98,37.073,15.2971,57.328,41.464,62.088
540.08,37.173,15.0925,56.976,41.496,62.086
540.18,37.273,14.908,56.654,41.528,62.085
540.28,37.373,14.7506,56.374,41.559,62.083
540.38,37.473,14.6004,56.103,41.591,62.071
540.48,37.573,14.4767,55.877,41.623,62.053
540.58,37.673,14.4063,55.747,41.655,62.034
540.68,37.773,14.3202,55.587,41.687,62.015
540.78,37.873,14.241,55.439,41.719,61.996
540.88,37.973,14.1892,55.341,41.751,61.978
540.98,38.073,14.1748,55.314,41.783,61.959
541.08,38.173,14.1847,55.333,41.815,61.94
541.18,38.273,14.2298,55.418,41.716,61.921
541.28,38.373,14.2868,55.525,41.617,61.903
541.38,38.473,14.3576,55.657,41.518,61.884
541.48,38.573,14.4267,55.785,41.419,61.865
541.58,38.673,14.4792,55.881,41.32,61.846
541.68,38.773,14.5153,55.948,41.221,61.828
541.78,38.873,14.5358,55.985,41.122,61.809
541.88,38.973,14.5401,55.993,41.023,61.79
541.98,39.073,14.527,55.969,40.925,61.771
542.08,39.173,14.4917,55.904,40.826,61.752
542.18,39.273,14.434,55.798,40.727,61.734
542.28,39.373,14.348,55.639,40.628,61.715
542.38,39.473,14.2424,55.441,40.529,61.696
542.48,39.573,14.1178,55.206,40.43,61.677
542.58,39.673,13.9598,54.903,40.331,61.659
542.68,39.773,13.7818,54.557,40.232,61.64
542.78,39.873,13.5901,54.176,40.133,61.621
542.88,39.973,13.3749,53.741,40.034,61.602
542.98,40.073,13.1498,53.276,39.935,61.584
543.08,40.173,12.8372,52.613,39.836,61.565
543.18,40.273,12.5559,51.999,39.738,61.546
543.28,40.373,12.269,51.355,39.639,61.527
543.38,40.473,11.9993,50.732,39.54,61.522
543.48,40.573,11.8054,50.274,39.441,61.525
543.58,40.673,11.6239,49.837,39.342,61.529
543.68,40.773,11.4504,49.412,39.243,61.532
543.78,40.873,11.313,49.07,39.144,61.535
543.88,40.973,11.2222,48.841,39.045,61.539
543.98,41.073,11.1969,48.777,38.946,61.542
544.08,41.173,11.1972,48.778,38.847,61.546
544.18,41.273,11.1948,48.772,38.839,61.549
544.28,41.373,11.2027,48.792,38.831,61.552
544.38,41.473,11.2571,48.929,38.823,61.556
544.48,41.573,11.3678,49.207,38.815,61.559
544.58,41.673,11.5149,49.571,38.806,61.563
544.68,41.773,11.7317,50.098,38.798,61.566
544.78,41.873,11.9841,50.697,38.79,61.569
544.88,41.973,12.3025,51.431,38.782,61.573
544.98,42.073,12.6628,52.235,38.774,61.576
545.08,42.173,13.0457,53.058,38.765,61.58
545.18,42.273,13.4189,53.831,38.757,61.583
545.28,42.373,13.8348,54.66,38.749,61.586
545.38,42.473,14.1872,55.337,38.741,61.59
545.48,42.573,14.5283,55.971,38.733,61.593
545.58,42.673,14.7999,56.462,38.724,61.597
545.68,42.773,15.0139,56.84,38.716,61.6
545.78,42.873,15.1968,57.156,38.708,61.603
545.88,42.973,15.2933,57.322,38.7,61.607
545.98,43.073,15.3209,57.368,38.692,61.61
546.08,43.173,15.2692,57.281,38.683,61.614
546.18,43.273,15.1562,57.087,38.675,61.617
546.28,43.373,14.9869,56.792,38.667,61.62
546.38,43.473,14.763,56.396,38.659,61.634
546.48,43.573,14.4708,55.866,38.651,61.653
546.58,43.673,14.1646,55.295,38.642,61.673
546.68,43.773,13.8834,54.755,38.634,61.693
546.78,43.873,13.5904,54.177,38.626,61.713
546.88,43.973,13.3034,53.595,38.618,61.732
546.98,44.073,13.0223,53.008,38.61,61.752
547.08,44.173,12.7838,52.498,38.601,61.772
547.18,44.273,12.54,51.964,38.641,61.792
547.28,44.373,12.3411,51.519,38.681,61.812
547.38,44.473,12.1307,51.038,38.721,61.831
547.48,44.573,11.9551,50.629,38.761,61.851
547.58,44.673,11.8456,50.37,38.8,61.871
547.68,44.773,11.6934,50.006,38.84,61.891
547.78,44.873,11.5394,49.631,38.88,61.91
547.88,44.973,11.3977,49.281,38.92,61.93
547.98,45.073,11.3379,49.132,38.96,61.95
548.08,45.173,11.3461,49.153,39.0,61.97
548.18,45.273,11.4547,49.423,39.039,61.99
548.28,45.373,11.6128,49.81,39.079,62.009
548.38,45.473,11.8213,50.312,39.119,62.029
548.48,45.573,12.1081,50.986,39.159,62.049
548.58,45.673,12.4436,51.749,39.199,62.069
548.68,45.773,12.8059,52.546,39.239,62.088
548.78,45.873,13.1788,53.337,39.278,62.108
548.88,45.973,13.5052,54.006,39.318,62.128
548.98,46.073,13.8246,54.64,39.358,62.148
549.08,46.173,14.1135,55.198,39.398,62.167
549.18,46.273,14.3694,55.679,39.438,62.187
549.28,46.373,14.5659,56.04,39.478,62.207
549.38,46.473,14.7144,56.309,39.517,62.21
549.48,46.573,14.8299,56.515,39.557,62.203
549.58,46.673,14.877,56.599,39.597,62.196
549.68,46.773,14.8784,56.601,39.637,62.188
549.78,46.873,14.8187,56.495,39.677,62.181
549.88,46.973,14.6823,56.251,39.716,62.173
549.98,47.073,14.5276,55.97,39.756,62.166
550.08,47.173,14.3746,55.688,39.796,62.158
550.18,47.273,14.1852,55.334,39.849,62.151
550.28,47.373,13.9897,54.961,39.902,62.143
550.38,47.473,13.8064,54.605,39.954,62.136
550.48,47.573,13.6395,54.275,40.007,62.128
550.58,47.673,13.4941,53.984,40.06,62.121
550.68,47.773,13.3523,53.695,40.112,62.113
550.78,47.873,13.2357,53.455,40.165,62.106
550.88,47.973,13.1563,53.29,40.218,62.099
550.98,48.073,13.108,53.189,40.27,62.091
551.08,48.173,13.0829,53.136,40.323,62.084
551.18,48.273,13.0502,53.067,40.376,62.076
551.28,48.373,13.0525,53.072,40.429,62.069
551.38,48.473,13.1052,53.183,40.481,62.061
551.48,48.573,13.2012,53.383,40.534,62.054
551.58,48.673,13.3267,53.643,40.587,62.046
551.68,48.773,13.4917,53.978,40.639,62.039
551.78,48.873,13.6628,54.321,40.692,62.031
551.88,48.973,13.8794,54.747,40.745,62.024
551.98,49.073,14.0733,55.121,40.797,62.016
552.08,49.173,14.27,55.493,40.85,62.009
552.18,49.273,14.4334,55.797,40.903,62.002
552.28,49.373,14.5605,56.03,40.955,61.994
552.38,49.473,14.6702,56.229,41.008,61.999
552.48,49.573,14.7522,56.377,41.061,62.013
552.58,49.673,14.7819,56.43,41.114,62.027
552.68,49.773,14.7825,56.431,41.166,62.041
552.78,49.873,14.7288,56.335,41.219,62.054
552.88,49.973,14.6384,56.172,41.272,62.068
552.98,50.073,14.5101,55.938,41.324,62.082
553.08,50.173,14.3473,55.638,41.377,62.095
553.18,50.273,14.154,55.275,41.377,62.109
553.28,50.373,13.9171,54.821,41.378,62.123
553.38,50.473,13.647,54.29,41.378,62.137
553.48,50.573,13.2917,53.571,41.378,62.15
553.58,50.673,12.9681,52.894,41.379,62.164
553.68,50.773,12.6246,52.151,41.379,62.178
553.78,50.873,12.3292,51.492,41.379,62.191
553.88,50.973,12.0291,50.802,41.38,62.205
553.98,51.073,11.7726,50.196,41.38,62.219
554.08,51.173,11.5612,49.685,41.381,62.233
554.18,51.273,11.3661,49.203,41.381,62.246
554.28,51.373,11.2282,48.856,41.381,62.26
554.38,51.473,11.152,48.663,41.382,62.274
554.48,51.573,11.0837,48.489,41.382,62.287
554.58,51.673,11.0084,48.294,41.382,62.301
554.68,51.773,10.9547,48.155,41.383,62.315
554.78,51.873,10.9502,48.144,41.383,62.329
554.88,51.973,11.0123,48.305,41.383,62.342
554.98,52.073,11.1436,48.642,41.384,62.356
555.08,52.173,11.3332,49.121,41.384,62.37
555.18,52.273,11.6084,49.8,41.384,62.383
555.28,52.373,11.9265,50.561,41.385,62.397
555.38,52.473,12.232,51.271,41.385,62.409
555.48,52.573,12.5836,52.061,41.385,62.419
555.58,52.673,12.9861,52.932,41.386,62.43
555.68,52.773,13.4055,53.804,41.386,62.44
555.78,52.873,13.782,54.557,41.386,62.451
555.88,52.973,14.1199,55.21,41.387,62.461
555.98,53.073,14.4542,55.835,41.387,62.472
556.08,53.173,14.7045,56.291,41.387,62.482
556.18,53.273,14.9074,56.653,41.398,62.493
556.28,53.373,15.0601,56.92,41.408,62.503
556.38,53.473,15.1358,57.051,41.419,62.514
556.48,53.573,15.1345,57.049,41.429,62.524
556.58,53.673,15.0715,56.94,41.439,62.535
556.68,53.773,14.966,56.756,41.45,62.545
556.78,53.873,14.7729,56.414,41.46,62.556
556.88,53.973,14.5308,55.976,41.47,62.566
556.98,54.073,14.2471,55.45,41.481,62.577
557.08,54.173,13.9866,54.955,41.491,62.587
557.18,54.273,13.7436,54.481,41.501,62.597
557.28,54.373,13.4863,53.968,41.512,62.608
557.38,54.473,13.2454,53.475,41.522,62.618
557.48,54.573,13.0256,53.015,41.532,62.629
557.58,54.673,12.8236,52.584,41.543,62.639
557.68,54.773,12.6403,52.185,41.553,62.65
557.78,54.873,12.4812,51.833,41.564,62.66
557.88,54.973,12.3182,51.467,41.574,62.671
557.98,55.073,12.2155,51.233,41.584,62.681
558.08,55.173,12.1153,51.002,41.595,62.692
558.18,55.273,11.9712,50.666,41.605,62.702
558.28,55.373,11.8359,50.347,41.615,62.713
558.38,55.473,11.7474,50.135,41.626,62.718
558.48,55.573,11.7142,50.056,41.636,62.719
558.58,55.673,11.7402,50.118,41.646,62.721
558.68,55.773,11.8356,50.346,41.657,62.722
558.78,55.873,12.0055,50.747,41.667,62.723
558.88,55.973,12.2117,51.224,41.678,62.725
558.98,56.073,12.4237,51.705,41.688,62.726
559.08,56.173,12.7164,52.352,41.698,62.727
559.18,56.273,13.0002,52.962,41.675,62.729
559.28,56.373,13.3043,53.597,41.652,62.73
559.38,56.473,13.5808,54.158,41.629,62.732
559.48,56.573,13.8537,54.697,41.606,62.733
559.58,56.673,14.0747,55.124,41.583,62.734
559.68,56.773,14.278,55.508,41.559,62.736
559.78,56.873,14.4166,55.766,41.536,62.737
559.88,56.973,14.5114,55.941,41.513,62.739
559.98,57.073,14.559,56.027,41.49,62.74
560.08,57.173,14.5575,56.025,41.467,62.741
560.18,57.273,14.4795,55.882,41.444,62.743
560.28,57.373,14.3504,55.643,41.42,62.744
560.38,57.473,14.193,55.348,41.397,62.746
560.48,57.573,14.0459,55.069,41.374,62.747
560.58,57.673,13.8676,54.724,41.351,62.748
560.68,57.773,13.7109,54.417,41.328,62.75
560.78,57.873,13.5274,54.051,41.305,62.751
560.88,57.973,13.3597,53.71,41.282,62.753
560.98,58.073,13.2204,53.423,41.258,62.754
561.08,58.173,13.0781,53.126,41.235,62.755
561.18,58.273,12.9729,52.904,41.212,62.757
561.28,58.373,12.875,52.695,41.189,62.758
561.38,58.473,12.8222,52.581,41.166,62.724
561.48,58.573,12.7967,52.526,41.143,62.665
561.58,58.673,12.7697,52.468,41.12,62.606
561.68,58.773,12.7192,52.358,41.096,62.547
561.78,58.873,12.6883,52.291,41.073,62.489
561.88,58.973,12.7053,52.327,41.05,62.43
561.98,59.073,12.774,52.477,41.027,62.371
562.08,59.173,12.8698,52.683,41.004,62.312
562.18,59.273,12.9916,52.944,41.02,62.254
562.28,59.373,13.1098,53.193,41.036,62.195
562.38,59.473,13.2278,53.439,41.052,62.136
562.48,59.573,13.3114,53.611,41.068,62.078
562.58,59.673,13.3878,53.768,41.084,62.019
562.68,59.773,13.4575,53.909,41.1,61.96
562.78,59.873,13.5051,54.006,41.116,61.901
562.88,59.973,13.5159,54.027,41.133,61.843
562.98,60.073,13.4845,53.964,41.149,61.784
563.08,60.173,13.4192,53.832,41.165,61.725
563.18,60.273,13.3232,53.635,41.181,61.666
563.28,60.373,13.1976,53.376,41.197,61.608
563.38,60.473,13.064,53.097,41.213,61.549
563.48,60.573,12.9116,52.773,41.229,61.49
563.58,60.673,12.746,52.416,41.245,61.432
563.68,60.773,12.508,51.893,41.261,61.373
563.78,60.873,12.2053,51.209,41.278,61.314
563.88,60.973,11.8675,50.422,41.294,61.255
563.98,61.073,11.5584,49.678,41.31,61.197
564.08,61.173,11.2603,48.938,41.326,61.138
564.18,61.273,10.9895,48.246,41.342,61.079
564.28,61.373,10.6774,47.424,41.358,61.021
564.38,61.473,10.377,46.609,41.374,60.969
564.48,61.573,10.1315,45.924,41.39,60.923
564.58,61.673,9.8738,45.186,41.406,60.877
564.68,61.773,9.6473,44.521,41.422,60.83
564.78,61.873,9.4584,43.955,41.439,60.784
564.88,61.973,9.2686,43.375,41.455,60.738
564.98,62.073,9.1337,42.955,41.471,60.691
565.08,62.173,9.0347,42.644,41.487,60.645
565.18,62.273,8.9325,42.32,41.465,60.599
565.28,62.373,8.8805,42.153,41.443,60.552
565.38,62.473,8.8337,42.002,41.421,60.506
565.48,62.573,8.7671,41.787,41.4,60.46
565.58,62.673,8.6713,41.474,41.378,60.413
565.68,62.773,8.5584,41.102,41.356,60.367
565.78,62.873,8.4674,40.799,41.334,60.321
565.88,62.973,8.3814,40.51,41.312,60.274
565.98,63.073,8.3416,40.375,41.29,60.228
566.08,63.173,8.3366,40.358,41.269,60.182
566.18,63.273,8.3691,40.468,41.247,60.136
566.28,63.373,8.4122,40.614,41.225,60.089
566.38,63.473,8.4838,40.854,41.203,60.043
566.48,63.573,8.5771,41.164,41.181,59.997
566.58,63.673,8.683,41.513,41.159,59.95
566.68,63.773,8.8153,41.943,41.138,59.904
566.78,63.873,8.9406,42.345,41.116,59.858
566.88,63.973,9.1096,42.88,41.094,59.811
566.98,64.073,9.2391,43.283,41.072,59.765
567.08,64.173,9.3678,43.679,41.05,59.719
567.18,64.273,9.4988,44.077,41.028,59.672
567.28,64.373,9.619,44.437,41.007,59.626
567.38,64.473,9.7101,44.707,40.985,59.58
567.48,64.573,9.7235,44.746,40.963,59.534
567.58,64.673,9.6607,44.561,40.941,59.489
567.68,64.773,9.5709,44.293,40.919,59.443
567.78,64.873,9.4923,44.057,40.897,59.397
567.88,64.973,9.4149,43.823,40.876,59.352
567.98,65.073,9.3512,43.628,40.854,59.306
568.08,65.173,9.2944,43.454,40.832,59.26
568.18,65.273,9.2336,43.266,40.752,59.214
568.28,65.373,9.1727,43.077,40.672,59.169
568.38,65.473,9.1226,42.921,40.592,59.123
568.48,65.573,9.0733,42.766,40.512,59.077
568.58,65.673,9.0392,42.658,40.432,59.032
568.68,65.773,9.0089,42.562,40.352,58.986
568.78,65.873,8.9908,42.505,40.272,58.94
568.88,65.973,8.9791,42.468,40.191,58.895
568.98,66.073,8.9802,42.471,40.111,58.849
569.08,66.173,8.9719,42.445,40.031,58.803
569.18,66.273,8.962,42.414,39.951,58.758
569.28,66.373,8.9724,42.446,39.871,58.712
569.38,66.473,8.9803,42.472,39.791,58.666
569.48,66.573,8.9884,42.498,39.711,58.62
569.58,66.673,8.9051,42.232,39.631,58.575
569.68,66.773,8.76,41.764,39.551,58.529
569.78,66.873,8.5536,41.086,39.471,58.483
569.88,66.973,8.3484,40.398,39.391,58.438
569.98,67.073,8.174,39.802,39.311,58.392
570.08,67.173,8.0296,39.301,39.231,58.346
570.18,67.273,7.9166,38.903,39.151,58.301
570.28,67.373,7.8197,38.559,39.071,58.255
570.38,67.473,7.7591,38.342,38.991,58.221
570.48,67.573,7.7303,38.238,38.911,58.195
570.58,67.673,7.7371,38.263,38.831,58.169
570.68,67.773,7.7753,38.4,38.75,58.143
570.78,67.873,7.8229,38.57,38.67,58.116
570.88,67.973,7.8727,38.748,38.59,58.09
570.98,68.073,7.9042,38.86,38.51,58.064
571.08,68.173,7.8849,38.791,38.43,58.038
571.18,68.273,7.8078,38.516,38.301,58.012
571.28,68.373,7.7006,38.131,38.171,57.986
571.38,68.473,7.5637,37.633,38.042,57.96
571.48,68.573,7.4484,37.208,37.912,57.934
571.58,68.673,7.2449,36.447,37.783,57.908
571.68,68.773,7.0784,35.812,37.653,57.881
571.78,68.873,6.9129,35.171,37.524,57.855
571.88,68.973,6.7497,34.529,37.394,57.829
571.98,69.073,6.632,34.06,37.265,57.803
572.08,69.173,6.5665,33.797,37.135,57.777
572.18,69.273,6.4999,33.528,37.006,57.751
572.28,69.373,6.46,33.365,36.876,57.725
572.38,69.473,6.4403,33.285,36.747,57.699
572.48,69.573,6.4475,33.314,36.617,57.672
572.58,69.673,6.4721,33.414,36.488,57.646
572.68,69.773,6.5159,33.593,36.358,57.62
572.78,69.873,6.5813,33.857,36.229,57.594
572.88,69.973,6.6584,34.166,36.099,57.568
572.98,70.073,6.7526,34.541,35.97,57.542
573.08,70.173,6.8469,34.913,35.84,57.516
573.18,70.273,6.9882,35.464,35.711,57.49
573.28,70.373,7.1124,35.943,35.581,57.464
573.38,70.473,7.2574,36.494,35.452,57.44
573.48,70.573,7.3728,36.927,35.322,57.418
573.58,70.673,7.5312,37.514,35.193,57.396
573.68,70.773,7.7217,38.207,35.063,57.374
573.78,70.873,7.8969,38.833,34.934,57.352
573.88,70.973,8.0661,39.428,34.804,57.33
573.98,71.073,8.1901,39.857,34.675,57.307
574.08,71.173,8.31,40.268,34.545,57.285
574.18,71.273,8.4388,40.703,34.616,57.263
574.28,71.373,8.5811,41.177,34.688,57.241
574.38,71.473,8.7101,41.601,34.759,57.219
574.48,71.573,8.805,41.91,34.83,57.197
574.58,71.673,8.8439,42.035,34.901,57.175
574.68,71.773,8.8668,42.109,34.973,57.153
574.78,71.873,8.8812,42.155,35.044,57.131
574.88,71.973,8.8689,42.116,35.115,57.109
574.98,72.073,8.8287,41.986,35.187,57.087
575.08,72.173,8.7393,41.697,35.258,57.065
575.18,72.273,8.612,41.279,35.329,57.043
575.28,72.373,8.4569,40.764,35.4,57.021
575.38,72.473,8.2844,40.18,35.472,56.999
575.48,72.573,8.1131,39.592,35.543,56.977
575.58,72.673,7.9607,39.059,35.614,56.955
575.68,72.773,7.779,38.413,35.686,56.932
575.78,72.873,7.6058,37.787,35.757,56.91
575.88,72.973,7.4098,37.065,35.828,56.888
575.98,73.073,7.2159,36.337,35.899,56.866
576.08,73.173,7.0113,35.554,35.971,56.844
576.18,73.273,6.8457,34.908,36.042,56.822
576.28,73.373,6.6892,34.289,36.113,56.8
576.38,73.473,6.5331,33.662,36.184,56.698
576.48,73.573,6.3834,33.052,36.256,56.544
576.58,73.673,6.2439,32.476,36.327,56.389
576.68,73.773,6.1125,31.927,36.398,56.234
576.78,73.873,5.9978,31.441,36.47,56.079
576.88,73.973,5.8985,31.018,36.541,55.924
576.98,74.073,5.8077,30.626,36.612,55.77
577.08,74.173,5.7141,30.22,36.683,55.615
577.18,74.273,5.627,29.839,36.509,55.46
577.28,74.373,5.5396,29.453,36.336,55.305
577.38,74.473,5.4684,29.137,36.162,55.15
577.48,74.573,5.4136,28.892,35.988,54.996
577.58,74.673,5.3551,28.629,35.814,54.841
577.68,74.773,5.3012,28.386,35.64,54.686
577.78,74.873,5.2745,28.266,35.466,54.531
577.88,74.973,5.2248,28.04,35.292,54.376
577.98,75.073,5.2003,27.928,35.118,54.222
578.08,75.173,5.1589,27.739,34.944,54.067
578.18,75.273,5.1305,27.609,34.771,53.912
578.28,75.373,5.129,27.602,34.597,53.757
578.38,75.473,5.0952,27.447,34.423,53.603
578.48,75.573,5.0938,27.44,34.249,53.448
578.58,75.673,5.0654,27.309,34.075,53.293
578.68,75.773,5.0303,27.147,33.901,53.138
578.78,75.873,5.0151,27.077,33.727,52.983
578.88,75.973,5.0037,27.024,33.553,52.829
578.98,76.073,5.0147,27.075,33.379,52.674
579.08,76.173,5.031,27.151,33.205,52.519
579.18,76.273,5.0297,27.145,33.032,52.364
579.28,76.373,5.0281,27.137,32.858,52.209
579.38,76.473,5.0303,27.148,32.684,52.202
579.48,76.573,5.049,27.234,32.51,52.294
579.58,76.673,5.0692,27.327,32.336,52.385
579.68,76.773,5.0817,27.385,32.162,52.476
579.78,76.873,5.1022,27.479,31.988,52.567
579.88,76.973,5.1172,27.548,31.814,52.659
579.98,77.073,5.1288,27.601,31.64,52.75
580.08,77.173,5.1404,27.655,31.467,52.841
580.18,77.273,5.1466,27.683,31.517,52.933
580.28,77.373,5.1557,27.724,31.567,53.024
580.38,77.473,5.1722,27.8,31.617,53.115
580.48,77.573,5.1361,27.635,31.667,53.206
580.58,77.673,5.1082,27.507,31.717,53.298
580.68,77.773,5.0174,27.088,31.768,53.389
580.78,77.873,4.9167,26.62,31.818,53.48
580.88,77.973,4.8394,26.258,31.868,53.572
580.98,78.073,4.7471,25.823,31.918,53.663
581.08,78.173,4.6745,25.478,31.968,53.754
581.18,78.273,4.5384,24.827,32.019,53.845
581.28,78.373,4.3987,24.151,32.069,53.937
581.38,78.473,4.283,23.586,32.119,54.028
581.48,78.573,4.1737,23.048,32.169,54.119
581.58,78.673,4.0912,22.638,32.219,54.211
581.68,78.773,4.014,22.253,32.27,54.302
581.78,78.873,3.9217,21.79,32.32,54.393
581.88,78.973,3.8031,21.19,32.37,54.484
581.98,79.073,3.7062,20.697,32.42,54.576
582.08,79.173,3.6388,20.351,32.47,54.667
582.18,79.273,3.5629,19.961,32.52,54.758
582.28,79.373,3.5063,19.668,32.571,54.85
582.38,79.473,3.4367,19.307,32.621,54.933
582.48,79.573,3.3426,18.816,32.671,55.01
582.58,79.673,3.2522,18.342,32.721,55.088
582.68,79.773,3.1882,18.004,32.771,55.166
582.78,79.873,3.1242,17.665,32.822,55.244
582.88,79.973,3.0669,17.361,32.872,55.321
582.98,80.073,3.0249,17.137,32.922,55.399
583.08,80.173,2.933,16.646,32.972,55.477
