time_s,t_from_ride_start_s,phone_aT_ms2,phone_angle_deg,alex_video_angle_deg,ryan_video_angle_deg
472.48,-30.427,0.2011,1.175,16.567,43.256
472.58,-30.327,0.2022,1.181,16.696,43.488
472.68,-30.227,0.205,1.197,16.825,43.719
472.78,-30.127,0.2071,1.21,16.954,43.951
472.88,-30.027,0.2078,1.214,17.083,44.183
472.98,-29.927,0.2134,1.246,17.212,44.415
473.08,-29.827,0.2104,1.229,17.341,44.646
473.18,-29.727,0.2114,1.235,17.471,44.878
473.28,-29.627,0.221,1.291,17.6,45.11
473.38,-29.527,0.2311,1.349,17.729,45.342
473.48,-29.427,0.2377,1.388,17.858,45.574
473.58,-29.327,0.2406,1.405,17.987,45.805
473.68,-29.227,0.2491,1.455,18.116,46.037
473.78,-29.127,0.2507,1.464,18.245,46.269
473.88,-29.027,0.2518,1.47,18.374,46.501
473.98,-28.927,0.2582,1.508,18.504,46.733
474.08,-28.827,0.2632,1.537,18.633,46.964
474.18,-28.727,0.2614,1.526,18.762,47.196
474.28,-28.627,0.2615,1.527,18.891,47.428
474.38,-28.527,0.2635,1.539,19.02,47.358
474.48,-28.427,0.2644,1.544,19.149,47.087
474.58,-28.327,0.2644,1.544,19.278,46.816
474.68,-28.227,0.2703,1.578,19.407,46.544
474.78,-28.127,0.2717,1.587,19.537,46.273
474.88,-28.027,0.2802,1.636,19.666,46.002
474.98,-27.927,0.2895,1.69,19.795,45.731
475.08,-27.827,0.298,1.74,19.924,45.46
475.18,-27.727,0.307,1.792,19.8,45.188
475.28,-27.627,0.3178,1.856,19.676,44.917
475.38,-27.527,0.3322,1.939,19.552,44.646
475.48,-27.427,0.3382,1.974,19.428,44.375
475.58,-27.327,0.3512,2.051,19.304,44.104
475.68,-27.227,0.3635,2.122,19.18,43.832
475.78,-27.127,0.3705,2.163,19.057,43.561
475.88,-27.027,0.3818,2.229,18.933,43.29
475.98,-26.927,0.3914,2.285,18.809,43.019
476.08,-26.827,0.3942,2.301,18.685,42.748
476.18,-26.727,0.3993,2.331,18.561,42.476
476.28,-26.627,0.4023,2.348,18.437,42.205
476.38,-26.527,0.4014,2.343,18.313,41.934
476.48,-26.427,0.3942,2.301,18.189,41.663
476.58,-26.327,0.3842,2.243,18.065,41.391
476.68,-26.227,0.3721,2.172,17.941,41.12
476.78,-26.127,0.3601,2.102,17.817,40.849
476.88,-26.027,0.3545,2.07,17.693,40.578
476.98,-25.927,0.3471,2.026,17.57,40.307
477.08,-25.827,0.3444,2.011,17.446,40.035
477.18,-25.727,0.3419,1.996,17.322,39.764
477.28,-25.627,0.3408,1.99,17.198,39.493
477.38,-25.527,0.3343,1.952,17.074,39.496
477.48,-25.427,0.3324,1.941,16.95,39.68
477.58,-25.327,0.3279,1.915,16.826,39.865
477.68,-25.227,0.3253,1.899,16.702,40.05
477.78,-25.127,0.3174,1.853,16.578,40.235
477.88,-25.027,0.3097,1.808,16.454,40.42
477.98,-24.927,0.3025,1.766,16.33,40.605
478.08,-24.827,0.297,1.734,16.206,40.79
478.18,-24.727,0.2918,1.704,16.298,40.975
478.28,-24.627,0.2876,1.679,16.389,41.16
478.38,-24.527,0.2821,1.647,16.48,41.345
478.48,-24.427,0.2809,1.64,16.571,41.53
478.58,-24.327,0.2795,1.632,16.662,41.715
478.68,-24.227,0.2859,1.669,16.753,41.9
478.78,-24.127,0.2877,1.68,16.845,42.084
478.88,-24.027,0.2856,1.667,16.936,42.269
478.98,-23.927,0.2858,1.669,17.027,42.454
479.08,-23.827,0.2874,1.678,17.118,42.639
479.18,-23.727,0.2871,1.676,17.209,42.824
479.28,-23.627,0.2898,1.692,17.301,43.009
479.38,-23.527,0.2904,1.696,17.392,43.194
479.48,-23.427,0.2951,1.723,17.483,43.379
479.58,-23.327,0.2948,1.721,17.574,43.564
479.68,-23.227,0.3021,1.764,17.665,43.749
479.78,-23.127,0.3109,1.815,17.756,43.934
479.88,-23.027,0.3155,1.842,17.848,44.119
479.98,-22.927,0.3202,1.869,17.939,44.304
480.08,-22.827,0.3313,1.934,18.03,44.488
480.18,-22.727,0.3408,1.989,18.121,44.673
480.28,-22.627,0.3417,1.995,18.212,44.858
480.38,-22.527,0.3431,2.003,18.304,44.715
480.48,-22.427,0.346,2.02,18.395,44.353
480.58,-22.327,0.3431,2.003,18.486,43.992
480.68,-22.227,0.3467,2.024,18.577,43.63
480.78,-22.127,0.3462,2.021,18.668,43.268
480.88,-22.027,0.3419,1.996,18.759,42.907
480.98,-21.927,0.3401,1.985,18.851,42.545
481.08,-21.827,0.3353,1.958,18.942,42.183
481.18,-21.727,0.3304,1.929,18.852,41.821
481.28,-21.627,0.3273,1.911,18.763,41.46
481.38,-21.527,0.324,1.892,18.674,41.098
481.48,-21.427,0.3191,1.863,18.584,40.736
481.58,-21.327,0.3233,1.887,18.495,40.374
481.68,-21.227,0.322,1.88,18.405,40.013
481.78,-21.127,0.3236,1.889,18.316,39.651
481.88,-21.027,0.3212,1.875,18.226,39.289
481.98,-20.927,0.3193,1.864,18.137,38.928
482.08,-20.827,0.3192,1.864,18.048,38.566
482.18,-20.727,0.3191,1.863,17.958,38.204
482.28,-20.627,0.3206,1.872,17.869,37.842
482.38,-20.527,0.3243,1.893,17.779,37.481
482.48,-20.427,0.3314,1.935,17.69,37.119
482.58,-20.327,0.3395,1.982,17.601,36.757
482.68,-20.227,0.354,2.066,17.511,36.395
482.78,-20.127,0.3612,2.109,17.422,36.034
482.88,-20.027,0.3674,2.145,17.332,35.672
482.98,-19.927,0.3697,2.158,17.243,35.31
483.08,-19.827,0.3708,2.165,17.154,34.949
483.18,-19.727,0.3747,2.187,17.064,34.587
483.28,-19.627,0.3766,2.198,16.975,34.225
483.38,-19.527,0.382,2.23,16.885,34.223
483.48,-19.427,0.3846,2.245,16.796,34.462
483.58,-19.327,0.3839,2.241,16.706,34.7
483.68,-19.227,0.3845,2.244,16.617,34.938
483.78,-19.127,0.3943,2.302,16.528,35.177
483.88,-19.027,0.3957,2.31,16.438,35.415
483.98,-18.927,0.3956,2.31,16.349,35.653
484.08,-18.827,0.3984,2.326,16.259,35.891
484.18,-18.727,0.3966,2.315,16.317,36.13
484.28,-18.627,0.3981,2.324,16.374,36.368
484.38,-18.527,0.4039,2.358,16.432,36.606
484.48,-18.427,0.4097,2.391,16.489,36.844
484.58,-18.327,0.4166,2.432,16.547,37.083
484.68,-18.227,0.4223,2.465,16.604,37.321
484.78,-18.127,0.4208,2.456,16.662,37.559
484.88,-18.027,0.4256,2.484,16.719,37.798
484.98,-17.927,0.4242,2.476,16.777,38.036
485.08,-17.827,0.4266,2.49,16.834,38.274
485.18,-17.727,0.4323,2.523,16.891,38.512
485.28,-17.627,0.4326,2.525,16.949,38.751
485.38,-17.527,0.4309,2.515,17.006,38.989
485.48,-17.427,0.4372,2.552,17.064,39.227
485.58,-17.327,0.4358,2.544,17.121,39.466
485.68,-17.227,0.4389,2.562,17.179,39.704
485.78,-17.127,0.4477,2.613,17.236,39.942
485.88,-17.027,0.452,2.638,17.294,40.18
485.98,-16.927,0.4636,2.705,17.351,40.419
486.08,-16.827,0.4682,2.733,17.409,40.657
486.18,-16.727,0.4754,2.774,17.466,40.895
486.28,-16.627,0.4803,2.803,17.524,41.134
486.38,-16.527,0.4818,2.812,17.581,41.2
486.48,-16.427,0.4875,2.845,17.639,41.151
486.58,-16.327,0.487,2.842,17.696,41.102
486.68,-16.227,0.4927,2.875,17.754,41.053
486.78,-16.127,0.4948,2.888,17.811,41.005
486.88,-16.027,0.4991,2.912,17.868,40.956
486.98,-15.927,0.5057,2.951,17.926,40.907
487.08,-15.827,0.5093,2.972,17.983,40.858
487.18,-15.727,0.5153,3.007,17.953,40.81
487.28,-15.627,0.5117,2.986,17.922,40.761
487.38,-15.527,0.5099,2.976,17.891,40.712
487.48,-15.427,0.5163,3.013,17.861,40.663
487.58,-15.327,0.5187,3.027,17.83,40.615
487.68,-15.227,0.5349,3.121,17.799,40.566
487.78,-15.127,0.5363,3.129,17.768,40.517
487.88,-15.027,0.5267,3.073,17.738,40.468
487.98,-14.927,0.5198,3.033,17.707,40.42
488.08,-14.827,0.5138,2.998,17.676,40.371
488.18,-14.727,0.5208,3.039,17.646,40.322
488.28,-14.627,0.5279,3.08,17.615,40.273
488.38,-14.527,0.5245,3.061,17.584,40.225
488.48,-14.427,0.5159,3.011,17.554,40.176
488.58,-14.327,0.5072,2.96,17.523,40.127
488.68,-14.227,0.5042,2.942,17.492,40.078
488.78,-14.127,0.5126,2.991,17.461,40.03
488.88,-14.027,0.5232,3.053,17.431,39.981
488.98,-13.927,0.5355,3.124,17.4,39.932
489.08,-13.827,0.5387,3.143,17.369,39.883
489.18,-13.727,0.5433,3.17,17.339,39.835
489.28,-13.627,0.5502,3.21,17.308,39.786
489.38,-13.527,0.5526,3.224,17.277,39.816
489.48,-13.427,0.5586,3.259,17.246,39.9
489.58,-13.327,0.5659,3.301,17.216,39.983
489.68,-13.227,0.5744,3.351,17.185,40.067
489.78,-13.127,0.5841,3.408,17.154,40.15
489.88,-13.027,0.5905,3.445,17.124,40.234
489.98,-12.927,0.5956,3.474,17.093,40.317
490.08,-12.827,0.5974,3.485,17.062,40.401
490.18,-12.727,0.6131,3.576,17.078,40.484
490.28,-12.627,0.621,3.622,17.093,40.568
490.38,-12.527,0.6343,3.699,17.109,40.652
490.48,-12.427,0.6349,3.703,17.125,40.735
490.58,-12.327,0.6317,3.684,17.14,40.819
490.68,-12.227,0.6337,3.696,17.156,40.902
490.78,-12.127,0.6402,3.734,17.171,40.986
490.88,-12.027,0.6445,3.759,17.187,41.069
490.98,-11.927,0.6553,3.822,17.202,41.153
491.08,-11.827,0.6624,3.863,17.218,41.236
491.18,-11.727,0.6614,3.857,17.234,41.32
491.28,-11.627,0.6629,3.866,17.249,41.403
491.38,-11.527,0.6584,3.84,17.265,41.487
491.48,-11.427,0.653,3.808,17.28,41.57
491.58,-11.327,0.6523,3.804,17.296,41.654
491.68,-11.227,0.6508,3.795,17.311,41.737
491.78,-11.127,0.6538,3.813,17.327,41.821
491.88,-11.027,0.6616,3.858,17.343,41.904
491.98,-10.927,0.6723,3.92,17.358,41.988
492.08,-10.827,0.687,4.006,17.374,42.071
492.18,-10.727,0.6956,4.056,17.389,42.155
492.28,-10.627,0.6996,4.079,17.405,42.238
492.38,-10.527,0.7148,4.168,17.42,42.276
492.48,-10.427,0.7157,4.172,17.436,42.283
492.58,-10.327,0.7253,4.229,17.452,42.291
492.68,-10.227,0.7266,4.236,17.467,42.298
492.78,-10.127,0.7389,4.308,17.483,42.306
492.88,-10.027,0.7518,4.382,17.498,42.313
492.98,-9.927,0.7616,4.439,17.514,42.321
493.08,-9.827,0.772,4.499,17.529,42.328
493.18,-9.727,0.7692,4.483,17.577,42.336
493.28,-9.627,0.7727,4.504,17.625,42.343
493.38,-9.527,0.7802,4.547,17.673,42.351
493.48,-9.427,0.787,4.587,17.72,42.358
493.58,-9.327,0.7988,4.655,17.768,42.366
493.68,-9.227,0.8129,4.737,17.816,42.373
493.78,-9.127,0.8299,4.835,17.863,42.381
493.88,-9.027,0.8384,4.885,17.911,42.388
493.98,-8.927,0.8465,4.932,17.959,42.396
494.08,-8.827,0.8587,5.003,18.007,42.403
494.18,-8.727,0.8679,5.056,18.054,42.411
494.28,-8.627,0.8565,4.99,18.102,42.418
494.38,-8.527,0.865,5.039,18.15,42.426
494.48,-8.427,0.8763,5.104,18.197,42.433
494.58,-8.327,0.906,5.276,18.245,42.441
494.68,-8.227,0.928,5.404,18.293,42.448
494.78,-8.127,0.9636,5.61,18.341,42.456
494.88,-8.027,0.9707,5.651,18.388,42.463
494.98,-7.927,0.9756,5.68,18.436,42.471
495.08,-7.827,0.9999,5.82,18.484,42.478
495.18,-7.727,1.0165,5.916,18.531,42.486
495.28,-7.627,1.0388,6.045,18.579,42.493
495.38,-7.527,1.0582,6.157,18.627,42.515
495.48,-7.427,1.0667,6.206,18.675,42.546
495.58,-7.327,1.0871,6.323,18.722,42.576
495.68,-7.227,1.1074,6.441,18.77,42.607
495.78,-7.127,1.1228,6.529,18.818,42.638
495.88,-7.027,1.1404,6.631,18.865,42.669
495.98,-6.927,1.1492,6.682,18.913,42.7
496.08,-6.827,1.157,6.726,18.961,42.731
496.18,-6.727,1.17,6.801,19.011,42.762
496.28,-6.627,1.1744,6.827,19.061,42.792
496.38,-6.527,1.1835,6.879,19.111,42.823
496.48,-6.427,1.1941,6.94,19.16,42.854
496.58,-6.327,1.1919,6.928,19.21,42.885
496.68,-6.227,1.191,6.922,19.26,42.916
496.78,-6.127,1.1898,6.915,19.31,42.947
496.88,-6.027,1.1967,6.955,19.36,42.977
496.98,-5.927,1.2061,7.009,19.41,43.008
497.08,-5.827,1.2138,7.054,19.46,43.039
497.18,-5.727,1.2214,7.097,19.51,43.07
497.28,-5.627,1.2258,7.123,19.559,43.101
497.38,-5.527,1.2461,7.239,19.609,43.132
497.48,-5.427,1.252,7.273,19.659,43.163
497.58,-5.327,1.2655,7.35,19.709,43.193
497.68,-5.227,1.2787,7.427,19.759,43.224
497.78,-5.127,1.283,7.451,19.809,43.255
497.88,-5.027,1.2838,7.456,19.859,43.286
497.98,-4.927,1.2905,7.494,19.909,43.317
498.08,-4.827,1.3018,7.559,19.958,43.348
498.18,-4.727,1.3091,7.601,20.008,43.379
498.28,-4.627,1.3168,7.645,20.058,43.409
498.38,-4.527,1.3301,7.721,20.108,43.474
498.48,-4.427,1.3336,7.741,20.158,43.56
498.58,-4.327,1.3432,7.797,20.208,43.646
498.68,-4.227,1.3524,7.849,20.258,43.732
498.78,-4.127,1.3535,7.856,20.308,43.819
498.88,-4.027,1.3607,7.897,20.357,43.905
498.98,-3.927,1.3749,7.978,20.407,43.991
499.08,-3.827,1.3789,8.001,20.457,44.077
499.18,-3.727,1.3896,8.062,20.536,44.164
499.28,-3.627,1.42,8.236,20.615,44.25
499.38,-3.527,1.4452,8.38,20.695,44.336
499.48,-3.427,1.4847,8.606,20.774,44.423
499.58,-3.327,1.5158,8.783,20.853,44.509
499.68,-3.227,1.5227,8.823,20.932,44.595
499.78,-3.127,1.5362,8.9,21.011,44.681
499.88,-3.027,1.552,8.99,21.091,44.768
499.98,-2.927,1.5775,9.135,21.17,44.854
500.08,-2.827,1.5992,9.259,21.249,44.94
500.18,-2.727,1.6216,9.386,21.328,45.026
500.28,-2.627,1.6361,9.469,21.407,45.113
500.38,-2.527,1.6454,9.521,21.486,45.199
500.48,-2.427,1.6742,9.685,21.566,45.285
500.58,-2.327,1.7026,9.846,21.645,45.371
500.68,-2.227,1.718,9.934,21.724,45.458
500.78,-2.127,1.7395,10.055,21.803,45.544
500.88,-2.027,1.748,10.103,21.882,45.63
500.98,-1.927,1.7641,10.194,21.962,45.717
501.08,-1.827,1.7917,10.351,22.041,45.803
501.18,-1.727,1.8142,10.478,22.12,45.889
501.28,-1.627,1.8415,10.632,22.199,45.975
501.38,-1.527,1.8752,10.822,22.278,46.066
501.48,-1.427,1.896,10.939,22.357,46.16
501.58,-1.327,1.9068,10.999,22.437,46.255
501.68,-1.227,1.9269,11.113,22.516,46.349
501.78,-1.127,1.961,11.304,22.595,46.443
501.88,-1.027,1.9987,11.516,22.674,46.537
501.98,-0.927,2.0547,11.83,22.753,46.631
502.08,-0.827,2.0922,12.039,22.832,46.725
502.18,-0.727,2.1452,12.335,22.92,46.819
502.28,-0.627,2.2013,12.648,23.008,46.913
502.38,-0.527,2.2607,12.977,23.096,47.007
502.48,-0.427,2.3286,13.353,23.184,47.102
502.58,-0.327,2.4095,13.8,23.272,47.196
502.68,-0.227,2.4943,14.266,23.359,47.29
502.78,-0.127,2.5842,14.758,23.447,47.384
502.88,-0.027,2.6761,15.259,23.535,47.478
502.98,0.073,2.7883,15.867,23.623,47.572
503.08,0.173,2.9174,16.562,23.711,47.666
503.18,0.273,3.0549,17.297,23.799,47.76
503.28,0.373,3.1852,17.988,23.886,47.854
503.38,0.473,3.3187,18.691,23.974,47.949
503.48,0.573,3.4786,19.524,24.062,48.043
503.58,0.673,3.6595,20.457,24.15,48.137
503.68,0.773,3.8536,21.446,24.238,48.231
503.78,0.873,4.0428,22.397,24.325,48.325
503.88,0.973,4.2174,23.263,24.413,48.419
503.98,1.073,4.4138,24.224,24.501,48.513
504.08,1.173,4.6276,25.254,24.589,48.607
504.18,1.273,4.8437,26.278,24.677,48.702
504.28,1.373,5.0419,27.201,24.765,48.796
504.38,1.473,5.2377,28.098,24.852,48.895
504.48,1.573,5.4101,28.876,24.94,48.998
504.58,1.673,5.6478,29.93,25.028,49.1
504.68,1.773,5.8828,30.95,25.116,49.203
504.78,1.873,6.1166,31.944,25.204,49.306
504.88,1.973,6.3686,32.991,25.291,49.408
504.98,2.073,6.5933,33.905,25.379,49.511
505.08,2.173,6.8479,34.917,25.467,49.614
505.18,2.273,7.0813,35.824,25.548,49.716
505.28,2.373,7.3006,36.656,25.63,49.819
505.38,2.473,7.5424,37.555,25.711,49.922
505.48,2.573,7.7904,38.454,25.792,50.024
505.58,2.673,8.0352,39.32,25.873,50.127
505.68,2.773,8.2668,40.121,25.954,50.23
505.78,2.873,8.4929,40.884,26.035,50.332
505.88,2.973,8.7174,41.625,26.117,50.435
505.98,3.073,8.9384,42.338,26.198,50.538
506.08,3.173,9.1484,43.001,26.279,50.64
506.18,3.273,9.3184,43.528,26.36,50.743
506.28,3.373,9.4601,43.96,26.441,50.846
506.38,3.473,9.5925,44.358,26.523,50.948
506.48,3.573,9.7104,44.708,26.604,51.051
506.58,3.673,9.8036,44.981,26.685,51.154
506.68,3.773,9.874,45.186,26.766,51.256
506.78,3.873,9.8712,45.178,26.847,51.359
506.88,3.973,9.8157,45.017,26.929,51.462
506.98,4.073,9.7206,44.738,27.01,51.564
507.08,4.173,9.612,44.416,27.091,51.667
507.18,4.273,9.4682,43.984,27.172,51.77
507.28,4.373,9.3177,43.526,27.253,51.872
507.38,4.473,9.0808,42.789,27.335,51.988
507.48,4.573,8.814,41.939,27.416,52.113
507.58,4.673,8.5543,41.088,27.497,52.239
507.68,4.773,8.2929,40.21,27.578,52.364
507.78,4.873,8.0556,39.392,27.659,52.489
507.88,4.973,7.8381,38.624,27.74,52.614
507.98,5.073,7.6305,37.877,27.822,52.739
508.08,5.173,7.4681,37.281,27.903,52.864
508.18,5.273,7.313,36.703,27.998,52.989
508.28,5.373,7.219,36.349,28.094,53.115
508.38,5.473,7.1502,36.087,28.189,53.24
508.48,5.573,7.1034,35.908,28.284,53.365
508.58,5.673,7.079,35.815,28.38,53.49
508.68,5.773,7.0934,35.87,28.475,53.615
508.78,5.873,7.1423,36.057,28.57,53.74
508.88,5.973,7.2142,36.331,28.666,53.865
508.98,6.073,7.3155,36.713,28.761,53.991
509.08,6.173,7.4341,37.155,28.856,54.116
509.18,6.273,7.5867,37.717,28.952,54.241
509.28,6.373,7.7684,38.375,29.047,54.366
509.38,6.473,7.9809,39.13,29.143,54.491
509.48,6.573,8.1918,39.863,29.238,54.616
509.58,6.673,8.4405,40.708,29.333,54.741
509.68,6.773,8.6995,41.567,29.429,54.867
509.78,6.873,8.9808,42.473,29.524,54.992
509.88,6.973,9.2763,43.398,29.619,55.117
509.98,7.073,9.5764,44.31,29.715,55.242
510.08,7.173,9.8559,45.134,29.81,55.367
510.18,7.273,10.1484,45.971,29.905,55.492
510.28,7.373,10.496,46.935,30.001,55.617
510.38,7.473,10.8187,47.8,30.096,55.719
510.48,7.573,11.1211,48.584,30.191,55.804
510.58,7.673,11.4339,49.371,30.287,55.89
510.68,7.773,11.7327,50.1,30.382,55.975
510.78,7.873,12.0258,50.794,30.478,56.061
510.88,7.973,12.2977,51.42,30.573,56.146
510.98,8.073,12.5691,52.028,30.668,56.232
511.08,8.173,12.8328,52.604,30.764,56.317
511.18,8.273,13.0437,53.054,30.855,56.403
511.28,8.373,13.258,53.501,30.946,56.488
511.38,8.473,13.4349,53.864,31.038,56.574
511.48,8.573,13.584,54.164,31.129,56.659
511.58,8.673,13.7083,54.411,31.22,56.745
511.68,8.773,13.8065,54.605,31.311,56.83
511.78,8.873,13.877,54.742,31.403,56.916
511.88,8.973,13.9087,54.804,31.494,57.001
511.98,9.073,13.9147,54.816,31.585,57.087
512.08,9.173,13.8842,54.756,31.677,57.172
512.18,9.273,13.8205,54.632,31.768,57.258
512.28,9.373,13.7358,54.466,31.859,57.343
512.38,9.473,13.6185,54.233,31.95,57.429
512.48,9.573,13.4653,53.925,32.042,57.514
512.58,9.673,13.3016,53.591,32.133,57.6
512.68,9.773,13.0665,53.102,32.224,57.685
512.78,9.873,12.8506,52.642,32.316,57.771
512.88,9.973,12.593,52.081,32.407,57.856
512.98,10.073,12.3358,51.507,32.498,57.942
513.08,10.173,12.0748,50.908,32.59,58.027
513.18,10.273,11.8013,50.264,32.681,58.113
513.28,10.373,11.5314,49.611,32.772,58.198
513.38,10.473,11.3228,49.095,32.863,58.272
513.48,10.573,11.0954,48.518,32.955,58.337
513.58,10.673,10.8775,47.954,33.046,58.402
513.68,10.773,10.6858,47.447,33.137,58.467
513.78,10.873,10.5324,47.034,33.229,58.533
513.88,10.973,10.4296,46.753,33.32,58.598
513.98,11.073,10.3502,46.535,33.411,58.663
514.08,11.173,10.334,46.49,33.502,58.729
514.18,11.273,10.3461,46.524,33.619,58.794
514.28,11.373,10.3789,46.614,33.736,58.859
514.38,11.473,10.4698,46.864,33.852,58.925
514.48,11.573,10.6027,47.224,33.969,58.99
514.58,11.673,10.7954,47.738,34.085,59.055
514.68,11.773,10.9492,48.141,34.202,59.12
514.78,11.873,11.1842,48.745,34.318,59.186
514.88,11.973,11.4152,49.325,34.435,59.251
514.98,12.073,11.6974,50.015,34.551,59.316
515.08,12.173,12.0078,50.752,34.668,59.382
515.18,12.273,12.2753,51.369,34.784,59.447
515.28,12.373,12.5797,52.052,34.901,59.512
515.38,12.473,12.8537,52.649,35.017,59.577
515.48,12.573,13.192,53.364,35.134,59.643
515.58,12.673,13.4784,53.952,35.25,59.708
515.68,12.773,13.7896,54.572,35.367,59.773
515.78,12.873,14.0808,55.135,35.483,59.839
515.88,12.973,14.3113,55.57,35.6,59.904
515.98,13.073,14.5553,56.021,35.716,59.969
516.08,13.173,14.7834,56.432,35.833,60.034
516.18,13.273,15.0491,56.901,35.949,60.1
516.28,13.373,15.2559,57.258,36.066,60.165
516.38,13.473,15.416,57.529,36.182,60.215
516.48,13.573,15.5479,57.75,36.299,60.254
516.58,13.673,15.6431,57.908,36.415,60.293
516.68,13.773,15.7505,58.084,36.532,60.332
516.78,13.873,15.8298,58.213,36.648,60.371
516.88,13.973,15.8546,58.253,36.765,60.41
516.98,14.073,15.8376,58.225,36.881,60.449
517.08,14.173,15.8006,58.165,36.998,60.488
517.18,14.273,15.7507,58.084,37.034,60.527
517.28,14.373,15.6595,57.935,37.069,60.566
517.38,14.473,15.4952,57.662,37.105,60.605
517.48,14.573,15.3127,57.355,37.14,60.644
517.58,14.673,15.0769,56.949,37.176,60.683
517.68,14.773,14.842,56.537,37.211,60.722
517.78,14.873,14.5685,56.045,37.247,60.761
517.88,14.973,14.2872,55.525,37.282,60.8
517.98,15.073,13.9602,54.904,37.318,60.839
518.08,15.173,13.6031,54.202,37.354,60.878
518.18,15.273,13.2852,53.557,37.389,60.917
518.28,15.373,12.9685,52.894,37.425,60.956
518.38,15.473,12.6365,52.177,37.46,60.995
518.48,15.573,12.3189,51.468,37.496,61.034
518.58,15.673,11.9618,50.645,37.531,61.073
518.68,15.773,11.7118,50.05,37.567,61.112
518.78,15.873,11.4215,49.341,37.603,61.151
518.88,15.973,11.201,48.788,37.638,61.19
518.98,16.073,10.9801,48.221,37.674,61.229
519.08,16.173,10.8042,47.761,37.709,61.268
519.18,16.273,10.678,47.426,37.745,61.307
519.28,16.373,10.5835,47.172,37.78,61.346
519.38,16.473,10.5443,47.066,37.816,61.377
519.48,16.573,10.559,47.106,37.851,61.404
519.58,16.673,10.5924,47.196,37.887,61.431
519.68,16.773,10.6701,47.405,37.923,61.458
519.78,16.873,10.7834,47.706,37.958,61.485
519.88,16.973,10.8874,47.98,37.994,61.512
519.98,17.073,11.0512,48.405,38.029,61.538
520.08,17.173,11.2308,48.863,38.065,61.565
520.18,17.273,11.4284,49.358,38.067,61.592
520.28,17.373,11.6044,49.79,38.07,61.619
520.38,17.473,11.8336,50.341,38.073,61.646
520.48,17.573,12.0453,50.84,38.075,61.673
520.58,17.673,12.2709,51.359,38.078,61.7
520.68,17.773,12.5202,51.92,38.081,61.726
520.78,17.873,12.733,52.388,38.083,61.753
520.88,17.973,12.9394,52.833,38.086,61.78
520.98,18.073,13.1442,53.265,38.089,61.807
521.08,18.173,13.3808,53.753,38.091,61.834
521.18,18.273,13.5944,54.185,38.094,61.861
521.28,18.373,13.7918,54.576,38.097,61.888
521.38,18.473,13.9997,54.98,38.099,61.914
521.48,18.573,14.1545,55.275,38.102,61.941
521.58,18.673,14.3264,55.599,38.104,61.968
521.68,18.773,14.4782,55.88,38.107,61.995
521.78,18.873,14.6204,56.139,38.11,62.022
521.88,18.973,14.7282,56.334,38.112,62.049
521.98,19.073,14.7715,56.411,38.115,62.076
522.08,19.173,14.7977,56.458,38.118,62.102
522.18,19.273,14.7955,56.454,38.12,62.129
522.28,19.373,14.7769,56.421,38.123,62.156
522.38,19.473,14.7001,56.283,38.126,62.175
522.48,19.573,14.577,56.06,38.128,62.189
522.58,19.673,14.3973,55.73,38.131,62.203
522.68,19.773,14.2161,55.392,38.134,62.216
522.78,19.873,13.9953,54.972,38.136,62.23
522.88,19.973,13.7614,54.516,38.139,62.244
522.98,20.073,13.4825,53.96,38.141,62.257
523.08,20.173,13.1886,53.357,38.144,62.271
523.18,20.273,12.8123,52.56,38.124,62.285
523.28,20.373,12.4171,51.69,38.104,62.299
523.38,20.473,11.9423,50.599,38.084,62.312
523.48,20.573,11.5039,49.544,38.063,62.326
523.58,20.673,11.0763,48.47,38.043,62.34
523.68,20.773,10.6534,47.36,38.023,62.354
523.78,20.873,10.2598,46.284,38.003,62.367
523.88,20.973,9.9555,45.422,37.983,62.381
523.98,21.073,9.7213,44.74,37.963,62.395
524.08,21.173,9.5863,44.339,37.943,62.409
524.18,21.273,9.5123,44.117,37.922,62.422
524.28,21.373,9.5554,44.247,37.902,62.436
524.38,21.473,9.6508,44.531,37.882,62.45
524.48,21.573,9.8783,45.199,37.862,62.463
524.58,21.673,10.1914,46.092,37.842,62.477
524.68,21.773,10.531,47.03,37.822,62.491
524.78,21.873,10.9591,48.167,37.801,62.505
524.88,21.973,11.4462,49.402,37.781,62.518
524.98,22.073,11.9334,50.578,37.761,62.532
525.08,22.173,12.4018,51.656,37.741,62.546
525.18,22.273,12.8425,52.625,37.721,62.56
525.28,22.373,13.2141,53.41,37.701,62.573
525.38,22.473,13.6029,54.202,37.681,62.577
525.48,22.573,13.9608,54.905,37.66,62.575
525.58,22.673,14.2792,55.51,37.64,62.572
525.68,22.773,14.6392,56.173,37.62,62.57
525.78,22.873,14.8825,56.609,37.6,62.567
525.88,22.973,15.0398,56.885,37.58,62.565
525.98,23.073,15.1312,57.043,37.56,62.562
526.08,23.173,15.229,57.212,37.539,62.56
526.18,23.273,15.3436,57.407,37.582,62.557
526.28,23.373,15.4846,57.644,37.624,62.555
526.38,23.473,15.6008,57.838,37.666,62.552
526.48,23.573,15.6533,57.924,37.709,62.55
526.58,23.673,15.6544,57.926,37.751,62.548
526.68,23.773,15.5963,57.83,37.794,62.545
526.78,23.873,15.5307,57.721,37.836,62.543
526.88,23.973,15.4533,57.592,37.878,62.54
526.98,24.073,15.3866,57.48,37.921,62.538
527.08,24.173,15.3382,57.398,37.963,62.535
