video,steady_theta_deg,sd,g_tan_theta,eps_deg,roll_deg
Videos\Alex's persepctive\probably trial 1.MOV,45.842395719676354,2.0403315978036525,10.102790470676425,29.665748760582744,1.32
Videos\Alex's persepctive\probably trial 2.MOV,46.474577402175456,1.6922245314267517,10.328400994777361,32.27770707335181,0.0
Videos\Alex's persepctive\trial 3.MOV,41.823600186182915,1.812535772387791,8.778425989935743,36.89488906997349,0.0
Videos\Alex's persepctive\trial 4.MOV,45.881990185961435,1.4327319195104826,10.116769603979078,34.20756100145807,0.96
"Videos\Physics video, Ryan Perspective\probably trial 1.mp4",54.45525962467531,0.6772837595600095,13.730421288127278,24.178880842998108,0.94
"Videos\Physics video, Ryan Perspective\trial 2.mp4",62.63932020662756,0.8065781600483658,18.95723911702269,6.852406837725158,0.0
"Videos\Physics video, Ryan Perspective\trial 3.mp4",62.470377578521294,0.9244419879159501,18.821070385678215,5.102791755877794,4.45
"Videos\Physics video, Ryan Perspective\trial 4.mp4",63.53708679211819,0.7165431023893732,19.70775163380188,0.06709109918552492,1.23
