time_s,t_from_ride_start_s,phone_ax_ms2,phone_ay_ms2,phone_az_ms2,phone_aT_ms2,phone_aT_smooth_ms2,phone_angle_deg,alex_video_angle_deg,ryan_video_angle_deg
482.31,54.703,9.6,5.6475,3.238,11.6018,13.3937,53.78,43.466,62.448
482.41,54.803,9.6383,5.5734,4.2191,11.9105,13.4214,53.836,43.473,62.451
482.51,54.903,9.6157,5.7867,4.9734,12.2748,13.4563,53.907,43.481,62.454
482.61,55.003,9.5157,6.1658,5.6532,12.6724,13.5008,53.997,43.488,62.456
482.71,55.103,9.0309,6.4405,6.4923,12.8534,13.544,54.084,43.496,62.459
482.81,55.203,9.1655,7.0879,7.2561,13.6723,13.5894,54.175,43.503,62.462
482.91,55.303,8.7096,7.054,7.3229,13.389,13.6368,54.27,43.484,62.465
483.01,55.403,8.3183,7.8017,7.5101,13.6594,13.6868,54.369,43.464,62.467
483.11,55.503,8.1959,8.7679,7.8475,14.3428,13.7304,54.455,43.445,62.47
483.21,55.603,7.9464,10.0301,7.922,15.0514,13.7771,54.547,43.426,62.473
483.31,55.703,7.8649,11.2468,8.1008,15.9324,13.8137,54.619,43.406,62.476
483.41,55.803,7.6227,12.4004,7.6367,16.4377,13.845,54.68,43.387,62.478
483.51,55.903,7.3193,13.2025,7.8146,16.9978,13.8617,54.713,43.368,62.481
483.61,56.003,7.1379,14.1005,7.7076,17.5867,13.8653,54.72,43.348,62.484
483.71,56.103,6.7188,14.7827,7.1487,17.7429,13.8518,54.693,43.329,62.487
483.81,56.203,6.6655,15.24,6.5327,17.8701,13.8225,54.636,43.31,62.489
483.91,56.303,6.1566,15.2685,5.8752,17.4804,13.7732,54.54,43.29,62.491
484.01,56.403,5.8045,15.4279,5.442,17.3574,13.7116,54.418,43.271,62.492
484.11,56.503,5.8395,15.0565,4.7064,16.8188,13.6336,54.263,43.252,62.493
484.21,56.603,5.8399,14.5857,4.0322,16.2222,13.5414,54.079,43.232,62.494
484.31,56.703,5.601,13.9114,3.2675,15.351,13.4295,53.853,43.213,62.495
484.41,56.803,5.7422,12.8465,2.4572,14.2863,13.317,53.623,43.193,62.496
484.51,56.903,5.8827,11.9704,1.7346,13.4496,13.1898,53.36,43.174,62.498
484.61,57.003,6.1444,11.145,1.1235,12.7736,13.0602,53.088,43.155,62.499
484.71,57.103,6.3703,10.1843,0.2985,12.0183,12.9406,52.835,43.135,62.5
484.81,57.203,6.5693,9.2592,0.1985,11.3575,12.8295,52.597,43.116,62.501
484.91,57.303,6.6695,8.3016,-0.3281,10.6572,12.7131,52.345,43.097,62.502
485.01,57.403,6.5037,6.9397,-0.5357,9.5233,12.615,52.13,43.077,62.503
485.11,57.503,6.3581,5.6783,-0.8973,8.5673,12.5272,51.936,43.058,62.504
485.21,57.603,6.5079,5.0344,-1.2052,8.3132,12.4497,51.763,43.039,62.506
485.31,57.703,6.7089,4.645,-1.3574,8.2756,12.3965,51.644,43.019,62.507
485.41,57.803,6.9107,4.2594,-1.1536,8.2014,12.3578,51.556,43.0,62.508
485.51,57.903,7.0568,4.0991,-1.1252,8.2368,12.3403,51.517,42.98,62.509
485.61,58.003,7.199,4.0643,-0.7084,8.302,12.3363,51.508,42.961,62.51
485.71,58.103,7.3475,3.9034,-0.4404,8.3314,12.3495,51.538,42.942,62.511
485.81,58.203,7.5695,4.1332,-0.1612,8.6241,12.3825,51.612,42.922,62.513
485.91,58.303,7.697,4.6613,0.1152,8.9997,12.4279,51.714,42.923,62.514
486.01,58.403,7.8219,5.0535,0.6098,9.3318,12.4953,51.865,42.925,62.515
486.11,58.503,7.8095,5.5965,1.3745,9.7096,12.5702,52.031,42.926,62.516
486.21,58.603,7.8461,6.3215,2.0616,10.2819,12.6669,52.244,42.927,62.517
486.31,58.703,7.5301,6.7059,2.0264,10.2877,12.7664,52.46,42.928,62.518
486.41,58.803,7.1045,7.163,2.5147,10.3977,12.872,52.688,42.929,62.519
486.51,58.903,7.0314,8.3447,3.1257,11.35,13.0042,52.97,42.93,62.521
486.61,59.003,7.0322,9.6609,3.4078,12.4225,13.1309,53.237,42.931,62.522
486.71,59.103,6.943,11.1145,3.9841,13.6927,13.271,53.528,42.932,62.523
486.81,59.203,7.0983,12.287,4.3431,14.8407,13.3994,53.791,42.934,62.524
486.91,59.303,7.2294,13.6186,4.4958,16.0616,13.5246,54.045,42.935,62.516
487.01,59.403,7.457,14.2473,4.9034,16.8129,13.6355,54.267,42.936,62.508
487.11,59.503,7.3459,15.3473,4.9649,17.7264,13.733,54.46,42.937,62.499
487.21,59.603,7.5447,15.7856,4.9195,18.1715,13.8233,54.638,42.938,62.49
487.31,59.703,7.6245,16.4807,4.7386,18.7645,13.8844,54.757,42.939,62.481
487.41,59.803,7.8633,16.9281,4.3178,19.156,13.9293,54.844,42.94,62.473
487.51,59.903,7.7616,17.0942,4.0755,19.2148,13.9478,54.88,42.941,62.464
487.61,60.003,7.6877,16.7578,3.6327,18.7914,13.9452,54.875,42.942,62.455
487.71,60.103,7.5639,16.7001,3.2897,18.627,13.9189,54.824,42.944,62.447
487.81,60.203,7.5868,15.9521,2.5529,17.8449,13.8747,54.738,42.945,62.438
487.91,60.303,7.5298,15.4318,2.0945,17.296,13.8159,54.623,42.946,62.429
488.01,60.403,7.5432,14.4104,1.1419,16.31,13.7367,54.468,42.947,62.42
488.11,60.503,7.7387,13.5395,1.3817,15.6565,13.6428,54.282,42.948,62.412
488.21,60.603,7.9079,12.4157,0.9998,14.7536,13.5475,54.091,42.949,62.403
488.31,60.703,8.1845,11.4061,0.434,14.0448,13.4428,53.88,42.95,62.394
488.41,60.803,8.2264,10.1702,0.5788,13.0942,13.336,53.662,42.951,62.386
488.51,60.903,8.2086,8.3241,0.7028,11.7145,13.2334,53.45,42.952,62.377
488.61,61.003,8.0757,7.059,0.3534,10.7305,13.1329,53.241,42.954,62.368
488.71,61.103,8.3387,6.1623,0.843,10.402,13.0451,53.057,42.955,62.36
488.81,61.203,8.6276,5.4258,1.2178,10.2632,12.9703,52.898,42.956,62.351
488.91,61.303,8.6337,4.8769,1.4919,10.0249,12.9009,52.75,42.944,62.342
489.01,61.403,8.7354,4.3184,2.2165,9.9937,12.8497,52.64,42.931,62.333
489.11,61.503,8.4324,3.7695,2.6911,9.6233,12.8114,52.558,42.919,62.325
489.21,61.603,8.4649,3.4948,3.4501,9.7886,12.7869,52.505,42.907,62.316
489.31,61.703,8.3157,3.4559,4.1277,9.9063,12.7743,52.478,42.894,62.307
489.41,61.803,8.1955,3.5072,4.7829,10.1173,12.7747,52.478,42.882,62.299
489.51,61.903,7.8419,3.6514,5.5121,10.2593,12.7869,52.505,42.87,62.29
489.61,62.003,7.6466,4.0962,6.2933,10.7204,12.8098,52.554,42.858,62.281
489.71,62.103,7.16,4.5985,6.3498,10.6148,12.8413,52.622,42.845,62.272
489.81,62.203,6.4921,4.7844,6.1056,10.119,12.8846,52.715,42.833,62.264
489.91,62.303,6.2869,5.5409,6.1849,10.4107,12.9377,52.829,42.821,62.262
490.01,62.403,6.0188,6.5893,6.5509,11.0684,13.002,52.965,42.809,62.26
490.11,62.503,5.9322,7.7962,6.556,11.7906,13.0714,53.112,42.796,62.259
490.21,62.603,6.0263,9.2871,6.1898,12.6884,13.1569,53.291,42.784,62.258
490.31,62.703,6.1452,10.2907,5.9546,13.3807,13.2367,53.457,42.772,62.256
490.41,62.803,6.1953,11.2682,5.7169,14.0729,13.3125,53.613,42.759,62.255
490.51,62.903,5.8422,12.5613,5.1199,14.771,13.3952,53.783,42.747,62.254
490.61,63.003,5.7637,13.5915,4.6798,15.489,13.4633,53.921,42.735,62.253
490.71,63.103,5.5445,14.5664,4.2255,16.148,13.5224,54.041,42.723,62.251
490.81,63.203,5.3059,15.2472,3.4271,16.5024,13.5757,54.148,42.71,62.25
490.91,63.303,5.0414,15.8057,2.6785,16.8057,13.6108,54.218,42.698,62.249
491.01,63.403,4.5294,16.2962,2.0883,17.0404,13.6325,54.261,42.686,62.247
491.11,63.503,4.3538,16.2554,1.5422,16.8993,13.6404,54.277,42.674,62.246
491.21,63.603,4.2879,16.2447,0.8674,16.8239,13.633,54.262,42.661,62.245
491.31,63.703,4.2313,16.3009,-0.0048,16.8441,13.6099,54.216,42.649,62.243
491.41,63.803,4.5378,15.4529,-0.1582,16.1104,13.5759,54.148,42.637,62.242
491.51,63.903,4.8002,14.6711,-0.4079,15.44,13.5322,54.06,42.624,62.241
491.61,64.003,5.17,13.8814,-0.9986,14.8477,13.4817,53.958,42.612,62.239
491.71,64.103,5.7966,12.7009,-0.9302,13.9909,13.4192,53.832,42.6,62.238
491.81,64.203,6.4398,12.0182,-0.8888,13.6672,13.3613,53.714,42.588,62.237
491.91,64.303,7.0419,10.6688,-0.9623,12.8187,13.2962,53.58,42.567,62.235
492.01,64.403,7.2169,8.7582,-0.8802,11.3793,13.2353,53.454,42.546,62.234
492.11,64.503,7.6094,7.7957,-0.9452,10.9361,13.1855,53.351,42.526,62.233
492.21,64.603,8.0276,7.1476,-0.3745,10.7577,13.1408,53.258,42.505,62.231
492.31,64.703,8.5667,6.2458,0.1799,10.6067,13.1101,53.193,42.484,62.23
492.41,64.803,8.9226,5.7055,0.6356,10.6074,13.0939,53.159,42.464,62.229
492.51,64.903,9.1186,5.2231,1.3678,10.5999,13.0819,53.134,42.443,62.228
492.61,65.003,9.2687,4.9376,2.0733,10.7059,13.0817,53.134,42.422,62.226
492.71,65.103,9.2703,4.8962,2.9876,10.9025,13.0933,53.158,42.402,62.225
492.81,65.203,9.2393,4.9293,3.6779,11.1041,13.1132,53.2,42.381,62.224
492.91,65.303,9.1879,4.8954,4.4527,11.3224,13.1419,53.26,42.36,62.223
493.01,65.403,9.2373,5.2276,5.3344,11.8786,13.1804,53.34,42.34,62.223
493.11,65.503,9.1022,5.6478,6.2045,12.3769,13.2242,53.431,42.319,62.222
493.21,65.603,8.9388,6.1864,6.7981,12.8205,13.2648,53.515,42.298,62.222
493.31,65.703,8.2197,6.1785,7.0637,12.4766,13.3184,53.626,42.278,62.222
493.41,65.803,7.8615,6.846,7.1914,12.6647,13.376,53.744,42.257,62.222
493.51,65.903,7.8977,7.7492,7.1391,13.1723,13.4302,53.854,42.236,62.221
493.61,66.003,7.7246,8.9105,7.4806,13.9656,13.4873,53.97,42.216,62.221
493.71,66.103,7.5682,9.9917,7.5042,14.61,13.5473,54.091,42.195,62.221
493.81,66.203,7.1977,11.0233,7.4896,15.145,13.5957,54.188,42.174,62.22
493.91,66.303,7.2694,12.2753,7.2875,16.0238,13.6385,54.273,42.154,62.22
494.01,66.403,7.3315,13.336,6.9725,16.7416,13.6739,54.343,42.133,62.22
494.11,66.503,6.751,14.202,6.571,17.0392,13.6939,54.383,42.112,62.219
494.21,66.603,6.467,14.8426,6.0512,17.2824,13.7005,54.396,42.092,62.219
494.31,66.703,6.3948,15.2449,5.4392,17.402,13.6911,54.377,42.071,62.219
494.41,66.803,5.7946,15.6988,4.5567,17.3438,13.6631,54.322,42.05,62.218
494.51,66.903,5.7271,15.5094,4.0304,17.0167,13.6222,54.241,42.03,62.218
494.61,67.003,5.552,15.2368,3.4981,16.5934,13.5662,54.129,42.009,62.218
494.71,67.103,5.4437,14.8377,2.92,16.0709,13.4905,53.976,41.988,62.217
494.81,67.203,5.7936,14.1617,1.7362,15.3977,13.4093,53.811,41.968,62.217
494.91,67.303,6.0429,13.1808,1.4346,14.5729,13.3197,53.628,41.978,62.217
495.01,67.403,6.3532,12.2837,1.0064,13.8659,13.2168,53.416,41.988,62.216
495.11,67.503,6.5909,11.3497,0.8575,13.1535,13.1221,53.218,41.999,62.216
495.21,67.603,7.0229,10.2264,0.4892,12.4207,13.0142,52.991,42.009,62.216
495.31,67.703,7.5352,9.1428,0.0825,11.8464,12.9239,52.799,42.02,62.215
495.41,67.803,7.5774,7.7752,0.1843,10.8581,12.8218,52.58,42.03,62.215
495.51,67.903,7.2211,6.1078,0.1716,9.4615,12.7454,52.415,42.041,62.215
495.61,68.003,7.3043,5.0947,-0.0619,8.9081,12.6705,52.252,42.051,62.214
495.71,68.103,7.6308,4.8943,-0.0892,9.0689,12.6176,52.135,42.061,62.214
495.81,68.203,8.0037,4.2889,-0.1225,9.0811,12.5793,52.051,42.072,62.214
495.91,68.303,8.0196,4.0514,0.2693,8.9878,12.5552,51.998,42.082,62.206
496.01,68.403,8.0247,4.045,0.5914,9.0041,12.5487,51.983,42.093,62.198
496.11,68.503,8.2372,3.8693,0.9967,9.1572,12.5563,52.0,42.103,62.19
496.21,68.603,8.3023,3.9835,1.2524,9.2974,12.5812,52.055,42.114,62.182
496.31,68.703,8.258,4.1152,1.6629,9.373,12.6182,52.137,42.124,62.173
496.41,68.803,8.3026,4.579,1.9418,9.6817,12.6542,52.216,42.134,62.165
496.51,68.903,8.3321,5.3377,2.4903,10.205,12.7146,52.348,42.145,62.157
496.61,69.003,8.4641,5.9092,3.2093,10.8109,12.7914,52.515,42.155,62.149
496.71,69.103,7.989,6.5865,3.1956,10.8406,12.8718,52.688,42.166,62.14
496.81,69.203,7.3698,6.9164,3.312,10.6348,12.9704,52.898,42.176,62.132
496.91,69.303,7.2283,7.8744,3.7015,11.3125,13.0683,53.105,42.187,62.124
497.01,69.403,7.1654,9.0194,4.291,12.2944,13.1871,53.354,42.197,62.116
497.11,69.503,7.0152,10.6977,4.5299,13.5688,13.293,53.573,42.208,62.107
497.21,69.603,7.0896,11.8473,4.5181,14.5303,13.4008,53.794,42.218,62.099
497.31,69.703,6.8144,13.0457,4.7727,15.4722,13.5157,54.027,42.228,62.091
497.41,69.803,6.9795,14.1653,4.9931,16.5623,13.6129,54.222,42.239,62.083
497.51,69.903,6.9044,14.8776,4.9559,17.1313,13.6951,54.385,42.249,62.074
497.61,70.003,6.9797,15.811,5.0639,18.0076,13.7708,54.535,42.26,62.066
497.71,70.103,7.1248,16.2326,4.6978,18.3407,13.8209,54.633,42.27,62.058
497.81,70.203,7.2355,16.6355,4.4715,18.6829,13.8509,54.692,42.281,62.05
497.91,70.303,7.1541,16.9385,4.2055,18.8605,13.8613,54.712,42.272,62.041
498.01,70.403,7.279,16.626,3.8199,18.5505,13.8514,54.693,42.264,62.033
498.11,70.503,7.3198,16.0877,3.2484,17.975,13.8209,54.633,42.256,62.025
498.21,70.603,7.4524,15.3227,2.4102,17.2119,13.771,54.535,42.248,62.017
498.31,70.703,7.4767,14.6002,1.8436,16.51,13.6999,54.395,42.24,62.009
498.41,70.803,7.4972,13.9898,1.387,15.9295,13.6223,54.241,42.232,62.0
498.51,70.903,7.5939,13.0331,0.9022,15.1122,13.527,54.05,42.224,61.992
498.61,71.003,7.8087,12.1575,0.5685,14.4626,13.4309,53.855,42.216,61.984
498.71,71.103,7.8443,11.0841,0.3601,13.5852,13.3415,53.673,42.208,61.976
498.81,71.203,7.8051,9.2198,0.0974,12.0786,13.2229,53.428,42.2,61.967
498.91,71.303,7.5592,7.8771,-0.2372,10.9206,13.1352,53.246,42.192,61.954
499.01,71.403,7.775,7.1784,-0.2783,10.5856,13.0402,53.046,42.184,61.94
499.11,71.503,8.1931,6.4337,0.035,10.4129,12.9558,52.867,42.176,61.927
499.21,71.603,8.2053,5.8941,0.2682,10.1102,12.8966,52.741,42.167,61.913
499.31,71.703,8.2925,5.4047,0.5682,9.9177,12.8363,52.612,42.159,61.899
499.41,71.803,8.6647,4.6638,1.1478,9.9105,12.7947,52.522,42.151,61.886
499.51,71.903,8.6143,4.2301,1.7796,9.7603,12.7653,52.458,42.143,61.872
499.61,72.003,8.6469,4.0296,2.5416,9.8772,12.748,52.421,42.135,61.858
499.71,72.103,8.642,3.9193,3.3645,10.0684,12.7432,52.41,42.127,61.844
499.81,72.203,8.4326,3.9459,4.2101,10.2207,12.7508,52.427,42.119,61.831
499.91,72.303,8.2601,4.2876,4.8841,10.5121,12.7691,52.466,42.111,61.817
500.01,72.403,7.9511,4.746,5.3685,10.7058,12.7994,52.532,42.103,61.803
500.11,72.503,7.7556,5.432,5.8272,11.1184,12.836,52.611,42.095,61.789
500.21,72.603,7.3666,5.1807,6.9544,11.3826,12.8857,52.718,42.087,61.776
500.31,72.703,6.8723,5.9821,6.2269,11.0312,12.9334,52.82,42.079,61.762
500.41,72.803,6.6385,7.0731,6.3786,11.6132,12.9986,52.958,42.07,61.748
500.51,72.903,6.5046,8.1892,6.6194,12.375,13.0648,53.098,42.062,61.735
500.61,73.003,6.4471,9.4776,6.398,13.1253,13.1339,53.243,42.054,61.721
500.71,73.103,6.4618,10.5825,6.1693,13.8536,13.2012,53.383,42.046,61.707
500.81,73.203,6.4862,11.7815,6.0544,14.7461,13.2732,53.533,42.038,61.693
500.91,73.303,6.4419,12.4241,5.4837,15.0315,13.333,53.656,42.001,61.68
501.01,73.403,6.2529,13.2204,5.1649,15.514,13.3847,53.761,41.963,61.666
501.11,73.503,6.1998,13.9051,4.6127,15.9047,13.4314,53.856,41.925,61.652
501.21,73.603,5.8129,14.6817,4.1681,16.3294,13.4611,53.917,41.888,61.638
501.31,73.703,5.1308,15.2493,3.8685,16.55,13.4793,53.954,41.85,61.625
501.41,73.803,5.0922,15.7603,2.6575,16.7762,13.4846,53.964,41.812,61.611
501.51,73.903,4.9024,15.8153,2.0256,16.6799,13.4751,53.945,41.775,61.597
501.61,74.003,4.6342,15.9284,1.5461,16.6597,13.4496,53.893,41.737,61.584
501.71,74.103,4.6483,15.2786,0.9506,15.9945,13.4169,53.827,41.7,61.57
501.81,74.203,4.5396,14.6445,0.1467,15.3333,13.3705,53.732,41.662,61.556
501.91,74.303,4.8608,14.0131,-0.429,14.8358,13.3101,53.609,41.624,61.536
502.01,74.403,5.1689,13.2359,-0.831,14.2292,13.2477,53.48,41.587,61.515
502.11,74.503,5.7453,12.0331,-0.7849,13.3561,13.1738,53.326,41.549,61.494
502.21,74.603,6.4276,11.1907,-0.9885,12.9448,13.1159,53.205,41.512,61.473
502.31,74.703,6.5846,10.0021,-1.0615,12.0208,13.0519,53.071,41.474,61.452
502.41,74.803,6.9703,8.1718,-0.7308,10.7656,12.9794,52.918,41.436,61.431
502.51,74.903,7.2742,7.169,-0.5713,10.2309,12.9257,52.803,41.399,61.41
502.61,75.003,7.6223,6.6302,-0.5645,10.1211,12.8813,52.708,41.361,61.389
502.71,75.103,8.1098,5.7726,-0.1624,9.9554,12.8453,52.631,41.323,61.368
502.81,75.203,8.6037,4.9373,0.4717,9.9282,12.8255,52.588,41.286,61.347
502.91,75.303,8.7184,4.7909,1.0362,10.0,12.8167,52.569,41.248,61.327
503.01,75.403,8.9846,4.5003,1.739,10.1999,12.8205,52.577,41.211,61.306
503.11,75.503,8.8445,4.3645,2.778,10.25,12.8365,52.612,41.173,61.285
503.21,75.603,8.9482,4.2698,3.4685,10.5046,12.8599,52.662,41.135,61.264
503.31,75.703,8.8963,4.3405,4.3988,10.8325,12.8999,52.748,41.098,61.243
503.41,75.803,8.9258,4.838,4.9236,11.2865,12.9417,52.837,41.06,61.222
503.51,75.903,8.7995,5.3445,5.6539,11.7463,12.9922,52.945,41.023,61.201
503.61,76.003,8.8764,6.0115,6.1571,12.3591,13.0548,53.077,40.985,61.18
503.71,76.103,8.4488,6.2712,6.6586,12.455,13.1153,53.204,40.947,61.159
503.81,76.203,7.8609,6.597,6.7542,12.2837,13.1773,53.334,40.91,61.138
503.91,76.303,7.5318,7.4384,6.7237,12.5421,13.2511,53.487,40.905,61.117
504.01,76.403,7.5634,8.5635,7.0419,13.4218,13.321,53.631,40.901,61.096
504.11,76.503,7.5479,9.9409,6.9965,14.3087,13.3883,53.769,40.897,61.075
504.21,76.603,7.4273,11.2968,6.973,15.2115,13.4632,53.921,40.893,61.054
504.31,76.703,7.3215,12.0846,6.9586,15.7465,13.5219,54.039,40.888,61.033
504.41,76.803,7.2658,13.2336,6.7622,16.5415,13.5659,54.128,40.884,61.013
504.51,76.903,7.072,14.4045,6.4142,17.2835,13.6036,54.203,40.88,60.992
504.61,77.003,6.4528,15.8874,6.2788,18.2608,13.6238,54.244,40.875,60.971
504.71,77.103,6.5193,15.7243,4.7774,17.6799,13.6261,54.248,40.871,60.95
504.81,77.203,5.7828,16.3975,4.4985,17.9593,13.6112,54.219,40.867,60.929
504.91,77.303,5.9446,15.393,3.6192,16.893,13.5724,54.141,40.862,60.894
505.01,77.403,5.7443,16.1641,3.015,17.4153,13.5206,54.037,40.858,60.858
505.11,77.503,5.4857,15.502,2.4703,16.6266,13.4557,53.906,40.854,60.822
505.21,77.603,6.0176,15.2781,2.2807,16.5747,13.3677,53.727,40.85,60.786
505.31,77.703,6.1923,13.7413,1.4222,15.1401,13.2793,53.545,40.845,60.75
505.41,77.803,6.6239,13.0981,1.4583,14.7536,13.1793,53.338,40.841,60.714
505.51,77.903,6.8263,11.6538,0.6591,13.5243,13.0709,53.111,40.837,60.678
505.61,78.003,7.5755,10.7589,0.5503,13.1746,12.9476,52.85,40.832,60.642
505.71,78.103,7.9832,9.5892,0.751,12.4972,12.8269,52.591,40.828,60.606
505.81,78.203,7.861,7.9928,0.5253,11.2225,12.727,52.375,40.824,60.57
505.91,78.303,7.7229,6.5504,0.489,10.1364,12.6132,52.126,40.82,60.534
506.01,78.403,7.8293,5.6019,0.4867,9.6387,12.5223,51.925,40.815,60.498
506.11,78.503,8.0871,4.7773,0.5993,9.4099,12.4329,51.725,40.811,60.462
506.21,78.603,8.1903,4.6214,0.5879,9.4198,12.3665,51.576,40.807,60.426
506.31,78.703,8.216,4.1484,0.8268,9.2417,12.3123,51.453,40.802,60.39
506.41,78.803,8.4597,3.8958,0.9118,9.3548,12.2669,51.35,40.798,60.354
506.51,78.903,8.4546,3.8613,1.5433,9.4182,12.238,51.284,40.794,60.318
506.61,79.003,8.4422,3.7731,1.7014,9.4052,12.2215,51.247,40.789,60.282
506.71,79.103,8.5192,4.195,2.0202,9.7103,12.216,51.234,40.785,60.246
506.81,79.203,8.4634,4.4087,2.7586,9.9324,12.2221,51.248,40.781,60.21
506.91,79.303,8.386,5.4018,3.0174,10.42,12.2368,51.282,40.782,60.174
507.01,79.403,8.4631,5.8426,3.1963,10.7702,12.2624,51.34,40.782,60.138
507.11,79.503,8.1877,6.9332,3.6212,11.3218,12.2917,51.407,40.783,60.102
507.21,79.603,7.5004,7.1894,3.6857,11.0275,12.3258,51.484,40.784,60.066
507.31,79.703,7.1584,8.0752,3.573,11.3701,12.3681,51.58,40.784,60.03
507.41,79.803,6.8864,8.8561,4.2252,11.9896,12.4107,51.676,40.785,59.994
507.51,79.903,6.6648,10.0982,4.3537,12.8602,12.4603,51.787,40.786,59.958
507.61,80.003,6.7624,11.1204,4.2177,13.6828,12.5043,51.885,40.787,59.922
507.71,80.103,6.486,12.1614,4.4652,14.4844,12.5428,51.97,40.787,59.886
507.81,80.203,6.5639,13.0411,4.531,15.283,12.5749,52.041,40.788,59.85
507.91,80.303,6.4404,13.8676,4.3192,15.8915,12.5933,52.082,40.789,59.803
508.01,80.403,6.5849,14.5268,4.0789,16.4658,12.5977,52.092,40.789,59.754
508.11,80.503,6.6042,14.7645,4.0896,16.6808,12.5847,52.063,40.79,59.706
508.21,80.603,6.7255,14.8538,3.8369,16.7506,12.5497,51.986,40.791,59.657
508.31,80.703,6.9519,14.8754,3.0567,16.7039,12.4974,51.869,40.791,59.609
508.41,80.803,7.1544,14.355,2.753,16.2716,12.4326,51.725,40.792,59.56
508.51,80.903,7.1807,13.8612,2.5046,15.8119,12.3474,51.533,40.793,59.512
508.61,81.003,7.2588,13.5274,2.1821,15.5078,12.2349,51.277,40.794,59.463
508.71,81.103,7.46,13.4251,1.9411,15.4833,12.1166,51.005,40.794,59.415
508.81,81.203,7.4956,12.6333,1.1161,14.7323,11.991,50.713,40.795,59.366
508.91,81.303,7.4814,11.7821,0.6755,13.9748,11.8676,50.422,40.796,59.318
509.01,81.403,7.5834,10.8032,0.3296,13.2042,11.7194,50.068,40.796,59.269
509.11,81.503,7.4891,9.9744,-0.2674,12.4761,11.5508,49.659,40.797,59.221
509.21,81.603,6.9443,8.4521,-0.7134,10.9582,11.4068,49.304,40.798,59.172
509.31,81.703,6.6606,7.338,-1.0168,9.9651,11.2371,48.879,40.799,59.124
509.41,81.803,6.6839,6.7284,-1.1949,9.5587,11.0814,48.483,40.799,59.075
509.51,81.903,6.8974,6.2493,-1.1772,9.3799,10.9258,48.08,40.8,59.027
509.61,82.003,7.007,5.6729,-1.3114,9.1115,10.8004,47.751,40.801,58.978
509.71,82.103,7.1725,4.8197,-1.3988,8.7555,10.6584,47.374,40.801,58.93
509.81,82.203,7.2651,4.3354,-1.0389,8.525,10.5347,47.04,40.802,58.881
509.91,82.303,7.4859,3.6833,-0.6758,8.3686,10.4094,46.698,40.773,58.833
510.01,82.403,7.4851,3.8422,-0.1167,8.4157,10.3072,46.416,40.743,58.784
510.11,82.503,7.463,3.9132,0.3557,8.4363,10.2104,46.146,40.714,58.736
510.21,82.603,7.5278,3.8991,0.6354,8.5027,10.1202,45.892,40.684,58.687
510.31,82.703,7.4602,3.831,1.0869,8.4566,10.0314,45.639,40.655,58.639
510.41,82.803,7.293,3.945,1.5999,8.4484,9.9578,45.428,40.625,58.59
510.51,82.903,7.0347,3.99,2.024,8.3385,9.8888,45.229,40.596,58.542
510.61,83.003,6.9946,3.9552,2.6254,8.4549,9.8255,45.045,40.567,58.493
510.71,83.103,6.8881,4.1892,3.0438,8.6147,9.7749,44.897,40.537,58.445
510.81,83.203,6.477,4.3508,3.2395,8.45,9.7223,44.743,40.508,58.396
510.91,83.303,5.4356,4.384,3.4636,7.7959,9.6763,44.607,40.478,58.354
511.01,83.403,5.0891,5.214,3.5117,8.0867,9.6333,44.479,40.449,58.312
511.11,83.503,5.0411,5.7344,2.9239,8.1781,9.601,44.383,40.419,58.271
511.21,83.603,4.9954,6.124,2.9304,8.4266,9.5727,44.299,40.39,58.229
511.31,83.703,5.1668,6.5706,2.7689,8.8064,9.5511,44.234,40.36,58.187
511.41,83.803,5.0783,7.3072,2.3753,9.2104,9.533,44.18,40.331,58.146
511.51,83.903,5.1686,7.8149,2.3074,9.6461,9.5151,44.126,40.301,58.104
511.61,84.003,5.5516,8.1293,2.213,10.09,9.4961,44.069,40.272,58.062
511.71,84.103,5.557,8.2418,1.7476,10.0913,9.4778,44.013,40.243,58.02
511.81,84.203,5.5133,8.7279,1.5759,10.4393,9.4559,43.947,40.213,57.979
511.91,84.303,5.5186,8.9486,1.1601,10.5809,9.4276,43.861,40.184,57.937
512.01,84.403,5.5358,8.9786,0.9061,10.5914,9.3964,43.766,40.154,57.895
512.11,84.503,5.5209,9.1122,0.5984,10.6718,9.3563,43.644,40.125,57.854
512.21,84.603,5.6184,9.2025,0.2849,10.7869,9.3127,43.51,40.095,57.812
512.31,84.703,5.8646,9.2118,-0.2689,10.9224,9.2578,43.341,40.066,57.77
512.41,84.803,5.6888,9.2456,-0.4844,10.8658,9.2004,43.163,40.036,57.729
512.51,84.903,5.6606,9.1814,-0.6228,10.8025,9.1369,42.965,40.007,57.687
512.61,85.003,5.7171,9.2582,-0.68,10.9025,9.067,42.746,39.978,57.645
512.71,85.103,5.6721,9.3339,-0.9038,10.961,8.9807,42.473,39.948,57.604
512.81,85.203,5.8638,8.5091,-1.1339,10.3935,8.8963,42.204,39.919,57.562
512.91,85.303,5.5399,7.4494,-1.2242,9.3614,8.8037,41.905,39.845,57.52
513.01,85.403,4.8095,6.1533,-1.3573,7.9279,8.6997,41.567,39.77,57.479
513.11,85.503,4.4563,5.5098,-1.4839,7.2439,8.6301,41.339,39.696,57.437
513.21,85.603,4.3869,4.8769,-1.2663,6.684,8.5507,41.076,39.622,57.395
