time_phone_s,t_from_ride_start_s,time_on_alex_video_s,time_on_ryan_video_s,ax_ms2,ay_ms2,az_ms2,aT_ms2
71.5238,-356.0829,-280.7862,-296.7962,0.0754,-0.0065,-0.2293,0.24
71.5377,-356.069,-280.7723,-296.7823,0.1068,-0.039,-0.1785,0.21
71.5534,-356.0532,-280.7566,-296.7666,0.0431,-0.074,0.1055,0.14
71.5536,-356.0531,-280.7564,-296.7664,0.0459,-0.0006,0.0791,0.09
71.5665,-356.0401,-280.7435,-296.7535,0.0656,0.0818,-0.0687,0.13
71.5802,-356.0264,-280.7298,-296.7398,0.0662,0.1052,-0.2179,0.25
71.5851,-356.0216,-280.7249,-296.7349,0.0353,0.0324,-0.1414,0.15
71.5944,-356.0123,-280.7156,-296.7256,-0.019,-0.0615,-0.0296,0.07
71.6004,-356.0063,-280.7096,-296.7196,-0.0442,-0.1767,0.0531,0.19
71.6108,-355.9959,-280.6992,-296.7092,-0.0387,-0.1727,0.0003,0.18
71.6258,-355.9809,-280.6842,-296.6942,-0.0046,-0.0999,-0.0684,0.12
71.6416,-355.965,-280.6684,-296.6784,0.0248,0.0593,-0.0368,0.07
71.6428,-355.9638,-280.6672,-296.6772,-0.0108,0.1173,-0.0161,0.12
71.6571,-355.9496,-280.6529,-296.6629,-0.0178,0.1514,-0.0027,0.15
71.675,-355.9316,-280.635,-296.645,-0.013,0.0951,-0.0191,0.1
71.6753,-355.9314,-280.6347,-296.6447,-0.0274,0.0554,0.0151,0.06
71.6924,-355.9142,-280.6176,-296.6276,-0.0537,0.0109,0.0445,0.07
71.6925,-355.9141,-280.6175,-296.6275,-0.0898,-0.0147,0.0144,0.09
71.7061,-355.9005,-280.6039,-296.6139,-0.0732,-0.0189,0.0084,0.08
71.7209,-355.8857,-280.5891,-296.5991,-0.124,-0.0064,-0.0331,0.13
71.7236,-355.8831,-280.5864,-296.5964,-0.1262,-0.0354,-0.0518,0.14
71.7359,-355.8707,-280.5741,-296.5841,-0.1147,-0.096,-0.0267,0.15
71.7501,-355.8565,-280.5599,-296.5699,-0.0912,-0.0969,-0.0181,0.13
71.7502,-355.8564,-280.5598,-296.5698,-0.0677,-0.0978,-0.0021,0.12
71.7638,-355.8429,-280.5462,-296.5562,-0.0469,-0.0487,0.0404,0.08
71.7774,-355.8292,-280.5326,-296.5426,-0.0838,0.0153,-0.0167,0.09
71.7917,-355.8149,-280.5183,-296.5283,-0.0772,0.0038,-0.0446,0.09
71.7918,-355.8148,-280.5182,-296.5282,-0.0397,-0.0176,-0.1367,0.14
71.8055,-355.8011,-280.5045,-296.5145,0.0001,-0.0605,-0.1952,0.2
71.8194,-355.7872,-280.4906,-296.5006,-0.0052,-0.0759,-0.0599,0.1
71.8224,-355.7843,-280.4876,-296.4976,-0.0432,-0.0293,0.0357,0.06
71.8357,-355.7709,-280.4743,-296.4843,-0.0021,0.0365,0.1003,0.11
71.8426,-355.7641,-280.4674,-296.4774,-0.0081,0.0445,0.0961,0.11
71.8497,-355.757,-280.4603,-296.4703,0.0266,0.0356,0.0083,0.05
71.8723,-355.7344,-280.4377,-296.4477,0.0588,0.0317,-0.0844,0.11
71.8724,-355.7343,-280.4376,-296.4476,0.0026,0.0138,-0.0918,0.09
71.8861,-355.7206,-280.4239,-296.4339,-0.1436,-0.0539,0.0081,0.15
71.8897,-355.717,-280.4203,-296.4303,-0.1812,0.0013,0.008,0.18
71.902,-355.7047,-280.408,-296.418,-0.1139,0.035,-0.0425,0.13
71.9167,-355.6899,-280.3933,-296.4033,-0.1019,0.1119,-0.0886,0.18
71.9212,-355.6855,-280.3888,-296.3988,-0.1098,0.2044,-0.1775,0.29
71.9305,-355.6762,-280.3795,-296.3895,-0.1129,0.196,-0.1679,0.28
71.9439,-355.6628,-280.3661,-296.3761,-0.1661,0.1592,-0.1131,0.26
71.9577,-355.6489,-280.3523,-296.3623,-0.2122,0.113,-0.0659,0.25
71.9712,-355.6355,-280.3388,-296.3488,-0.1902,-0.0461,0.0036,0.2
71.9713,-355.6354,-280.3387,-296.3487,-0.1534,-0.0659,-0.0547,0.18
71.9853,-355.6213,-280.3247,-296.3347,-0.0812,-0.0908,-0.1296,0.18
71.9994,-355.6073,-280.3106,-296.3206,0.031,-0.1107,-0.1042,0.16
71.9995,-355.6072,-280.3105,-296.3205,0.107,-0.1544,0.0332,0.19
72.0129,-355.5937,-280.2971,-296.3071,0.1372,-0.155,0.1826,0.28
72.0269,-355.5797,-280.2831,-296.2931,0.1387,-0.0167,0.1567,0.21
72.0424,-355.5642,-280.2676,-296.2776,0.1581,0.0906,-0.0537,0.19
72.0425,-355.5641,-280.2675,-296.2775,0.2087,0.1763,-0.1538,0.31
72.057,-355.5497,-280.253,-296.263,0.2376,0.1998,-0.1799,0.36
72.072,-355.5347,-280.238,-296.248,0.1072,0.1279,-0.2097,0.27
72.0721,-355.5345,-280.2379,-296.2479,0.0088,0.0279,-0.1538,0.16
72.0852,-355.5214,-280.2248,-296.2348,-0.0368,-0.0887,-0.1268,0.16
72.0989,-355.5077,-280.2111,-296.2211,-0.0533,-0.1502,-0.1979,0.25
72.0991,-355.5076,-280.2109,-296.2209,-0.0933,-0.1258,-0.2255,0.27
72.1124,-355.4943,-280.1976,-296.2076,-0.126,-0.0749,-0.1527,0.21
72.1263,-355.4803,-280.1837,-296.1937,-0.2189,0.0802,0.0257,0.23
72.14,-355.4666,-280.17,-296.18,-0.2649,0.1146,0.0623,0.3
72.1402,-355.4665,-280.1698,-296.1798,-0.282,0.0843,0.0727,0.3
72.1541,-355.4526,-280.1559,-296.1659,-0.268,0.006,0.0739,0.28
72.1683,-355.4383,-280.1417,-296.1517,-0.1943,-0.0962,0.0198,0.22
72.1822,-355.4245,-280.1278,-296.1378,-0.0322,-0.0505,-0.0866,0.11
72.1961,-355.4106,-280.1139,-296.1239,0.0081,-0.0096,-0.1211,0.12
72.1962,-355.4105,-280.1138,-296.1238,-0.0069,0.0074,-0.122,0.12
72.21,-355.3966,-280.1,-296.11,-0.0318,0.0124,-0.1016,0.11
72.2102,-355.3965,-280.0998,-296.1098,-0.0735,0.0367,-0.074,0.11
72.224,-355.3827,-280.086,-296.096,-0.1034,0.0515,-0.042,0.12
72.2376,-355.3691,-280.0724,-296.0824,-0.0925,0.0663,-0.0435,0.12
72.2514,-355.3553,-280.0586,-296.0686,-0.0125,0.0358,-0.0937,0.1
72.2515,-355.3551,-280.0585,-296.0685,0.0565,0.0359,-0.1422,0.16
72.2654,-355.3413,-280.0446,-296.0546,0.1466,0.0311,-0.2291,0.27
72.2791,-355.3276,-280.0309,-296.0409,0.1832,0.0655,-0.2865,0.35
72.2792,-355.3274,-280.0308,-296.0408,0.2341,0.088,-0.32,0.41
72.2935,-355.3131,-280.0165,-296.0265,0.2415,0.0985,-0.313,0.41
72.309,-355.2977,-280.001,-296.011,0.1375,0.0725,-0.1109,0.19
72.3091,-355.2975,-280.0009,-296.0109,0.1098,0.0504,-0.0191,0.12
72.3226,-355.284,-279.9874,-295.9974,0.0897,0.0213,0.082,0.12
72.3363,-355.2703,-279.9737,-295.9837,0.0321,-0.0774,0.1696,0.19
72.3507,-355.2559,-279.9593,-295.9693,0.0377,-0.1045,0.1714,0.2
72.3508,-355.2558,-279.9592,-295.9692,0.0435,-0.1059,0.1694,0.2
72.3644,-355.2422,-279.9456,-295.9556,0.0542,-0.0576,0.1397,0.16
72.3776,-355.229,-279.9324,-295.9424,0.0401,0.0829,0.1071,0.14
72.3824,-355.2243,-279.9276,-295.9376,0.0201,0.0961,0.0586,0.11
72.3934,-355.2132,-279.9166,-295.9266,0.0168,0.0683,0.0012,0.07
72.4073,-355.1994,-279.9027,-295.9127,0.0588,0.0377,-0.0748,0.1
72.4216,-355.185,-279.8884,-295.8984,0.0214,0.0293,-0.1959,0.2
72.4235,-355.1831,-279.8865,-295.8965,0.0044,0.0184,-0.215,0.22
72.4363,-355.1704,-279.8737,-295.8837,-0.0334,0.0221,-0.17,0.17
72.4395,-355.1672,-279.8705,-295.8805,-0.0328,0.045,-0.0771,0.1
72.4513,-355.1554,-279.8587,-295.8687,-0.0917,0.0581,-0.0317,0.11
72.4651,-355.1416,-279.8449,-295.8549,-0.1049,0.0853,-0.0671,0.15
72.4783,-355.1283,-279.8317,-295.8417,-0.0335,0.0741,-0.1818,0.2
72.4819,-355.1248,-279.8281,-295.8381,0.0102,0.0216,-0.1612,0.16
72.493,-355.1136,-279.817,-295.827,0.0467,-0.028,-0.0837,0.1
72.5076,-355.0991,-279.8024,-295.8124,0.0854,-0.0487,0.0147,0.1
72.5237,-355.0829,-279.7863,-295.7963,0.1561,-0.0705,0.0938,0.2
72.524,-355.0827,-279.786,-295.796,0.1424,-0.0695,0.106,0.19
72.5383,-355.0683,-279.7717,-295.7817,0.1096,-0.083,0.1877,0.23
72.5387,-355.068,-279.7713,-295.7813,-0.0188,-0.1155,0.2837,0.31
72.5522,-355.0545,-279.7578,-295.7678,-0.1297,-0.1632,0.3333,0.39
72.5669,-355.0398,-279.7431,-295.7531,-0.15,-0.2087,0.3186,0.41
72.5807,-355.026,-279.7293,-295.7393,0.0699,-0.0871,-0.1898,0.22
72.5808,-355.0259,-279.7292,-295.7392,0.1171,0.0188,-0.3549,0.37
72.5948,-355.0118,-279.7152,-295.7252,0.1409,0.1428,-0.345,0.4
72.6102,-354.9965,-279.6998,-295.7098,0.0057,0.12,-0.2037,0.24
72.6245,-354.9821,-279.6855,-295.6955,0.021,0.0254,-0.0284,0.04
72.6246,-354.982,-279.6854,-295.6954,0.0175,-0.0474,0.0626,0.08
72.6393,-354.9673,-279.6707,-295.6807,0.0167,-0.0986,0.1106,0.15
72.6395,-354.9672,-279.6705,-295.6805,0.047,-0.1051,0.1743,0.21
72.6676,-354.939,-279.6424,-295.6524,0.0611,-0.0203,0.1413,0.16
72.6678,-354.9388,-279.6422,-295.6522,0.0235,0.0473,0.0393,0.07
72.6706,-354.936,-279.6394,-295.6494,-0.0117,0.1048,-0.0976,0.14
72.6814,-354.9252,-279.6286,-295.6386,-0.0256,0.1119,-0.2272,0.25
72.6948,-354.9118,-279.6152,-295.6252,-0.004,0.1169,-0.2807,0.3
72.7087,-354.898,-279.6013,-295.6113,0.0191,0.0294,-0.2338,0.24
72.7221,-354.8846,-279.5879,-295.5979,-0.0244,-0.0004,-0.2175,0.22
72.7222,-354.8844,-279.5878,-295.5978,-0.0511,-0.0011,-0.1157,0.13
72.7357,-354.871,-279.5743,-295.5843,-0.0372,-0.016,-0.043,0.06
72.7507,-354.8559,-279.5593,-295.5693,-0.059,-0.0167,0.0108,0.06
72.7509,-354.8558,-279.5591,-295.5691,-0.0284,-0.0416,0.0148,0.05
72.7642,-354.8424,-279.5458,-295.5558,0.0068,-0.0262,-0.0093,0.03
72.7776,-354.8291,-279.5324,-295.5424,0.0324,-0.0293,0.0082,0.04
72.7915,-354.8152,-279.5185,-295.5285,0.0442,-0.0406,-0.0201,0.06
72.7916,-354.815,-279.5184,-295.5284,0.0631,-0.0233,-0.0622,0.09
72.8049,-354.8018,-279.5051,-295.5151,0.0847,-0.0135,-0.1493,0.17
72.8185,-354.7881,-279.4915,-295.5015,0.0485,0.0398,-0.2497,0.26
72.8188,-354.7878,-279.4912,-295.5012,0.0433,0.0739,-0.2633,0.28
72.8326,-354.774,-279.4774,-295.4874,0.0068,0.1202,-0.2439,0.27
72.8459,-354.7608,-279.4641,-295.4741,-0.0034,0.1429,-0.1771,0.23
72.8597,-354.7469,-279.4503,-295.4603,0.0145,0.1271,-0.0934,0.16
72.86,-354.7466,-279.45,-295.46,0.0093,0.1149,-0.0882,0.15
72.8738,-354.7329,-279.4362,-295.4462,0.0328,0.0717,-0.0688,0.1
72.8901,-354.7165,-279.4199,-295.4299,0.0349,0.0476,-0.0616,0.09
72.8904,-354.7162,-279.4196,-295.4296,0.0153,0.0356,-0.0807,0.09
72.9042,-354.7025,-279.4058,-295.4158,-0.0043,0.0281,-0.0779,0.08
72.918,-354.6887,-279.392,-295.402,0.0018,0.0443,-0.0746,0.09
72.9318,-354.6749,-279.3782,-295.3882,0.0526,0.0458,-0.1045,0.13
72.9451,-354.6615,-279.3649,-295.3749,0.0659,0.0162,-0.06,0.09
72.9452,-354.6614,-279.3648,-295.3748,0.0314,-0.0228,-0.004,0.04
72.9589,-354.6477,-279.3511,-295.3611,-0.0198,-0.0738,0.002,0.08
72.9593,-354.6474,-279.3507,-295.3607,-0.0301,-0.0721,-0.0664,0.1
72.9727,-354.6339,-279.3373,-295.3473,0.0073,0.0131,-0.1342,0.14
72.9863,-354.6204,-279.3237,-295.3337,0.1018,0.0792,-0.1303,0.18
73.0004,-354.6063,-279.3096,-295.3196,0.157,0.0496,0.0048,0.16
73.0005,-354.6061,-279.3095,-295.3195,0.0987,-0.0106,0.0461,0.11
73.014,-354.5926,-279.296,-295.306,0.0338,-0.047,0.0709,0.09
73.0276,-354.579,-279.2824,-295.2924,0.0071,-0.0936,0.032,0.1
73.0422,-354.5644,-279.2678,-295.2778,0.156,-0.0014,-0.2588,0.3
73.0424,-354.5643,-279.2676,-295.2776,0.2215,0.0902,-0.3874,0.46
73.0559,-354.5508,-279.2541,-295.2641,0.2031,0.1891,-0.4184,0.5
73.0692,-354.5374,-279.2408,-295.2508,0.1347,0.2455,-0.3425,0.44
73.0693,-354.5373,-279.2407,-295.2507,0.0331,0.2331,-0.2294,0.33
73.0845,-354.5221,-279.2255,-295.2355,-0.0292,0.1691,-0.0894,0.19
73.0982,-354.5084,-279.2118,-295.2218,-0.0495,-0.0282,0.1244,0.14
73.112,-354.4946,-279.198,-295.208,0.0072,-0.1796,0.1625,0.24
73.1273,-354.4793,-279.1827,-295.1927,0.0485,-0.2022,0.1219,0.24
73.1276,-354.479,-279.1824,-295.1924,0.0562,-0.1969,0.0803,0.22
73.1418,-354.4649,-279.1682,-295.1782,0.052,-0.1443,0.0471,0.16
73.1419,-354.4647,-279.1681,-295.1781,0.0523,-0.0731,0.0147,0.09
73.1555,-354.4512,-279.1545,-295.1645,0.0335,0.0075,-0.0149,0.04
73.1689,-354.4377,-279.1411,-295.1511,0.0194,0.0712,-0.0562,0.09
73.169,-354.4376,-279.141,-295.151,0.0052,0.1399,-0.1148,0.18
73.1829,-354.4237,-279.1271,-295.1371,-0.0116,0.1443,-0.1666,0.22
73.1964,-354.4103,-279.1136,-295.1236,-0.0019,0.056,-0.184,0.19
73.2104,-354.3962,-279.0996,-295.1096,0.0151,-0.0029,-0.0994,0.1
73.2106,-354.3961,-279.0994,-295.1094,0.0395,-0.0398,0.0082,0.06
73.2243,-354.3824,-279.0857,-295.0957,0.0616,-0.0886,0.0535,0.12
73.2376,-354.3691,-279.0724,-295.0824,0.0636,-0.0837,0.0424,0.11
73.2518,-354.3549,-279.0582,-295.0682,0.0671,-0.0495,0.0412,0.09
73.2519,-354.3548,-279.0581,-295.0681,0.0634,0.0013,0.0143,0.06
73.2655,-354.3412,-279.0445,-295.0545,0.0739,0.0279,-0.01,0.08
73.279,-354.3276,-279.031,-295.041,0.0613,0.0786,-0.1398,0.17
73.2927,-354.314,-279.0173,-295.0273,0.0238,0.0504,-0.1717,0.18
73.2928,-354.3139,-279.0172,-295.0272,0.0128,0.0391,-0.1846,0.19
73.3064,-354.3003,-279.0036,-295.0136,0.0087,0.0111,-0.1428,0.14
73.3196,-354.287,-278.9904,-295.0004,-0.0091,0.0203,-0.0551,0.06
73.3339,-354.2728,-278.9761,-294.9861,-0.0015,-0.0049,-0.0356,0.04
73.334,-354.2726,-278.976,-294.986,0.0038,-0.0085,-0.0423,0.04
73.3492,-354.2575,-278.9608,-294.9708,0.0186,-0.0243,-0.0345,0.05
73.3497,-354.2569,-278.9603,-294.9703,0.0189,-0.0352,-0.0219,0.05
73.3621,-354.2445,-278.9479,-294.9579,0.0194,-0.0222,-0.0212,0.04
73.3708,-354.2359,-278.9392,-294.9492,0.013,0.0058,0.0573,0.06
73.3787,-354.2279,-278.9313,-294.9413,0.0039,0.0328,0.061,0.07
73.3908,-354.2158,-278.9192,-294.9292,-0.0006,0.0524,0.0506,0.07
73.4045,-354.2022,-278.9055,-294.9155,0.0379,0.048,0.0021,0.06
73.4187,-354.188,-278.8913,-294.9013,0.0981,-0.0493,-0.0184,0.11
73.4325,-354.1742,-278.8775,-294.8875,0.1007,-0.0679,0.038,0.13
73.4326,-354.1741,-278.8774,-294.8874,0.0675,-0.0172,0.0684,0.1
73.446,-354.1606,-278.864,-294.874,0.0747,0.0404,0.0156,0.09
73.4601,-354.1466,-278.8499,-294.8599,0.1499,0.1046,-0.1803,0.26
73.4735,-354.1331,-278.8365,-294.8465,0.1558,0.0708,-0.2063,0.27
73.4736,-354.133,-278.8364,-294.8464,0.1071,0.0185,-0.1065,0.15
73.4868,-354.1199,-278.8232,-294.8332,0.0623,-0.0809,0.0639,0.12
73.5006,-354.106,-278.8094,-294.8194,0.0494,-0.1276,0.1339,0.19
73.5145,-354.0921,-278.7955,-294.8055,0.1068,-0.0588,0.0032,0.12
73.5146,-354.092,-278.7954,-294.8054,0.1544,0.0099,-0.0865,0.18
73.5281,-354.0786,-278.7819,-294.7919,0.173,0.081,-0.1211,0.23
73.5419,-354.0648,-278.7681,-294.7781,0.1284,0.1212,-0.1063,0.21
73.5555,-354.0512,-278.7545,-294.7645,0.08,0.093,-0.0666,0.14
73.5556,-354.051,-278.7544,-294.7644,0.032,0.0652,-0.0157,0.07
73.5694,-354.0372,-278.7406,-294.7506,-0.0108,0.0402,0.0467,0.06
73.5906,-354.016,-278.7194,-294.7294,-0.0175,0.0227,0.099,0.1
73.6044,-354.0023,-278.7056,-294.7156,0.0648,-0.0668,0.1474,0.17
73.6183,-353.9883,-278.6917,-294.7017,0.0554,-0.1236,0.0983,0.17
73.6345,-353.9721,-278.6755,-294.6855,0.0242,-0.0936,-0.0195,0.1
73.6348,-353.9718,-278.6752,-294.6852,0.0432,-0.0274,-0.0371,0.06
73.6497,-353.957,-278.6603,-294.6703,0.0599,0.0268,-0.0907,0.11
73.6511,-353.9556,-278.6589,-294.6689,0.0671,0.0669,-0.1087,0.14
73.6647,-353.942,-278.6453,-294.6553,0.0745,0.0785,-0.1176,0.16
73.682,-353.9246,-278.628,-294.638,0.1345,-0.003,-0.0648,0.15
73.6842,-353.9224,-278.6258,-294.6358,0.1561,-0.07,-0.0576,0.18
73.6961,-353.9106,-278.6139,-294.6239,0.1487,-0.0891,-0.0363,0.18
73.7015,-353.9052,-278.6085,-294.6185,0.1197,-0.065,-0.0078,0.14
73.7174,-353.8892,-278.5926,-294.6026,0.0665,-0.0051,0.0087,0.07
73.7309,-353.8758,-278.5791,-294.5891,0.0329,0.0117,0.0062,0.04
73.7332,-353.8734,-278.5768,-294.5868,0.0204,0.0142,-0.0108,0.03
73.7441,-353.8625,-278.5659,-294.5759,-0.0206,-0.0047,-0.0161,0.03
73.7597,-353.847,-278.5503,-294.5603,-0.0942,-0.059,-0.0294,0.11
73.7738,-353.8329,-278.5362,-294.5462,-0.0893,-0.0563,-0.0011,0.11
73.7744,-353.8322,-278.5356,-294.5456,-0.0467,-0.0781,0.0255,0.09
73.7904,-353.8162,-278.5196,-294.5296,-0.0069,-0.0547,0.0143,0.06
73.7906,-353.8161,-278.5194,-294.5294,0.0376,-0.0268,0.0181,0.05
73.8036,-353.803,-278.5064,-294.5164,0.0392,0.0127,-0.0039,0.04
73.8189,-353.7878,-278.4911,-294.5011,-0.015,0.0513,-0.0339,0.06
73.8325,-353.7741,-278.4775,-294.4875,-0.0274,0.0458,-0.0352,0.06
73.8326,-353.774,-278.4774,-294.4874,-0.0086,0.0383,-0.0227,0.05
73.8461,-353.7605,-278.4639,-294.4739,0.0127,0.0239,-0.0203,0.03
73.8602,-353.7465,-278.4498,-294.4598,0.0699,0.0653,0.0167,0.1
73.8745,-353.7321,-278.4355,-294.4455,0.1272,0.0182,0.0106,0.13
73.8747,-353.732,-278.4353,-294.4453,0.1531,-0.0624,0.0234,0.17
73.8881,-353.7186,-278.4219,-294.4319,0.1647,-0.1359,0.1513,0.26
73.9022,-353.7045,-278.4078,-294.4178,0.0909,-0.0847,0.3217,0.34
73.906,-353.7007,-278.404,-294.414,0.0702,-0.0565,0.2289,0.25
73.9184,-353.6882,-278.3916,-294.4016,0.0948,-0.0386,0.0346,0.11
73.9361,-353.6706,-278.3739,-294.3839,0.1267,0.0052,-0.1758,0.22
73.9362,-353.6705,-278.3738,-294.3838,0.1352,0.0232,-0.1596,0.21
73.9514,-353.6553,-278.3586,-294.3686,0.0315,-0.0448,0.1532,0.16
73.9651,-353.6416,-278.3449,-294.3549,-0.0045,-0.0433,0.083,0.09
73.9652,-353.6414,-278.3448,-294.3548,0.0167,0.0007,-0.0843,0.09
73.9788,-353.6278,-278.3312,-294.3412,0.0543,0.0589,-0.1439,0.16
73.9929,-353.6138,-278.3171,-294.3271,0.1649,0.0855,-0.0278,0.19
74.0065,-353.6002,-278.3035,-294.3135,0.1542,0.056,0.0379,0.17
74.0066,-353.6001,-278.3034,-294.3134,0.1246,0.0028,0.0674,0.14
74.02,-353.5866,-278.29,-294.3,0.0642,-0.0406,0.1182,0.14
74.0215,-353.5852,-278.2885,-294.2985,0.0304,-0.1102,0.219,0.25
74.0345,-353.5721,-278.2755,-294.2855,0.0204,-0.1318,0.3148,0.34
74.0482,-353.5584,-278.2618,-294.2718,0.0172,-0.1607,0.3962,0.43
74.0541,-353.5526,-278.2559,-294.2659,0.0361,-0.1379,0.3117,0.34
74.0622,-353.5444,-278.2478,-294.2578,0.0369,-0.1081,0.242,0.27
74.0753,-353.5314,-278.2347,-294.2447,0.0399,-0.0648,0.1403,0.16
74.0887,-353.518,-278.2213,-294.2313,0.0643,-0.0084,-0.0695,0.1
74.102,-353.5046,-278.208,-294.218,0.1382,0.1033,-0.4218,0.46
74.1159,-353.4907,-278.1941,-294.2041,0.19,0.1387,-0.4933,0.55
74.1161,-353.4906,-278.1939,-294.2039,0.1845,0.1465,-0.452,0.51
74.1297,-353.477,-278.1803,-294.1903,0.1217,0.1434,-0.3143,0.37
74.1444,-353.4623,-278.1656,-294.1756,0.0329,0.0438,-0.0791,0.1
74.1445,-353.4621,-278.1655,-294.1755,0.0261,-0.0342,-0.0089,0.04
74.1578,-353.4489,-278.1522,-294.1622,-0.0065,-0.124,0.0513,0.13
74.161,-353.4457,-278.149,-294.159,-0.0007,-0.2066,0.1069,0.23
74.1711,-353.4356,-278.1389,-294.1489,-0.0066,-0.2392,0.1581,0.29
74.1857,-353.421,-278.1243,-294.1343,-0.004,-0.1696,0.163,0.24
74.1939,-353.4128,-278.1161,-294.1261,-0.015,-0.1199,0.1427,0.19
74.2024,-353.4043,-278.1076,-294.1176,0.0216,-0.073,0.0991,0.12
74.2149,-353.3918,-278.0951,-294.1051,0.0531,-0.0431,0.0895,0.11
74.228,-353.3787,-278.082,-294.092,0.0368,0.0047,0.0294,0.05
74.2356,-353.371,-278.0744,-294.0844,0.006,0.0347,0.0243,0.04
74.2439,-353.3628,-278.0661,-294.0761,-0.0058,0.0624,0.0094,0.06
74.2569,-353.3498,-278.0531,-294.0631,-0.025,0.0472,0.0133,0.06
74.2703,-353.3363,-278.0397,-294.0497,-0.0015,0.0006,-0.035,0.04
74.2768,-353.3299,-278.0332,-294.0432,0.0028,-0.0261,-0.0824,0.09
74.2847,-353.3219,-278.0253,-294.0353,0.0167,-0.0068,-0.1162,0.12
74.2992,-353.3074,-278.0108,-294.0208,0.0303,0.001,-0.1055,0.11
74.3012,-353.3055,-278.0088,-294.0188,0.015,0.0141,-0.0646,0.07
74.3125,-353.2942,-277.9975,-294.0075,0.0332,0.0323,-0.0244,0.05
74.3264,-353.2802,-277.9836,-293.9936,0.0691,0.0692,0.0505,0.11
74.3405,-353.2662,-277.9695,-293.9795,0.0797,0.0086,0.076,0.11
74.3423,-353.2644,-277.9677,-293.9777,0.1142,-0.1432,0.1545,0.24
74.3541,-353.2525,-277.9559,-293.9659,0.1316,-0.2594,0.2768,0.4
74.3739,-353.2328,-277.9361,-293.9461,0.0195,-0.2938,0.5102,0.59
74.3768,-353.2299,-277.9332,-293.9432,0.0025,-0.1956,0.3541,0.4
74.3875,-353.2191,-277.9225,-293.9325,0.0045,-0.1111,0.0381,0.12
74.3919,-353.2147,-277.9181,-293.9281,0.0234,0.0035,-0.2281,0.23
74.404,-353.2027,-277.906,-293.916,0.038,0.1014,-0.3193,0.34
74.4184,-353.1883,-277.8916,-293.9016,-0.02,0.108,-0.0607,0.13
74.4356,-353.1711,-277.8744,-293.8844,-0.0192,0.0829,-0.0829,0.12
74.4356,-353.171,-277.8744,-293.8844,0.0078,0.0461,-0.1365,0.14
74.4491,-353.1575,-277.8609,-293.8709,0.0036,-0.0049,-0.1213,0.12
74.4627,-353.1439,-277.8473,-293.8573,0.064,-0.0462,-0.061,0.1
74.4662,-353.1404,-277.8438,-293.8538,0.1022,-0.0393,-0.0251,0.11
74.4762,-353.1304,-277.8338,-293.8438,0.1071,-0.0274,0.0464,0.12
74.4896,-353.117,-277.8204,-293.8304,0.0785,0.0061,0.1012,0.13
74.503,-353.1036,-277.807,-293.817,-0.0073,-0.0063,0.1515,0.15
74.5078,-353.0989,-277.8022,-293.8122,-0.0074,-0.026,0.116,0.12
74.5181,-353.0885,-277.7919,-293.8019,0.0208,-0.0625,0.0663,0.09
74.5318,-353.0748,-277.7782,-293.7882,0.0295,-0.0967,0.0262,0.1
74.532,-353.0747,-277.778,-293.788,0.0214,-0.0952,-0.0038,0.1
74.545,-353.0617,-277.765,-293.775,0.0085,-0.0674,-0.0507,0.08
74.56,-353.0466,-277.75,-293.76,0.0544,0.0218,-0.1731,0.18
74.5737,-353.0329,-277.7363,-293.7463,0.0515,0.0547,-0.1773,0.19
74.5739,-353.0328,-277.7361,-293.7461,0.0632,0.1166,-0.1675,0.21
74.5874,-353.0192,-277.7226,-293.7326,0.0798,0.1261,-0.1366,0.2
74.6093,-352.9973,-277.7007,-293.7107,0.0916,0.0528,-0.0027,0.11
74.6095,-352.9972,-277.7005,-293.7105,0.0511,-0.0109,0.079,0.09
74.6143,-352.9924,-277.6957,-293.7057,0.0251,-0.0865,0.1223,0.15
74.6261,-352.9805,-277.6839,-293.6939,0.0016,-0.1193,0.1733,0.21
74.6396,-352.9671,-277.6704,-293.6804,0.0305,-0.131,0.1988,0.24
74.6547,-352.952,-277.6553,-293.6653,0.0854,-0.1009,0.1136,0.17
74.6552,-352.9514,-277.6548,-293.6648,0.1521,-0.0423,0.0173,0.16
74.6683,-352.9384,-277.6417,-293.6517,0.1756,0.0206,-0.0495,0.18
74.6821,-352.9245,-277.6279,-293.6379,0.1947,0.0548,-0.1041,0.23
74.6823,-352.9244,-277.6277,-293.6377,0.1995,0.0939,-0.1376,0.26
74.6962,-352.9105,-277.6138,-293.6238,0.2137,0.0877,-0.157,0.28
74.7089,-352.8977,-277.6011,-293.6111,0.2057,0.0405,-0.162,0.26
74.7145,-352.8922,-277.5955,-293.6055,0.1835,-0.0051,-0.0951,0.21
74.7301,-352.8765,-277.5799,-293.5899,0.1568,-0.0575,0.0069,0.17
74.7436,-352.8631,-277.5664,-293.5764,0.0757,-0.1331,0.1622,0.22
74.7577,-352.8489,-277.5523,-293.5623,0.0548,-0.1232,0.159,0.21
74.7578,-352.8488,-277.5522,-293.5622,0.0769,-0.0803,0.1088,0.16
74.7713,-352.8353,-277.5387,-293.5487,0.0896,-0.0329,0.0782,0.12
74.7714,-352.8352,-277.5386,-293.5486,0.1357,0.0167,0.0289,0.14
74.785,-352.8216,-277.525,-293.535,0.1438,0.0304,-0.0323,0.15
74.7998,-352.8068,-277.5102,-293.5202,0.1542,0.0105,-0.0383,0.16
