time_phone_s,t_from_ride_start_s,time_on_alex_video_s,time_on_ryan_video_s,ax_ms2,ay_ms2,az_ms2,aT_ms2
0.0067,-427.6,-352.3033,-368.3133,0.1634,-0.5983,-1.9513,2.05
0.0156,-427.5911,-352.2944,-368.3044,0.143,-0.8501,-2.0388,2.21
0.0298,-427.5769,-352.2803,-368.2902,-0.63,-0.3586,-1.5802,1.74
0.0364,-427.5702,-352.2736,-368.2836,-0.3758,-0.657,-1.2819,1.49
0.0453,-427.5614,-352.2647,-368.2747,-0.7428,-0.1289,-1.0484,1.29
0.0536,-427.553,-352.2564,-368.2664,-1.179,0.7987,-1.0723,1.78
0.0649,-427.5417,-352.2451,-368.2551,-1.4989,1.3453,-1.0291,2.26
0.0709,-427.5358,-352.2391,-368.2491,-1.7819,0.6327,-0.6074,1.99
0.0836,-427.523,-352.2264,-368.2364,0.0416,0.7068,0.6906,0.99
0.0943,-427.5124,-352.2157,-368.2257,0.5805,-0.2277,0.4265,0.76
0.1043,-427.5023,-352.2057,-368.2157,1.208,-0.2032,0.3761,1.28
0.1126,-427.494,-352.1974,-368.2074,1.3231,-0.3648,0.6355,1.51
0.1212,-427.4854,-352.1888,-368.1988,1.3555,-0.9253,0.1805,1.65
0.1327,-427.474,-352.1773,-368.1873,0.0385,-0.869,-0.1796,0.89
0.1466,-427.4601,-352.1634,-368.1734,-0.7465,-0.6883,-0.2845,1.05
0.1548,-427.4519,-352.1552,-368.1652,-1.5008,-0.3727,-0.5316,1.64
0.1638,-427.4429,-352.1462,-368.1562,-1.835,0.0231,-0.5118,1.91
0.1717,-427.4349,-352.1383,-368.1483,-1.8761,0.2749,-0.7054,2.02
0.18,-427.4266,-352.13,-368.14,-1.324,0.2408,-0.7668,1.55
0.1908,-427.4159,-352.1192,-368.1292,-0.5764,0.515,0.5265,0.94
0.2019,-427.4048,-352.1081,-368.1181,-1.4764,-0.0596,2.5168,2.92
0.215,-427.3917,-352.095,-368.105,-1.4556,0.5709,4.9687,5.21
0.2233,-427.3834,-352.0867,-368.0967,-0.6132,-0.4441,5.6047,5.66
0.2316,-427.375,-352.0784,-368.0884,0.1717,-1.3485,5.5141,5.68
0.2484,-427.3582,-352.0616,-368.0716,-0.364,-0.1395,4.5121,4.53
0.256,-427.3507,-352.054,-368.064,0.6765,-0.1337,4.2297,4.29
0.2644,-427.3423,-352.0456,-368.0556,0.3218,0.0674,4.3429,4.36
0.2728,-427.3339,-352.0372,-368.0472,0.193,0.0537,4.144,4.15
0.2807,-427.3259,-352.0293,-368.0393,0.3257,-0.2564,3.7273,3.75
0.2974,-427.3093,-352.0126,-368.0226,0.6044,-1.3643,2.5486,2.95
0.3055,-427.3011,-352.0045,-368.0145,1.2642,-2.0506,1.7506,2.98
0.3137,-427.2929,-351.9963,-368.0063,1.1266,-2.2225,1.0269,2.7
0.3223,-427.2843,-351.9877,-367.9977,0.9622,-1.81,0.3437,2.08
0.3304,-427.2763,-351.9796,-367.9896,0.6104,-1.1967,-0.5013,1.43
0.3474,-427.2593,-351.9626,-367.9726,-0.8938,0.1082,-1.6825,1.91
0.355,-427.2517,-351.955,-367.965,-1.3307,0.2147,-1.5203,2.03
0.3638,-427.2429,-351.9462,-367.9562,-1.8515,-0.3128,-1.41,2.35
0.3717,-427.2349,-351.9383,-367.9483,-2.2978,-1.1937,-0.9881,2.77
0.3806,-427.2261,-351.9294,-367.9394,-2.4819,-1.9652,-0.0932,3.17
0.3962,-427.2104,-351.9138,-367.9238,-1.4555,-2.8591,1.7434,3.65
0.405,-427.2016,-351.905,-367.915,-1.1329,-2.7621,2.3492,3.8
0.4133,-427.1933,-351.8967,-367.9067,-1.5364,-2.3573,2.9129,4.05
0.4221,-427.1846,-351.8879,-367.8979,-1.9408,-2.0156,3.4858,4.47
0.4307,-427.176,-351.8793,-367.8893,-1.8226,-1.9503,3.3956,4.32
0.4469,-427.1597,-351.8631,-367.8731,-1.8584,-1.627,0.8735,2.62
0.4552,-427.1515,-351.8548,-367.8648,-1.776,-1.3548,-2.0075,3.0
0.4637,-427.143,-351.8463,-367.8563,-1.5545,-2.0726,-2.3622,3.51
0.4723,-427.1344,-351.8377,-367.8477,-0.7291,-1.8925,-3.5396,4.08
0.4804,-427.1262,-351.8296,-367.8396,-0.7025,-0.9369,-3.9524,4.12
0.4949,-427.1118,-351.8151,-367.8251,-0.0923,-0.9536,-4.2046,4.31
0.5053,-427.1014,-351.8047,-367.8147,1.333,-1.4405,-5.063,5.43
0.5134,-427.0933,-351.7966,-367.8066,1.9895,-1.9723,-5.2777,5.98
0.5202,-427.0864,-351.7898,-367.7998,2.048,-2.3183,-5.1548,6.01
0.5307,-427.0759,-351.7793,-367.7893,1.9989,-3.123,-5.6209,6.73
0.5465,-427.0601,-351.7635,-367.7735,0.7302,-3.3977,-4.8074,5.93
0.5552,-427.0515,-351.7548,-367.7648,0.0567,-2.9854,-5.3092,6.09
0.5613,-427.0453,-351.7487,-367.7587,-0.3172,-3.0525,-4.5265,5.47
0.5717,-427.035,-351.7383,-367.7483,-0.703,-2.8279,-4.0695,5.01
0.5859,-427.0208,-351.7241,-367.7341,-0.1086,-2.7108,-2.9495,4.01
0.5962,-427.0105,-351.7138,-367.7238,0.6748,-2.8401,-2.6375,3.93
0.6054,-427.0013,-351.7046,-367.7146,1.3468,-2.9856,-2.7496,4.28
0.6103,-426.9963,-351.6997,-367.7097,1.5761,-3.1682,-3.0677,4.68
0.6228,-426.9838,-351.6872,-367.6972,0.1424,-3.1332,-2.9794,4.33
0.6366,-426.9701,-351.6734,-367.6834,-0.5864,-1.2154,-3.5979,3.84
0.6506,-426.9561,-351.6594,-367.6694,-0.6767,-1.4495,-4.5606,4.83
0.6515,-426.9551,-351.6585,-367.6685,-0.2389,-2.238,-4.7495,5.26
0.6603,-426.9463,-351.6497,-367.6597,-0.2541,-2.2931,-4.9685,5.48
0.6759,-426.9308,-351.6341,-367.6441,0.1749,-2.168,-3.4498,4.08
0.6854,-426.9213,-351.6246,-367.6346,1.5449,-1.9,-1.8898,3.09
0.6934,-426.9133,-351.6166,-367.6266,2.6451,-1.5171,-0.4047,3.08
0.7024,-426.9042,-351.6076,-367.6176,3.2982,-1.0846,0.7355,3.55
0.7108,-426.8959,-351.5992,-367.6092,3.634,-0.9318,1.6537,4.1
0.7258,-426.8809,-351.5842,-367.5942,2.8595,-0.219,2.6611,3.91
0.7368,-426.8698,-351.5732,-367.5832,2.4995,0.4769,2.2196,3.38
0.7458,-426.8608,-351.5642,-367.5742,2.3918,0.7484,1.493,2.92
0.7543,-426.8524,-351.5557,-367.5657,2.4777,0.5961,0.5979,2.62
0.7627,-426.844,-351.5473,-367.5573,2.8404,0.5294,0.0583,2.89
0.7709,-426.8357,-351.5391,-367.5491,3.1809,0.4338,-0.2275,3.22
0.7837,-426.8229,-351.5263,-367.5363,2.6586,0.4089,0.2214,2.7
0.7958,-426.8109,-351.5142,-367.5242,3.148,0.3889,0.7091,3.25
0.8049,-426.8017,-351.5051,-367.5151,3.6821,0.5015,1.6094,4.05
0.8132,-426.7934,-351.4968,-367.5068,4.1551,0.5754,2.5119,4.89
0.8213,-426.7853,-351.4887,-367.4987,4.8216,0.4751,3.0541,5.73
0.8331,-426.7735,-351.4769,-367.4869,5.3161,1.0567,3.6518,6.54
0.845,-426.7617,-351.465,-367.475,5.2395,1.4723,3.574,6.51
0.8547,-426.752,-351.4553,-367.4653,5.3753,1.4833,2.7844,6.23
0.8632,-426.7434,-351.4468,-367.4568,5.4973,1.3808,1.9381,5.99
0.8714,-426.7352,-351.4386,-367.4486,5.7354,1.3669,1.4696,6.08
0.8825,-426.7241,-351.4275,-367.4375,7.6974,2.2031,0.2987,8.01
0.8963,-426.7103,-351.4137,-367.4237,9.544,2.2064,0.3797,9.8
0.9048,-426.7018,-351.4052,-367.4152,10.6706,1.5941,1.1784,10.85
0.9148,-426.6918,-351.3952,-367.4052,9.627,-0.2597,2.6125,9.98
0.923,-426.6837,-351.387,-367.397,8.2356,-1.0227,2.283,8.61
0.9316,-426.6751,-351.3784,-367.3884,6.7642,-1.4567,1.516,7.08
0.948,-426.6587,-351.362,-367.372,3.806,-1.9537,-0.9663,4.39
0.9568,-426.6499,-351.3532,-367.3632,2.9446,-1.7045,-1.7199,3.81
0.9652,-426.6415,-351.3448,-367.3548,2.5642,-1.8328,-2.2141,3.85
0.9727,-426.6339,-351.3373,-367.3473,2.2787,-2.541,-2.7012,4.35
0.9812,-426.6255,-351.3288,-367.3388,1.8488,-3.2795,-3.2221,4.96
0.9979,-426.6088,-351.3121,-367.3221,0.6164,-4.6047,-4.377,6.38
1.0059,-426.6007,-351.3041,-367.3141,0.3705,-5.2888,-4.8157,7.16
1.0142,-426.5925,-351.2958,-367.3058,0.2944,-5.704,-5.3271,7.81
1.0224,-426.5843,-351.2876,-367.2976,0.1857,-5.9904,-5.5227,8.15
1.0308,-426.5759,-351.2792,-367.2892,-0.3302,-6.1881,-5.1918,8.08
1.0466,-426.5601,-351.2634,-367.2734,-1.5922,-4.9383,-4.205,6.68
1.0554,-426.5512,-351.2546,-367.2646,-2.3273,-4.2014,-2.9209,5.62
1.0639,-426.5427,-351.2461,-367.2561,-2.6443,-3.4655,-0.2862,4.37
1.0715,-426.5351,-351.2385,-367.2485,-3.6521,-2.9718,1.2179,4.86
1.0803,-426.5264,-351.2297,-367.2397,-5.1597,-2.6308,2.8171,6.44
1.096,-426.5107,-351.214,-367.224,-5.4903,-2.1485,4.0295,7.14
1.1047,-426.5019,-351.2053,-367.2153,-3.6873,-1.9206,3.5789,5.49
1.1129,-426.4938,-351.1971,-367.2071,-2.0223,-2.0297,2.941,4.11
1.1215,-426.4852,-351.1885,-367.1985,-1.0725,-1.8859,2.0391,2.98
1.1301,-426.4765,-351.1799,-367.1899,-0.1052,-1.4327,0.8108,1.65
1.1458,-426.4608,-351.1642,-367.1742,0.8557,-0.1601,-0.1216,0.88
1.1551,-426.4516,-351.1549,-367.1649,0.5097,0.2828,-0.0993,0.59
1.163,-426.4436,-351.147,-367.157,0.118,0.6121,0.1951,0.65
1.1721,-426.4346,-351.1379,-367.1479,-0.3945,0.9982,0.5828,1.22
1.1811,-426.4255,-351.1289,-367.1389,-0.8097,1.3562,0.5008,1.66
1.1946,-426.412,-351.1154,-367.1254,-1.7667,1.9996,0.5198,2.72
1.2043,-426.4024,-351.1057,-367.1157,-2.7764,2.3189,0.3622,3.64
1.2132,-426.3934,-351.0968,-367.1068,-3.5206,2.6556,0.2379,4.42
1.222,-426.3847,-351.088,-367.098,-3.9518,3.0619,0.1844,5.0
1.2383,-426.3684,-351.0717,-367.0817,0.8902,-0.7807,-1.232,1.71
1.2455,-426.3612,-351.0645,-367.0745,-0.4668,-0.3187,-3.4848,3.53
1.2549,-426.3518,-351.0551,-367.0651,-3.2933,2.5417,-0.0064,4.16
1.2633,-426.3433,-351.0467,-367.0567,-2.7347,3.3923,3.6485,5.68
1.2722,-426.3345,-351.0378,-367.0478,-1.8843,3.6265,1.289,4.29
1.2803,-426.3263,-351.0297,-367.0397,-1.8136,2.5675,-1.0529,3.32
1.2945,-426.3121,-351.0155,-367.0255,-0.1122,0.1263,-1.4251,1.44
1.3021,-426.3045,-351.0079,-367.0179,0.2856,-0.6406,-1.4156,1.58
1.3142,-426.2924,-350.9958,-367.0058,0.6565,-1.1731,-1.3628,1.91
1.3218,-426.2849,-350.9882,-366.9982,0.7469,-1.4944,-1.5168,2.26
1.3353,-426.2714,-350.9747,-366.9847,1.6973,-1.3349,-0.6706,2.26
1.3446,-426.262,-350.9654,-366.9754,2.132,-1.3428,0.9851,2.71
1.3538,-426.2528,-350.9562,-366.9662,2.0886,-1.7773,1.9598,3.37
1.3619,-426.2448,-350.9481,-366.9581,1.5495,-2.4173,2.763,3.98
1.3706,-426.2361,-350.9394,-366.9494,1.0416,-2.8241,3.1165,4.33
1.3859,-426.2207,-350.9241,-366.9341,0.0955,-2.6747,1.694,3.17
1.3954,-426.2113,-350.9146,-366.9246,-0.3969,-2.1694,1.2619,2.54
1.4037,-426.2029,-350.9063,-366.9163,-1.0371,-1.6363,1.0386,2.2
1.4119,-426.1948,-350.8981,-366.9081,-1.4911,-1.2926,0.5889,2.06
1.4207,-426.1859,-350.8893,-366.8993,-1.9563,-0.9439,0.2215,2.18
1.4339,-426.1727,-350.8761,-366.8861,-2.1073,-0.3948,-0.2633,2.16
1.4454,-426.1613,-350.8646,-366.8746,-2.0698,-0.2576,-0.5346,2.15
1.4545,-426.1521,-350.8555,-366.8655,-1.8815,-0.2697,-0.8003,2.06
1.4628,-426.1439,-350.8472,-366.8572,-1.5755,-0.2863,-0.7612,1.77
1.4751,-426.1316,-350.8349,-366.8449,-0.8797,-0.1196,-0.5218,1.03
1.4871,-426.1195,-350.8229,-366.8329,-0.5516,0.1302,-0.2057,0.6
1.4958,-426.1109,-350.8142,-366.8242,-0.2802,0.3017,0.1569,0.44
1.5045,-426.1022,-350.8055,-366.8155,-0.2154,0.3779,0.4485,0.62
1.5127,-426.094,-350.7973,-366.8073,-0.0745,0.2773,0.1708,0.33
1.5207,-426.086,-350.7893,-366.7993,0.1466,0.1926,-0.2056,0.32
1.5299,-426.0767,-350.7801,-366.7901,0.2547,0.2202,-0.2856,0.44
1.541,-426.0656,-350.769,-366.779,-0.0707,0.4064,-0.9795,1.06
1.5541,-426.0525,-350.7559,-366.7659,-0.1287,0.598,-1.2251,1.37
1.5628,-426.0438,-350.7472,-366.7572,-0.3508,0.7645,-1.0385,1.34
1.5712,-426.0355,-350.7388,-366.7488,-0.5896,0.9103,-1.0578,1.51
1.58,-426.0266,-350.73,-366.74,-0.7718,0.9924,-1.0271,1.62
1.5903,-426.0164,-350.7197,-366.7297,-0.8251,0.918,-0.4773,1.32
1.6037,-426.003,-350.7063,-366.7163,-0.6928,0.7644,-0.1062,1.04
1.6125,-425.9942,-350.6975,-366.7075,-0.3434,0.5024,0.1807,0.63
1.6236,-425.9831,-350.6864,-366.6964,0.2032,0.0331,0.5504,0.59
1.6314,-425.9752,-350.6786,-366.6886,0.6619,-0.0577,0.5263,0.85
1.648,-425.9587,-350.662,-366.672,1.5065,-0.1616,0.4759,1.59
1.6561,-425.9505,-350.6539,-366.6639,1.9035,-0.2029,0.3871,1.95
1.6642,-425.9424,-350.6458,-366.6558,2.2589,-0.2391,0.1637,2.28
1.6728,-425.9338,-350.6372,-366.6472,2.6389,-0.4354,0.1243,2.68
1.6813,-425.9253,-350.6287,-366.6387,2.9299,-0.4161,0.1315,2.96
1.6905,-425.9162,-350.6195,-366.6295,2.8849,-0.1482,0.2769,2.9
1.7055,-425.9012,-350.6045,-366.6145,2.9172,0.372,0.9173,3.08
1.7138,-425.8928,-350.5962,-366.6062,2.5904,0.4073,0.6361,2.7
1.722,-425.8847,-350.588,-366.598,2.6499,0.5715,0.2061,2.72
1.7302,-425.8764,-350.5798,-366.5898,2.688,0.8004,0.0796,2.81
1.747,-425.8596,-350.563,-366.573,3.3377,0.7384,-0.1366,3.42
1.7552,-425.8515,-350.5548,-366.5648,4.3166,0.5887,-0.5736,4.39
1.7634,-425.8432,-350.5466,-366.5566,4.9392,0.7318,-0.8504,5.07
1.7719,-425.8348,-350.5381,-366.5481,5.0742,1.0002,-0.8132,5.24
1.7878,-425.8189,-350.5222,-366.5322,5.3377,1.557,-0.8047,5.62
1.7965,-425.8101,-350.5135,-366.5235,5.5,1.9448,-0.6425,5.87
1.8053,-425.8014,-350.5047,-366.5147,5.5618,2.1729,-0.5737,6.0
1.8129,-425.7937,-350.4971,-366.5071,5.6141,2.338,-0.2305,6.09
1.8206,-425.786,-350.4894,-366.4994,5.4369,2.4425,-0.3534,5.97
1.8299,-425.7768,-350.4801,-366.4901,5.2409,2.2575,-0.2566,5.71
1.8457,-425.7609,-350.4643,-366.4743,2.9869,1.2534,-1.3068,3.49
1.8543,-425.7524,-350.4557,-366.4657,2.5609,0.6186,-2.1337,3.39
1.8629,-425.7437,-350.4471,-366.4571,3.2288,0.1184,-1.8768,3.74
1.8701,-425.7365,-350.4399,-366.4499,1.6339,-0.5201,-2.1793,2.77
1.8869,-425.7198,-350.4231,-366.4331,-3.4997,-1.895,-3.9788,5.63
1.8966,-425.7101,-350.4134,-366.4234,-4.2852,-1.8695,-3.9431,6.12
1.9052,-425.7015,-350.4048,-366.4148,-5.3305,-1.46,-3.3337,6.45
1.9133,-425.6934,-350.3967,-366.4067,-6.3296,-1.0781,-3.0951,7.13
1.9313,-425.6753,-350.3787,-366.3887,-7.477,0.0007,-3.3454,8.19
1.9363,-425.6704,-350.3737,-366.3837,-7.8631,1.1865,-2.9459,8.48
1.9461,-425.6605,-350.3639,-366.3739,-7.3669,2.1601,-2.589,8.1
1.9543,-425.6524,-350.3557,-366.3657,-6.4681,2.9143,-2.2198,7.43
1.9616,-425.645,-350.3484,-366.3584,-5.1217,3.4429,-1.9696,6.48
1.9775,-425.6292,-350.3325,-366.3425,-0.7925,3.6852,-2.5821,4.57
1.9871,-425.6195,-350.3229,-366.3329,0.8495,3.4843,-2.4025,4.32
1.9966,-425.6101,-350.3134,-366.3234,1.9395,3.1939,-2.0818,4.28
2.0044,-425.6022,-350.3056,-366.3156,2.8895,3.0221,-1.8776,4.58
2.0105,-425.5962,-350.2995,-366.3095,3.6104,3.2717,-1.8186,5.2
2.0208,-425.5859,-350.2892,-366.2992,3.7578,3.4336,-1.4666,5.3
2.0349,-425.5717,-350.2751,-366.2851,4.3165,2.8195,-1.1858,5.29
2.0452,-425.5615,-350.2648,-366.2748,4.6266,1.9369,-1.902,5.36
2.0545,-425.5521,-350.2555,-366.2655,4.6871,1.115,-2.3418,5.36
2.0608,-425.5459,-350.2492,-366.2592,4.6008,0.3667,-2.3945,5.2
2.0713,-425.5354,-350.2387,-366.2487,4.2714,-0.1939,-2.444,4.93
2.0846,-425.522,-350.2254,-366.2354,3.7582,-0.4975,-1.6582,4.14
2.0952,-425.5114,-350.2148,-366.2248,2.9109,-0.8096,-1.3116,3.29
2.104,-425.5026,-350.206,-366.216,2.0104,-1.2736,-0.9198,2.55
2.1101,-425.4965,-350.1999,-366.2099,1.2686,-1.4212,-0.3794,1.94
2.121,-425.4856,-350.189,-366.199,0.5813,-1.406,-0.3525,1.56
2.1338,-425.4729,-350.1762,-366.1862,0.3234,-1.2585,0.2747,1.33
2.1448,-425.4619,-350.1652,-366.1752,-0.2736,-1.2062,0.1457,1.25
2.1537,-425.4529,-350.1563,-366.1663,-1.0667,-1.5668,-0.2319,1.91
2.1599,-425.4467,-350.1501,-366.1601,-0.8456,-1.4325,-0.9091,1.9
2.1699,-425.4367,-350.1401,-366.1501,-1.0611,-1.1043,-1.4309,2.1
2.1829,-425.4238,-350.1271,-366.1371,-1.018,-1.4798,-0.4495,1.85
2.1948,-425.4119,-350.1152,-366.1252,-0.708,-1.5299,-0.22,1.7
2.2038,-425.4029,-350.1062,-366.1162,-0.5416,-1.5493,-0.1155,1.65
2.2099,-425.3967,-350.1001,-366.1101,-0.683,-1.5262,0.0387,1.67
2.2201,-425.3865,-350.0899,-366.0999,-1.1344,-1.2572,0.2506,1.71
2.2324,-425.3742,-350.0776,-366.0876,-1.069,-0.8568,-1.009,1.7
2.2458,-425.3608,-350.0642,-366.0742,-1.6396,-0.9133,-1.4286,2.36
2.2542,-425.3524,-350.0558,-366.0658,-2.454,-0.9565,-1.0151,2.82
2.2615,-425.3452,-350.0485,-366.0585,-2.5621,-0.9229,-0.4084,2.75
2.274,-425.3327,-350.036,-366.046,-2.9734,-1.4799,0.3515,3.34
2.2858,-425.3208,-350.0242,-366.0342,-2.8096,-2.0057,0.6526,3.51
2.2952,-425.3115,-350.0148,-366.0248,-2.526,-2.519,0.9692,3.7
2.3052,-425.3015,-350.0048,-366.0148,-2.1519,-2.5664,0.742,3.43
2.3128,-425.2938,-349.9972,-366.0072,-1.4162,-2.316,0.3596,2.74
2.3209,-425.2858,-349.9891,-365.9991,-0.4792,-1.79,0.1135,1.86
2.3312,-425.2754,-349.9788,-365.9888,1.6249,-0.2546,-2.0546,2.63
2.3405,-425.2661,-349.9695,-365.9795,1.6716,0.8978,-3.2225,3.74
2.3559,-425.2508,-349.9541,-365.9641,2.0973,1.9868,-2.5563,3.86
2.3646,-425.2421,-349.9454,-365.9554,2.3176,2.3126,-2.1736,3.93
2.3724,-425.2343,-349.9376,-365.9476,2.8115,2.5095,-2.0277,4.28
2.3812,-425.2255,-349.9288,-365.9388,2.6323,2.6298,-2.377,4.42
2.3973,-425.2094,-349.9127,-365.9227,1.6997,2.1312,-2.8257,3.93
2.4053,-425.2013,-349.9047,-365.9147,1.241,1.5223,-2.7194,3.35
2.4136,-425.193,-349.8964,-365.9064,0.4278,0.7937,-2.4154,2.58
2.4218,-425.1848,-349.8882,-365.8982,0.0676,-1.1451,-1.6289,1.99
2.4399,-425.1668,-349.8701,-365.8801,-0.9178,-3.1887,-2.2325,4.0
2.4478,-425.1589,-349.8622,-365.8722,-1.7084,-2.3448,-1.5962,3.31
2.4552,-425.1514,-349.8548,-365.8648,-2.4163,-1.6034,-0.8813,3.03
2.4633,-425.1433,-349.8467,-365.8567,-3.0413,-1.56,-1.0011,3.56
2.4712,-425.1355,-349.8388,-365.8488,-3.096,-1.4502,-1.1208,3.6
2.488,-425.1186,-349.822,-365.832,-2.7732,-0.5147,-0.2235,2.83
2.4959,-425.1107,-349.8141,-365.8241,-3.1964,-0.7463,-1.0502,3.45
2.5042,-425.1025,-349.8058,-365.8158,-2.9716,-0.9149,-1.6629,3.53
2.5123,-425.0944,-349.7977,-365.8077,-2.0631,-0.4277,-0.6598,2.21
2.5206,-425.086,-349.7894,-365.7994,-1.8652,-0.3811,0.3732,1.94
2.5373,-425.0694,-349.7727,-365.7827,-2.2628,-0.7427,1.6669,2.91
2.5456,-425.061,-349.7644,-365.7744,-2.1532,-0.9718,1.9179,3.04
2.5537,-425.053,-349.7563,-365.7663,-2.155,-0.9523,1.8924,3.02
2.5618,-425.0448,-349.7482,-365.7582,-2.1393,-0.9657,1.4943,2.78
2.5726,-425.0341,-349.7374,-365.7474,-1.4857,-1.1052,0.9537,2.08
2.5818,-425.0249,-349.7282,-365.7382,-0.6884,-1.1092,0.6985,1.48
2.5951,-425.0115,-349.7149,-365.7249,-0.5047,-1.0851,-0.4273,1.27
2.6035,-425.0031,-349.7065,-365.7165,-1.4372,-1.1245,-0.4461,1.88
2.6111,-424.9956,-349.6989,-365.7089,-2.421,-1.1751,-0.0934,2.69
2.62,-424.9867,-349.69,-365.7,-2.7608,-1.0966,0.1054,2.97
2.6359,-424.9708,-349.6741,-365.6841,-3.9447,-0.3244,0.3057,3.97
2.6444,-424.9623,-349.6656,-365.6756,-4.9739,2.8527,1.7164,5.99
2.6524,-424.9543,-349.6576,-365.6676,-2.1072,-1.798,0.0633,2.77
2.6606,-424.946,-349.6494,-365.6594,-2.5747,-0.4748,-2.3402,3.51
2.6771,-424.9295,-349.6329,-365.6429,-0.5539,-0.1566,-0.8103,0.99
2.6865,-424.9202,-349.6235,-365.6335,-0.1775,-0.0812,-1.3016,1.32
2.6957,-424.9109,-349.6143,-365.6243,0.4082,0.3352,-1.2473,1.35
2.702,-424.9046,-349.608,-365.618,-0.3272,0.4999,-0.0192,0.6
2.7102,-424.8964,-349.5998,-365.6098,-0.7558,0.5795,0.8594,1.28
2.7268,-424.8798,-349.5832,-365.5932,-1.9921,1.3805,1.0176,2.63
2.735,-424.8717,-349.575,-365.585,-1.728,1.632,0.6667,2.47
2.7433,-424.8634,-349.5667,-365.5767,-1.2904,1.9618,0.728,2.46
2.7525,-424.8542,-349.5575,-365.5675,-0.5444,1.8348,0.5502,1.99
2.7605,-424.8462,-349.5495,-365.5595,0.1509,1.6476,0.3048,1.68
2.77,-424.8367,-349.54,-365.55,0.0435,1.7834,0.6663,1.9
2.7844,-424.8222,-349.5256,-365.5356,0.9486,1.375,0.4938,1.74
2.7953,-424.8114,-349.5147,-365.5247,0.2147,1.3244,0.3025,1.38
2.8024,-424.8043,-349.5076,-365.5176,-0.1868,0.9488,0.0834,0.97
2.81,-424.7966,-349.5,-365.51,0.958,1.2897,-0.3574,1.65
2.826,-424.7806,-349.484,-365.494,-0.1434,2.5887,0.1715,2.6
2.8362,-424.7704,-349.4738,-365.4838,-0.0859,2.0723,0.4211,2.12
2.8451,-424.7615,-349.4649,-365.4749,0.1947,1.8421,-0.5789,1.94
2.8527,-424.7539,-349.4573,-365.4673,-0.1759,1.7848,-0.6841,1.92
2.8621,-424.7445,-349.4479,-365.4579,-0.8669,1.6923,-0.5619,1.98
2.8756,-424.7311,-349.4344,-365.4444,0.0425,3.2314,0.1779,3.24
2.8865,-424.7202,-349.4235,-365.4335,-0.4631,3.1638,-0.1358,3.2
2.8957,-424.711,-349.4143,-365.4243,-0.2225,2.6741,-0.3238,2.7
2.9019,-424.7047,-349.4081,-365.4181,0.0418,2.249,0.6465,2.34
2.9102,-424.6965,-349.3998,-365.4098,0.2909,1.8498,1.5771,2.45
2.925,-424.6817,-349.385,-365.395,1.6551,0.9503,1.7493,2.59
2.9365,-424.6701,-349.3735,-365.3835,2.649,0.4642,1.8648,3.27
2.9453,-424.6613,-349.3647,-365.3747,3.2951,0.131,1.389,3.58
2.9518,-424.6548,-349.3582,-365.3682,3.6244,0.0416,1.2652,3.84
2.961,-424.6457,-349.349,-365.359,4.7157,-0.6095,0.6766,4.8
2.974,-424.6326,-349.336,-365.346,4.8844,-1.2524,0.2983,5.05
2.9866,-424.6201,-349.3234,-365.3334,4.5893,-1.938,-0.2837,4.99
2.995,-424.6117,-349.315,-365.325,3.0401,-1.5175,-0.1989,3.4
3.0035,-424.6031,-349.3065,-365.3165,1.9289,-1.1233,-0.0403,2.23
3.0126,-424.5941,-349.2974,-365.3074,0.6868,-0.9288,-0.2593,1.18
3.0238,-424.5828,-349.2862,-365.2962,-1.4902,-1.2742,-0.8236,2.13
3.0352,-424.5715,-349.2748,-365.2848,-1.8185,-1.658,-0.5066,2.51
3.0433,-424.5634,-349.2667,-365.2767,-1.7001,-2.009,-0.5009,2.68
3.057,-424.5497,-349.253,-365.263,0.6074,-1.8141,-1.6041,2.5
3.0645,-424.5421,-349.2455,-365.2555,0.2194,-1.6105,-1.9328,2.53
3.0731,-424.5336,-349.2369,-365.2469,0.2943,-1.8694,-2.6706,3.27
3.0815,-424.5251,-349.2285,-365.2385,1.0485,-2.2977,-2.664,3.67
3.0901,-424.5165,-349.2199,-365.2299,1.4639,-2.5237,-2.265,3.69
3.1076,-424.4991,-349.2024,-365.2124,2.3301,-2.1356,-1.4473,3.48
3.1139,-424.4927,-349.1961,-365.2061,2.3473,-1.9115,-1.6227,3.43
3.1223,-424.4844,-349.1877,-365.1977,1.9382,-1.5285,-1.9647,3.15
3.1314,-424.4752,-349.1786,-365.1886,1.7959,-0.6948,-2.1498,2.89
3.1472,-424.4594,-349.1628,-365.1728,1.2029,-0.3313,-3.5819,3.79
3.1555,-424.4511,-349.1545,-365.1645,-0.8912,0.9461,-3.0379,3.3
3.1635,-424.4431,-349.1465,-365.1565,-1.7905,1.6284,-1.4819,2.84
3.1714,-424.4352,-349.1386,-365.1486,-1.2518,1.3206,-1.4706,2.34
3.1804,-424.4263,-349.1296,-365.1396,-1.7783,1.1768,-1.6201,2.68
3.1964,-424.4103,-349.1136,-365.1236,-2.582,0.2779,0.001,2.6
3.2049,-424.4017,-349.1051,-365.1151,-2.25,-0.3713,0.7681,2.41
3.2129,-424.3938,-349.0971,-365.1071,-2.0834,-1.3583,-0.2049,2.5
3.2211,-424.3856,-349.0889,-365.0989,-2.1366,-1.9024,-0.643,2.93
