time_phone_s,t_from_ride_start_s,time_on_alex_video_s,time_on_ryan_video_s,ax_ms2,ay_ms2,az_ms2,aT_ms2
175.4911,-325.1159,-166.0889,-273.3289,0.0354,-0.0433,-0.0116,0.06
175.5033,-325.1038,-166.0767,-273.3167,0.0503,-0.0948,-0.0737,0.13
175.5033,-325.1037,-166.0767,-273.3167,0.0709,-0.068,-0.0747,0.12
175.5155,-325.0915,-166.0645,-273.3045,0.0462,-0.0291,-0.0302,0.06
175.5282,-325.0788,-166.0518,-273.2918,0.029,0.0121,0.0167,0.04
175.5408,-325.0662,-166.0392,-273.2792,0.0474,0.061,-0.0235,0.08
175.5539,-325.0531,-166.0261,-273.2661,0.0566,0.0303,-0.0674,0.09
175.554,-325.0531,-166.026,-273.266,0.0538,-0.0029,-0.0729,0.09
175.5665,-325.0406,-166.0135,-273.2535,0.0608,-0.0119,-0.0739,0.1
175.5807,-325.0263,-165.9993,-273.2393,0.0485,-0.0019,-0.0484,0.07
175.5932,-325.0139,-165.9868,-273.2268,0.055,-0.0228,-0.0592,0.08
175.5933,-325.0138,-165.9867,-273.2267,0.0497,-0.0297,-0.0598,0.08
175.6052,-325.0018,-165.9748,-273.2148,0.0517,-0.0198,-0.0459,0.07
175.6176,-324.9894,-165.9624,-273.2024,0.0277,0.0139,-0.0319,0.04
175.6302,-324.9768,-165.9498,-273.1898,0.0063,0.0122,-0.0357,0.04
175.6428,-324.9642,-165.9372,-273.1772,0.016,-0.0185,-0.0316,0.04
175.6429,-324.9641,-165.9371,-273.1771,0.0258,-0.0347,-0.0278,0.05
175.655,-324.9521,-165.925,-273.165,0.0188,-0.0461,-0.0216,0.05
175.6675,-324.9395,-165.9125,-273.1525,0.0287,-0.0479,-0.042,0.07
175.6798,-324.9272,-165.9002,-273.1402,-0.002,0.0369,-0.0078,0.04
175.6923,-324.9147,-165.8877,-273.1277,0.0123,0.0564,-0.0564,0.08
175.6925,-324.9146,-165.8875,-273.1275,0.036,0.0567,-0.1407,0.16
175.7051,-324.9019,-165.8749,-273.1149,0.0571,0.0259,-0.1652,0.18
175.7221,-324.8849,-165.8579,-273.0979,0.0688,-0.0119,-0.1136,0.13
175.7222,-324.8848,-165.8578,-273.0978,0.0397,-0.023,-0.017,0.05
175.735,-324.8721,-165.845,-273.085,-0.0033,-0.0197,0.0676,0.07
175.7473,-324.8597,-165.8327,-273.0727,-0.0005,0.0343,-0.0186,0.04
175.7601,-324.8469,-165.8199,-273.0599,0.0403,0.0489,-0.1363,0.15
175.7724,-324.8346,-165.8076,-273.0476,0.0282,0.0305,-0.1545,0.16
175.785,-324.822,-165.795,-273.035,0.0092,-0.0021,-0.0532,0.05
175.7851,-324.8219,-165.7949,-273.0349,-0.0264,-0.025,0.0262,0.04
175.7975,-324.8096,-165.7825,-273.0225,-0.0091,-0.0336,0.0723,0.08
175.81,-324.7971,-165.77,-273.01,0.0367,-0.045,0.0378,0.07
175.8223,-324.7848,-165.7577,-272.9977,0.0778,-0.028,-0.1494,0.17
175.835,-324.772,-165.745,-272.985,0.0612,0.0007,-0.178,0.19
175.8351,-324.7719,-165.7449,-272.9849,0.0469,0.0295,-0.1399,0.15
175.8474,-324.7596,-165.7326,-272.9726,0.018,0.0395,-0.0999,0.11
175.86,-324.747,-165.72,-272.96,0.0086,0.0328,-0.0625,0.07
175.8722,-324.7348,-165.7078,-272.9478,0.0042,0.0028,0.0026,0.01
175.8849,-324.7222,-165.6951,-272.9351,-0.0027,-0.011,0.011,0.02
175.885,-324.7221,-165.695,-272.935,-0.0145,-0.0322,0.008,0.04
175.897,-324.71,-165.683,-272.923,0.0072,-0.027,-0.0022,0.03
175.9103,-324.6967,-165.6697,-272.9097,0.0288,0.0043,-0.0026,0.03
175.9271,-324.68,-165.6529,-272.8929,0.0503,0.0114,-0.0097,0.05
175.9272,-324.6798,-165.6528,-272.8928,0.0358,0.0088,-0.0524,0.06
175.9401,-324.667,-165.6399,-272.8799,0.0213,0.0133,-0.1045,0.11
175.9527,-324.6544,-165.6273,-272.8673,-0.0057,0.0436,-0.1605,0.17
175.9648,-324.6422,-165.6152,-272.8552,0.0201,0.017,-0.16,0.16
175.965,-324.6421,-165.615,-272.855,0.0172,0.0074,-0.1145,0.12
175.9772,-324.6298,-165.6028,-272.8428,0.031,-0.0092,-0.0454,0.06
175.9894,-324.6176,-165.5906,-272.8306,0.0233,-0.0256,-0.0126,0.04
176.002,-324.605,-165.578,-272.818,0.0416,-0.0516,-0.006,0.07
176.0141,-324.5929,-165.5659,-272.8059,0.0342,-0.0591,-0.0127,0.07
176.0142,-324.5928,-165.5658,-272.8058,0.041,-0.0357,-0.0045,0.05
176.0265,-324.5806,-165.5535,-272.7935,0.0598,0.009,-0.0056,0.06
176.039,-324.568,-165.541,-272.781,0.0355,0.0705,-0.016,0.08
176.0515,-324.5555,-165.5285,-272.7685,0.0135,0.1168,-0.1162,0.17
176.0637,-324.5434,-165.5163,-272.7563,0.0202,0.1065,-0.1867,0.22
176.0638,-324.5433,-165.5162,-272.7562,0.0437,0.0724,-0.2169,0.23
176.0761,-324.531,-165.5039,-272.7439,0.0553,0.0338,-0.2043,0.21
176.0884,-324.5186,-165.4916,-272.7316,0.0383,0.0121,-0.1609,0.17
176.101,-324.506,-165.479,-272.719,0.0307,-0.0045,-0.0367,0.05
176.1134,-324.4936,-165.4666,-272.7066,0.0111,-0.0211,0.0229,0.03
176.1135,-324.4936,-165.4665,-272.7065,-0.0131,-0.0332,0.0445,0.06
176.1272,-324.4798,-165.4528,-272.6928,-0.0062,-0.0574,0.0211,0.06
176.1391,-324.4679,-165.4409,-272.6809,0.031,-0.0205,-0.0291,0.05
176.1442,-324.4629,-165.4358,-272.6758,0.0306,0.0146,-0.0659,0.07
176.154,-324.453,-165.426,-272.666,0.0303,0.0568,-0.0835,0.11
176.1663,-324.4407,-165.4137,-272.6537,0.03,0.092,-0.1419,0.17
176.1791,-324.4279,-165.4009,-272.6409,0.0274,0.0336,-0.0971,0.11
176.1934,-324.4136,-165.3866,-272.6266,0.0224,0.0189,-0.0943,0.1
176.1946,-324.4124,-165.3854,-272.6254,0.0079,0.0117,-0.0773,0.08
176.2046,-324.4024,-165.3754,-272.6154,0.0266,0.0182,-0.1217,0.13
176.2224,-324.3846,-165.3576,-272.5976,0.05,0.0249,-0.0609,0.08
176.2225,-324.3846,-165.3575,-272.5975,0.0497,-0.0039,-0.0034,0.05
176.2357,-324.3713,-165.3443,-272.5843,-0.0012,-0.0789,0.0386,0.09
176.2446,-324.3624,-165.3354,-272.5754,-0.0089,-0.0583,0.0212,0.06
176.2575,-324.3496,-165.3225,-272.5625,-0.0024,0.0218,-0.029,0.04
176.2704,-324.3366,-165.3096,-272.5496,0.0155,0.1433,-0.1744,0.23
176.2827,-324.3243,-165.2973,-272.5373,0.0342,0.1327,-0.1797,0.23
176.2846,-324.3225,-165.2954,-272.5354,0.0364,0.065,-0.1402,0.16
176.2953,-324.3117,-165.2847,-272.5247,-0.0042,-0.0095,-0.0343,0.04
176.3075,-324.2995,-165.2725,-272.5125,-0.0304,-0.0529,0.0046,0.06
176.3203,-324.2867,-165.2597,-272.4997,0.0294,-0.0572,-0.1046,0.12
176.3325,-324.2745,-165.2475,-272.4875,0.072,-0.0107,-0.2647,0.27
176.334,-324.273,-165.246,-272.486,0.0906,0.0619,-0.3026,0.32
176.3459,-324.2612,-165.2341,-272.4741,0.0781,0.1301,-0.25,0.29
176.3583,-324.2488,-165.2217,-272.4617,0.0203,0.1293,-0.1624,0.21
176.3709,-324.2361,-165.2091,-272.4491,-0.0088,-0.0219,-0.0372,0.04
176.3832,-324.2239,-165.1968,-272.4368,-0.0185,-0.0554,0.013,0.06
176.3835,-324.2236,-165.1965,-272.4365,-0.0138,-0.0433,0.0391,0.06
176.396,-324.211,-165.184,-272.424,-0.0282,-0.0312,0.0413,0.06
176.4098,-324.1972,-165.1702,-272.4102,0.0003,-0.0169,0.015,0.02
176.4217,-324.1853,-165.1583,-272.3983,0.0288,-0.0033,-0.017,0.03
176.4341,-324.1729,-165.1459,-272.3859,0.0214,0.0222,-0.0299,0.04
176.4342,-324.1728,-165.1458,-272.3858,0.0115,0.0331,-0.0686,0.08
176.4463,-324.1607,-165.1337,-272.3737,0.004,0.0129,-0.1648,0.17
176.4589,-324.1481,-165.121,-272.361,0.0391,0.0227,-0.1465,0.15
176.4656,-324.1415,-165.1144,-272.3544,0.0104,0.0675,-0.0997,0.12
176.4736,-324.1334,-165.1064,-272.3464,-0.0206,0.0791,-0.0775,0.11
176.4837,-324.1233,-165.0963,-272.3363,-0.0158,0.0165,-0.0983,0.1
176.497,-324.11,-165.083,-272.323,0.013,-0.0443,-0.0655,0.08
176.5096,-324.0974,-165.0704,-272.3104,0.0249,-0.0331,-0.0017,0.04
176.5219,-324.0851,-165.0581,-272.2981,0.0057,-0.0014,-0.0104,0.01
176.5344,-324.0727,-165.0456,-272.2856,0.0196,-0.0074,-0.0703,0.07
176.5345,-324.0726,-165.0455,-272.2855,0.0524,-0.0422,-0.1255,0.14
176.5468,-324.0602,-165.0332,-272.2732,0.0421,-0.0388,-0.1349,0.15
176.5592,-324.0478,-165.0208,-272.2608,0.0296,-0.0065,-0.1064,0.11
176.5722,-324.0348,-165.0078,-272.2478,0.0121,0.0895,-0.0903,0.13
176.585,-324.022,-164.995,-272.235,0.0164,0.0932,-0.0883,0.13
176.5851,-324.0219,-164.9949,-272.2349,0.0447,0.0562,-0.0793,0.11
176.5975,-324.0095,-164.9825,-272.2225,0.0492,-0.0021,-0.0585,0.08
176.6104,-323.9966,-164.9696,-272.2096,0.0607,-0.0494,-0.0743,0.11
176.624,-323.9831,-164.956,-272.196,0.0484,-0.0504,-0.0797,0.11
176.6241,-323.9829,-164.9559,-272.1959,0.0529,0.0037,-0.0778,0.09
176.6373,-323.9697,-164.9427,-272.1827,0.0525,0.0555,-0.069,0.1
176.6492,-323.9578,-164.9308,-272.1708,0.0186,0.0833,-0.0793,0.12
176.6621,-323.9449,-164.9179,-272.1579,0.0106,0.0504,-0.0904,0.1
176.6744,-323.9326,-164.9056,-272.1456,0.02,0.0281,-0.0866,0.09
176.6745,-323.9325,-164.9055,-272.1455,0.0006,-0.0059,-0.0664,0.07
176.687,-323.92,-164.893,-272.133,-0.0068,-0.0256,-0.0488,0.06
176.6994,-323.9076,-164.8806,-272.1206,0.012,-0.0404,-0.0336,0.05
176.7121,-323.8949,-164.8679,-272.1079,0.0234,-0.0417,-0.0886,0.1
176.7244,-323.8826,-164.8556,-272.0956,0.0472,-0.0066,-0.1015,0.11
176.7245,-323.8825,-164.8555,-272.0955,0.0565,0.0168,-0.0405,0.07
176.737,-323.8701,-164.843,-272.083,0.049,0.0307,0.0106,0.06
176.7492,-323.8578,-164.8308,-272.0708,0.0462,-0.0224,-0.0126,0.05
176.7619,-323.8452,-164.8181,-272.0581,-0.0022,-0.0261,0.0162,0.03
176.7741,-323.8329,-164.8059,-272.0459,0.0073,0.021,0.0057,0.02
176.7742,-323.8328,-164.8058,-272.0458,0.0025,0.0826,-0.041,0.09
176.7867,-323.8203,-164.7933,-272.0333,0.0003,0.1036,-0.083,0.13
176.7992,-323.8078,-164.7808,-272.0208,0.0027,0.0527,-0.1106,0.12
176.812,-323.795,-164.768,-272.008,-0.0327,-0.0586,-0.0125,0.07
176.8121,-323.7949,-164.7679,-272.0079,0.0009,-0.0714,0.0082,0.07
176.8244,-323.7826,-164.7556,-271.9956,0.0438,-0.0583,-0.023,0.08
176.8372,-323.7698,-164.7428,-271.9828,0.0746,-0.0192,-0.1206,0.14
176.8518,-323.7552,-164.7282,-271.9682,0.0685,0.0973,-0.2605,0.29
176.864,-323.743,-164.716,-271.956,-0.0034,0.1228,-0.1848,0.22
176.8641,-323.7429,-164.7159,-271.9559,-0.0489,0.0675,-0.067,0.11
176.8766,-323.7305,-164.7034,-271.9434,-0.0632,-0.0042,0.0069,0.06
176.8892,-323.7178,-164.6908,-271.9308,-0.0462,-0.0805,0.0495,0.11
176.9019,-323.7051,-164.6781,-271.9181,0.0093,-0.126,0.0376,0.13
176.9143,-323.6927,-164.6657,-271.9057,0.0217,-0.0976,0.0071,0.1
176.9144,-323.6926,-164.6656,-271.9056,0.008,-0.0407,0.0059,0.04
176.9268,-323.6802,-164.6532,-271.8932,0.0326,0.0017,-0.0049,0.03
176.9389,-323.6681,-164.6411,-271.8811,0.0599,0.0411,-0.0646,0.1
176.9516,-323.6554,-164.6284,-271.8684,0.0458,0.0407,-0.1044,0.12
176.9643,-323.6427,-164.6157,-271.8557,0.0177,0.0358,-0.0996,0.11
176.9769,-323.6301,-164.6031,-271.8431,0.0107,0.0435,-0.0573,0.07
176.977,-323.63,-164.603,-271.843,-0.0107,0.0153,-0.0177,0.03
176.9892,-323.6179,-164.5908,-271.8308,-0.0056,-0.0223,-0.0022,0.02
177.0017,-323.6053,-164.5783,-271.8183,0.009,-0.0624,0.0159,0.07
177.0142,-323.5928,-164.5658,-271.8058,0.0287,-0.0691,0.1179,0.14
177.0267,-323.5804,-164.5533,-271.7933,0.0195,-0.0742,0.116,0.14
177.0268,-323.5803,-164.5532,-271.7932,0.0125,-0.0413,0.079,0.09
177.0392,-323.5678,-164.5408,-271.7808,0.0005,-0.0303,0.0114,0.03
177.0522,-323.5548,-164.5278,-271.7678,0.01,-0.0172,-0.0653,0.07
177.0523,-323.5548,-164.5277,-271.7677,0.0124,-0.0017,-0.1107,0.11
177.0674,-323.5396,-164.5126,-271.7526,0.0101,0.0307,-0.1493,0.15
177.0797,-323.5273,-164.5003,-271.7403,0.0248,0.0561,-0.15,0.16
177.0922,-323.5148,-164.4878,-271.7278,0.0286,0.0122,-0.1219,0.13
177.0923,-323.5147,-164.4877,-271.7277,0.0461,-0.0237,-0.0764,0.09
177.105,-323.5021,-164.475,-271.715,0.052,-0.0379,-0.0001,0.06
177.1177,-323.4894,-164.4623,-271.7023,0.058,-0.0425,0.0091,0.07
177.1303,-323.4768,-164.4497,-271.6897,0.0394,-0.0111,0.004,0.04
177.1432,-323.4638,-164.4368,-271.6768,0.0166,-0.0112,-0.0006,0.02
177.1433,-323.4637,-164.4367,-271.6767,0.0105,-0.002,-0.0142,0.02
177.1557,-323.4514,-164.4243,-271.6643,0.0161,0.0047,-0.0324,0.04
177.1687,-323.4384,-164.4113,-271.6514,0.031,-0.0077,-0.0602,0.07
177.1817,-323.4253,-164.3983,-271.6383,0.0314,-0.0258,-0.0935,0.1
177.1973,-323.4097,-164.3827,-271.6227,0.0076,-0.0313,-0.0754,0.08
177.1975,-323.4095,-164.3825,-271.6225,-0.0041,-0.0297,-0.0738,0.08
177.2121,-323.3949,-164.3679,-271.6079,0.0105,-0.0091,-0.096,0.1
177.2122,-323.3948,-164.3678,-271.6078,0.0491,0.0306,-0.142,0.15
177.2252,-323.3818,-164.3548,-271.5948,0.0782,0.0512,-0.1307,0.16
177.2375,-323.3695,-164.3425,-271.5825,0.0484,-0.0119,-0.026,0.06
177.2499,-323.3572,-164.3301,-271.5701,0.0159,-0.0573,0.0577,0.08
177.2627,-323.3443,-164.3173,-271.5573,-0.0108,-0.0645,0.022,0.07
177.2754,-323.3317,-164.3046,-271.5446,0.0116,-0.0002,-0.0732,0.07
177.2755,-323.3316,-164.3045,-271.5445,0.0697,0.007,-0.0922,0.12
177.2877,-323.3194,-164.2923,-271.5323,0.0636,0.0121,-0.0234,0.07
177.3001,-323.307,-164.2799,-271.5199,0.0312,-0.009,0.0356,0.05
177.3123,-323.2947,-164.2677,-271.5077,0.024,-0.0661,0.1237,0.14
177.3246,-323.2824,-164.2554,-271.4954,0.0535,-0.0928,0.0646,0.13
177.3247,-323.2823,-164.2553,-271.4953,0.081,-0.0673,-0.0439,0.11
177.3376,-323.2694,-164.2424,-271.4824,0.0847,0.001,-0.1445,0.17
177.3501,-323.2569,-164.2299,-271.4699,0.0694,0.0671,-0.1594,0.19
177.3625,-323.2445,-164.2175,-271.4575,0.0226,0.076,-0.0671,0.1
177.3748,-323.2323,-164.2052,-271.4452,-0.0137,0.0235,-0.0169,0.03
177.3748,-323.2322,-164.2052,-271.4452,-0.0495,-0.0431,0.0374,0.08
177.3873,-323.2198,-164.1927,-271.4327,-0.0471,-0.0738,0.0534,0.1
177.3997,-323.2073,-164.1803,-271.4203,-0.0662,-0.1164,0.0718,0.15
177.4126,-323.1944,-164.1674,-271.4074,-0.0189,-0.0921,0.0403,0.1
177.4256,-323.1815,-164.1544,-271.3944,0.0094,-0.0492,-0.0119,0.05
177.4257,-323.1814,-164.1543,-271.3943,0.0111,-0.028,-0.0446,0.05
177.439,-323.168,-164.141,-271.381,0.0297,-0.0428,-0.0725,0.09
177.4518,-323.1552,-164.1282,-271.3682,0.129,-0.1034,-0.0349,0.17
177.4643,-323.1428,-164.1157,-271.3557,0.074,-0.123,-0.0052,0.14
177.4643,-323.1427,-164.1157,-271.3557,-0.0017,-0.078,-0.0137,0.08
177.4767,-323.1304,-164.1033,-271.3433,-0.0293,-0.0137,0.0135,0.04
177.4888,-323.1182,-164.0912,-271.3312,-0.066,-0.0021,0.048,0.08
177.5013,-323.1057,-164.0787,-271.3187,-0.0894,-0.0118,0.0775,0.12
177.5136,-323.0935,-164.0664,-271.3064,-0.0525,-0.0404,0.0751,0.1
177.5137,-323.0934,-164.0663,-271.3063,-0.0155,-0.0477,0.0946,0.11
177.526,-323.081,-164.054,-271.294,-0.0194,-0.0742,0.0378,0.09
177.5384,-323.0686,-164.0416,-271.2816,-0.0092,-0.0745,-0.0404,0.09
177.5509,-323.0561,-164.0291,-271.2691,0.0039,-0.0131,-0.1007,0.1
177.5635,-323.0436,-164.0165,-271.2565,0.0189,0.0179,-0.1003,0.1
177.5636,-323.0435,-164.0164,-271.2564,0.0386,-0.0084,-0.0978,0.11
177.576,-323.031,-164.004,-271.244,0.0348,-0.0152,-0.0334,0.05
177.5896,-323.0175,-163.9904,-271.2304,0.0382,-0.0292,-0.0148,0.05
177.6025,-323.0045,-163.9775,-271.2175,0.0076,-0.0737,0.0318,0.08
177.6026,-323.0044,-163.9774,-271.2174,-0.012,-0.0589,0.0383,0.07
177.6185,-322.9885,-163.9615,-271.2015,-0.0172,-0.0561,0.0403,0.07
177.6307,-322.9763,-163.9493,-271.1893,-0.0011,0.0141,0.0946,0.1
177.6434,-322.9636,-163.9366,-271.1766,0.008,0.0264,0.0943,0.1
177.6437,-322.9633,-163.9363,-271.1763,-0.0045,0.0218,0.1158,0.12
177.6613,-322.9457,-163.9187,-271.1587,-0.003,0.01,0.0943,0.09
177.6741,-322.9329,-163.9059,-271.1459,-0.0009,0.0202,0.0768,0.08
177.6866,-322.9204,-163.8934,-271.1334,-0.0024,0.0278,0.0596,0.07
177.6867,-322.9203,-163.8933,-271.1333,0.0078,0.0232,0.0522,0.06
177.6989,-322.9081,-163.8811,-271.1211,0.0322,0.0353,0.0211,0.05
177.7116,-322.8954,-163.8684,-271.1084,0.0327,0.0378,-0.0434,0.07
177.724,-322.883,-163.856,-271.096,0.0797,-0.0335,-0.1038,0.14
177.7366,-322.8704,-163.8434,-271.0834,0.0833,-0.0758,-0.0571,0.13
177.7367,-322.8703,-163.8433,-271.0833,0.0582,-0.0845,0.0277,0.11
177.7488,-322.8582,-163.8312,-271.0712,0.0283,-0.0813,0.0982,0.13
177.7613,-322.8457,-163.8187,-271.0587,0.0437,-0.0423,0.1404,0.15
177.7735,-322.8335,-163.8065,-271.0465,0.0556,0.0323,-0.0105,0.07
177.7861,-322.8209,-163.7939,-271.0339,0.045,0.0157,-0.068,0.08
177.7862,-322.8208,-163.7938,-271.0338,0.0179,-0.0244,0.0126,0.03
177.7983,-322.8087,-163.7817,-271.0217,0.0046,-0.1024,0.1356,0.17
177.8107,-322.7963,-163.7693,-271.0093,-0.0205,-0.178,0.2393,0.3
177.8233,-322.7837,-163.7567,-270.9967,-0.0397,-0.1839,0.2112,0.28
177.836,-322.7711,-163.744,-270.984,-0.0242,-0.108,0.1124,0.16
177.8361,-322.771,-163.7439,-270.9839,0.0082,0.0033,0.0409,0.04
177.8486,-322.7584,-163.7314,-270.9714,0.0426,0.0641,-0.016,0.08
177.8629,-322.7441,-163.7171,-270.9571,0.0388,0.0699,-0.0513,0.1
177.8631,-322.744,-163.7169,-270.9569,0.0421,0.0496,-0.0847,0.11
177.8748,-322.7322,-163.7052,-270.9452,0.0119,0.0225,-0.1212,0.12
177.8873,-322.7197,-163.6927,-270.9327,0.0106,-0.0014,-0.0823,0.08
177.8998,-322.7072,-163.6802,-270.9202,0.0037,-0.0485,-0.0332,0.06
177.9126,-322.6945,-163.6674,-270.9074,0.018,-0.1896,0.0845,0.21
177.9249,-322.6821,-163.6551,-270.8951,0.0273,-0.2266,0.1683,0.28
177.925,-322.682,-163.655,-270.895,0.0295,-0.2565,0.1948,0.32
177.9374,-322.6696,-163.6426,-270.8826,0.0338,-0.1956,0.2242,0.3
177.9498,-322.6573,-163.6302,-270.8702,0.0451,-0.1615,0.1754,0.24
177.9624,-322.6446,-163.6176,-270.8576,0.0507,-0.0732,0.0064,0.09
177.9748,-322.6323,-163.6052,-270.8452,0.0618,-0.0546,-0.0285,0.09
177.9748,-322.6322,-163.6052,-270.8452,0.0465,-0.0358,-0.0731,0.09
177.9871,-322.6199,-163.5929,-270.8329,-0.0069,-0.031,-0.0633,0.07
177.9995,-322.6076,-163.5805,-270.8205,-0.0173,-0.0187,-0.0206,0.03
178.0123,-322.5947,-163.5677,-270.8077,0.0211,-0.077,0.1634,0.18
178.0249,-322.5821,-163.5551,-270.7951,0.0243,-0.0951,0.2117,0.23
178.025,-322.582,-163.555,-270.795,0.063,-0.1231,0.1984,0.24
178.0372,-322.5698,-163.5428,-270.7828,0.111,-0.1058,0.1542,0.22
178.0498,-322.5573,-163.5302,-270.7702,0.1063,-0.0648,0.1177,0.17
178.0624,-322.5446,-163.5176,-270.7576,0.0474,0.0261,0.0056,0.05
178.075,-322.5321,-163.505,-270.745,0.0459,0.0495,-0.0509,0.08
178.0751,-322.532,-163.5049,-270.7449,0.0299,0.0396,-0.0692,0.09
178.0886,-322.5184,-163.4914,-270.7314,0.0473,0.013,-0.0448,0.07
178.101,-322.5061,-163.479,-270.719,0.0266,-0.0511,0.0572,0.08
178.1132,-322.4938,-163.4668,-270.7068,0.041,-0.0985,0.1066,0.15
178.1133,-322.4937,-163.4667,-270.7067,0.0454,-0.1267,0.1583,0.21
178.1257,-322.4813,-163.4543,-270.6943,0.0925,-0.1263,0.191,0.25
178.1379,-322.4691,-163.4421,-270.6821,0.0962,-0.1213,0.1857,0.24
178.1506,-322.4565,-163.4294,-270.6694,0.0584,-0.0307,0.0593,0.09
178.1629,-322.4442,-163.4171,-270.6571,0.0315,0.0166,0.0292,0.05
178.163,-322.4441,-163.417,-270.657,0.0238,0.0496,0.011,0.06
178.1753,-322.4318,-163.4047,-270.6447,0.0449,0.0612,0.0259,0.08
178.1882,-322.4189,-163.3918,-270.6318,0.0822,0.0159,0.1404,0.16
178.2002,-322.4068,-163.3798,-270.6198,0.0792,0.0018,0.1591,0.18
178.2034,-322.4036,-163.3766,-270.6166,0.0978,0.0211,0.106,0.15
178.2135,-322.3935,-163.3665,-270.6065,0.1211,0.0308,0.0697,0.14
178.2293,-322.3777,-163.3507,-270.5907,0.1439,-0.0117,0.0637,0.16
178.2383,-322.3687,-163.3417,-270.5817,0.1336,-0.0592,0.1132,0.18
178.2474,-322.3596,-163.3326,-270.5726,0.0753,-0.0924,0.1772,0.21
178.26,-322.347,-163.32,-270.56,0.0505,-0.0566,0.1581,0.18
178.2624,-322.3446,-163.3176,-270.5576,0.071,-0.0212,0.0489,0.09
178.273,-322.3341,-163.307,-270.547,0.1131,0.033,-0.0909,0.15
178.2873,-322.3197,-163.2927,-270.5327,0.1091,-0.0111,-0.0724,0.13
178.2998,-322.3072,-163.2802,-270.5202,0.0489,-0.061,0.0179,0.08
178.3037,-322.3034,-163.2763,-270.5163,0.0249,-0.0891,0.1435,0.17
178.3123,-322.2947,-163.2677,-270.5077,0.025,-0.1387,0.2285,0.27
178.3247,-322.2824,-163.2553,-270.4953,0.0419,-0.1602,0.1278,0.21
178.337,-322.27,-163.243,-270.483,0.1157,-0.104,-0.1044,0.19
178.3491,-322.2579,-163.2309,-270.4709,0.1368,-0.0762,-0.1172,0.2
178.362,-322.245,-163.218,-270.458,0.1403,-0.0243,-0.0655,0.16
178.3744,-322.2326,-163.2056,-270.4456,0.1394,-0.017,-0.061,0.15
178.3768,-322.2303,-163.2032,-270.4432,0.1478,-0.0309,-0.0453,0.16
178.3877,-322.2193,-163.1923,-270.4323,0.137,-0.0706,0.0006,0.15
178.4003,-322.2067,-163.1797,-270.4197,0.1169,-0.0838,0.0533,0.15
178.418,-322.189,-163.162,-270.402,0.1203,-0.0808,0.1337,0.2
178.4181,-322.1889,-163.1619,-270.4019,0.1457,-0.0915,0.1934,0.26
178.4309,-322.1761,-163.1491,-270.3891,0.159,-0.0834,0.1532,0.24
178.4342,-322.1728,-163.1458,-270.3858,0.1318,-0.0613,0.0659,0.16
178.4452,-322.1618,-163.1348,-270.3748,0.1357,-0.0396,-0.0111,0.14
178.4576,-322.1495,-163.1224,-270.3624,0.1205,-0.0395,-0.0904,0.16
178.4704,-322.1366,-163.1096,-270.3496,0.1403,-0.0246,-0.1251,0.19
178.483,-322.124,-163.097,-270.337,0.1106,-0.0476,-0.0718,0.14
178.4835,-322.1236,-163.0965,-270.3365,0.081,-0.0682,-0.0068,0.11
178.496,-322.111,-163.084,-270.324,0.0848,-0.0717,0.0745,0.13
178.5084,-322.0986,-163.0716,-270.3116,0.1149,-0.0776,0.1295,0.19
178.521,-322.086,-163.059,-270.299,0.1223,-0.052,0.083,0.16
178.5337,-322.0733,-163.0463,-270.2863,0.1285,-0.0351,-0.0059,0.13
178.5338,-322.0732,-163.0462,-270.2862,0.1276,-0.0329,-0.0536,0.14
178.5476,-322.0594,-163.0324,-270.2724,0.1197,-0.0211,-0.082,0.15
178.5619,-322.0451,-163.0181,-270.2581,0.1136,-0.0353,-0.0681,0.14
178.5658,-322.0412,-163.0142,-270.2542,0.1082,-0.0421,-0.0521,0.13
178.5745,-322.0325,-163.0055,-270.2455,0.1147,-0.0368,-0.0126,0.12
178.5869,-322.0202,-162.9931,-270.2331,0.0974,-0.0287,0.0193,0.1
178.5993,-322.0077,-162.9807,-270.2207,0.0919,-0.0351,0.0657,0.12
178.6121,-321.9949,-162.9679,-270.2079,0.085,-0.0339,0.0919,0.13
178.6287,-321.9784,-162.9513,-270.1913,0.0792,-0.0311,0.1006,0.13
178.6288,-321.9783,-162.9512,-270.1912,0.0901,0.0171,0.0902,0.13
178.6416,-321.9654,-162.9384,-270.1784,0.0894,0.0462,0.08,0.13
178.6542,-321.9529,-162.9258,-270.1658,0.051,0.0995,0.0166,0.11
178.6668,-321.9402,-162.9132,-270.1532,0.0252,0.0949,-0.015,0.1
178.6669,-321.9401,-162.9131,-270.1531,0.0545,0.0858,-0.054,0.12
178.6793,-321.9277,-162.9007,-270.1407,0.0907,0.0431,-0.074,0.12
178.6917,-321.9153,-162.8883,-270.1283,0.1098,0.0077,-0.0796,0.14
178.7041,-321.9029,-162.8759,-270.1159,0.1021,-0.0555,0.0109,0.12
178.7165,-321.8906,-162.8635,-270.1035,0.0465,-0.0401,0.0807,0.1
178.7166,-321.8905,-162.8634,-270.1034,0.0172,-0.0464,0.0862,0.1
178.7287,-321.8783,-162.8513,-270.0913,0.0259,-0.0359,0.0605,0.07
178.7416,-321.8655,-162.8384,-270.0784,0.0824,-0.0519,0.0756,0.12
178.7544,-321.8527,-162.8256,-270.0656,0.1112,-0.11,0.1607,0.22
