time_phone_s,t_from_ride_start_s,time_on_alex_video_s,time_on_ryan_video_s,ax_ms2,ay_ms2,az_ms2,aT_ms2
0.4255,-500.1815,-341.1545,-448.3945,-1.7128,-0.8215,-1.2725,2.29
0.4256,-500.1814,-341.1544,-448.3944,-1.9304,-0.6974,-1.9791,2.85
0.4394,-500.1676,-341.1406,-448.3806,-2.7345,-0.4685,-2.2762,3.59
0.4479,-500.1592,-341.1321,-448.3721,-3.0984,-0.5477,-1.9318,3.69
0.4563,-500.1507,-341.1237,-448.3637,-3.523,-0.4697,-1.4458,3.84
0.4681,-500.1389,-341.1119,-448.3519,-3.7827,-0.4035,-1.0625,3.95
0.4807,-500.1263,-341.0993,-448.3393,-3.8566,-0.7366,-0.7857,4.0
0.4977,-500.1094,-341.0823,-448.3223,-2.5341,-0.9781,-0.0817,2.72
0.4977,-500.1093,-341.0823,-448.3223,-1.8596,-0.8646,0.0597,2.05
0.5103,-500.0967,-341.0697,-448.3097,-1.2276,-0.7996,-0.1024,1.47
0.5134,-500.0936,-341.0666,-448.3066,-0.4816,-0.7279,-0.159,0.89
0.5348,-500.0722,-341.0452,-448.2852,0.6805,-1.0773,-1.1823,1.74
0.5385,-500.0686,-341.0415,-448.2815,0.9253,-1.412,-1.3379,2.15
0.5469,-500.0601,-341.0331,-448.2731,0.6773,-1.7178,-1.5106,2.39
0.5597,-500.0473,-341.0203,-448.2603,0.1768,-1.9041,-1.7441,2.59
0.5722,-500.0349,-341.0078,-448.2478,-0.1511,-2.0088,-1.8527,2.74
0.585,-500.022,-340.995,-448.235,-4.7906,-0.3081,0.2455,4.81
0.5876,-500.0194,-340.9924,-448.2324,-4.7871,0.0836,0.6658,4.83
0.5976,-500.0094,-340.9824,-448.2224,-4.4618,-0.2513,0.3519,4.48
0.604,-500.003,-340.976,-448.216,-0.8689,-2.6315,-0.728,2.87
0.6238,-499.9832,-340.9562,-448.1962,-0.3272,-2.3581,-0.4765,2.43
0.6291,-499.978,-340.9509,-448.1909,-0.0585,-1.9727,-0.7785,2.12
0.6373,-499.9698,-340.9427,-448.1827,-0.9626,-1.3609,-0.8439,1.87
0.6497,-499.9573,-340.9303,-448.1703,-1.3956,-1.1418,-0.7418,1.95
0.6538,-499.9533,-340.9262,-448.1662,-1.6036,-1.3879,-0.2872,2.14
0.67,-499.9371,-340.91,-448.15,-1.3283,-2.1599,1.4357,2.91
0.6789,-499.9281,-340.9011,-448.1411,-1.1323,-2.5471,2.6259,3.83
0.6866,-499.9204,-340.8934,-448.1334,-0.5155,-2.9032,3.3154,4.44
0.6952,-499.9118,-340.8848,-448.1248,-0.4247,-3.0464,3.9892,5.04
0.7033,-499.9037,-340.8767,-448.1167,-0.1488,-2.9794,4.167,5.12
0.7244,-499.8826,-340.8556,-448.0956,-0.1343,-2.336,2.3643,3.33
0.7276,-499.8794,-340.8524,-448.0924,-0.3449,-1.9046,1.7598,2.62
0.7369,-499.8702,-340.8431,-448.0831,-0.5419,-1.6062,1.2071,2.08
0.7497,-499.8573,-340.8303,-448.0703,-0.7496,-1.3674,0.5899,1.67
0.7623,-499.8447,-340.8177,-448.0577,0.0426,-1.7485,0.1101,1.75
0.7692,-499.8379,-340.8108,-448.0508,0.3804,-1.2243,0.9823,1.62
0.7778,-499.8292,-340.8022,-448.0422,0.0048,-0.3205,1.8973,1.92
0.7909,-499.8161,-340.7891,-448.0291,-0.3062,0.2024,2.3637,2.39
0.7936,-499.8135,-340.7864,-448.0264,-0.7426,0.2899,1.8191,1.99
0.8062,-499.8008,-340.7738,-448.0138,-0.9668,0.1113,0.8847,1.32
0.8196,-499.7874,-340.7604,-448.0004,-1.3782,0.2213,-0.476,1.47
0.8324,-499.7746,-340.7476,-447.9876,-1.652,0.754,-1.2863,2.23
0.8348,-499.7723,-340.7452,-447.9852,-1.6492,1.0229,-2.0142,2.8
0.8454,-499.7617,-340.7346,-447.9746,-2.21,1.5407,-2.1135,3.42
0.8601,-499.747,-340.7199,-447.9599,-2.1603,1.0928,-1.3833,2.79
0.8727,-499.7344,-340.7073,-447.9473,-0.1505,-1.6354,1.3754,2.14
0.8759,-499.7311,-340.7041,-447.9441,-0.1077,-1.8271,1.6386,2.46
0.8861,-499.7209,-340.6939,-447.9339,-0.3226,-1.2862,1.8959,2.31
0.8991,-499.7079,-340.6809,-447.9209,-0.1853,-0.7446,1.4503,1.64
0.912,-499.695,-340.668,-447.908,1.2747,-0.179,-1.5644,2.03
0.9247,-499.6823,-340.6553,-447.8953,2.9389,-0.2345,-2.668,3.98
0.9251,-499.6819,-340.6549,-447.8949,2.6292,0.4788,-3.2332,4.19
0.9375,-499.6696,-340.6425,-447.8825,1.5715,1.5857,-3.1759,3.88
0.9503,-499.6568,-340.6297,-447.8697,0.7916,2.3907,-2.4072,3.48
0.963,-499.644,-340.617,-447.857,4.1597,1.5942,-0.2661,4.46
0.9665,-499.6406,-340.6135,-447.8535,4.8403,2.3031,0.4777,5.38
0.9777,-499.6293,-340.6023,-447.8423,4.8732,2.9472,1.0437,5.79
0.9903,-499.6168,-340.5897,-447.8297,4.0489,3.5,1.8357,5.66
1.0036,-499.6035,-340.5764,-447.8164,2.5064,3.0958,2.687,4.8
1.0164,-499.5907,-340.5636,-447.8036,0.8756,2.6322,3.6613,4.59
1.0164,-499.5906,-340.5636,-447.8036,0.5871,1.5938,3.8072,4.17
1.0294,-499.5777,-340.5506,-447.7906,1.0435,0.5757,3.4931,3.69
1.0483,-499.5587,-340.5317,-447.7717,0.6418,-0.302,3.4303,3.5
1.0492,-499.5579,-340.5308,-447.7708,0.4274,-0.867,3.1739,3.32
1.0614,-499.5456,-340.5186,-447.7586,0.4824,-1.556,2.9807,3.4
1.0744,-499.5326,-340.5056,-447.7456,0.2647,-2.3263,3.0742,3.86
1.0745,-499.5326,-340.5055,-447.7455,0.2747,-2.4926,3.2539,4.11
1.0903,-499.5168,-340.4897,-447.7297,0.5336,-1.8141,2.9269,3.48
1.0988,-499.5082,-340.4812,-447.7212,0.4592,-1.7013,1.8403,2.55
1.1066,-499.5004,-340.4734,-447.7134,0.3558,-1.5928,0.1593,1.64
1.1162,-499.4908,-340.4638,-447.7038,0.3009,-1.5174,-1.5224,2.17
1.1291,-499.478,-340.4509,-447.6909,-0.3836,-1.253,-1.7552,2.19
1.1421,-499.4649,-340.4379,-447.6779,-0.9929,-1.0179,-1.1442,1.83
1.1545,-499.4525,-340.4255,-447.6655,-1.6882,-0.8229,0.4788,1.94
1.1676,-499.4394,-340.4124,-447.6524,-1.97,-1.2975,0.9054,2.53
1.1677,-499.4393,-340.4123,-447.6523,-2.2405,-1.6436,1.2389,3.04
1.1803,-499.4268,-340.3997,-447.6397,-2.4209,-1.6641,1.4619,3.28
1.1931,-499.414,-340.3869,-447.6269,-2.0817,-1.6896,1.4351,3.04
1.2056,-499.4014,-340.3744,-447.6144,-2.4428,-1.1913,0.1782,2.72
1.2057,-499.4013,-340.3743,-447.6143,-1.3948,-1.4538,-2.0369,2.86
1.219,-499.3881,-340.361,-447.601,-0.7633,-1.0309,-3.2629,3.51
1.2314,-499.3756,-340.3486,-447.5886,0.0618,-0.7639,-3.6331,3.71
1.2442,-499.3629,-340.3358,-447.5758,1.3369,-1.0276,-2.0005,2.62
1.2576,-499.3494,-340.3224,-447.5624,1.2624,-1.1836,-1.4731,2.27
1.2577,-499.3493,-340.3223,-447.5623,1.168,-1.3722,-1.2001,2.17
1.2714,-499.3357,-340.3086,-447.5486,1.1757,-1.2321,-1.0911,2.02
1.2842,-499.3228,-340.2958,-447.5358,0.0994,-0.2883,0.8079,0.86
1.2971,-499.3099,-340.2829,-447.5229,-0.8838,0.3312,1.4327,1.72
1.2973,-499.3098,-340.2827,-447.5227,-1.3933,0.8568,1.3986,2.15
1.3097,-499.2974,-340.2703,-447.5103,-1.043,0.964,1.5847,2.13
1.3223,-499.2848,-340.2577,-447.4977,-0.7679,0.9108,2.6629,2.92
1.3355,-499.2715,-340.2445,-447.4845,0.2731,0.1966,4.1017,4.12
1.3487,-499.2584,-340.2313,-447.4713,1.3253,-0.661,3.5037,3.8
1.3488,-499.2583,-340.2312,-447.4712,1.8789,-1.5883,3.1621,4.01
1.3616,-499.2454,-340.2184,-447.4584,2.2856,-2.0527,3.0386,4.32
1.3747,-499.2323,-340.2053,-447.4453,2.9304,-2.2029,2.3736,4.37
1.3748,-499.2322,-340.2052,-447.4452,3.422,-2.0335,1.2663,4.18
1.3878,-499.2193,-340.1922,-447.4322,3.1602,-1.494,0.3122,3.51
1.4008,-499.2063,-340.1792,-447.4192,2.6024,-1.0356,-0.3302,2.82
1.4134,-499.1936,-340.1666,-447.4066,1.3408,0.1878,-0.7291,1.54
1.4136,-499.1935,-340.1664,-447.4064,1.1795,0.3411,-1.3884,1.85
1.4266,-499.1804,-340.1534,-447.3934,1.2799,-0.3117,-0.901,1.6
1.4393,-499.1677,-340.1407,-447.3807,1.1211,-1.2108,0.3538,1.69
1.4523,-499.1547,-340.1277,-447.3677,0.5231,0.5684,1.9348,2.08
1.4655,-499.1415,-340.1145,-447.3545,1.2744,-1.6393,2.5311,3.27
1.4786,-499.1284,-340.1014,-447.3414,0.5633,-1.2625,2.446,2.81
1.4787,-499.1283,-340.1013,-447.3413,0.2621,-0.4684,1.8829,1.96
1.4921,-499.1149,-340.0879,-447.3279,-1.2966,0.7226,1.4608,2.08
1.5082,-499.0988,-340.0718,-447.3118,0.5072,-2.5503,1.4202,2.96
1.5083,-499.0987,-340.0717,-447.3117,-0.2763,-4.2061,5.9726,7.31
1.5211,-499.086,-340.0589,-447.2989,-0.4604,-3.6076,5.8076,6.85
1.5338,-499.0732,-340.0462,-447.2862,-0.8545,-0.9552,-1.0293,1.64
1.5466,-499.0604,-340.0334,-447.2734,-1.9791,2.9549,-2.8744,4.57
1.5467,-499.0603,-340.0333,-447.2733,-3.7,6.6547,-3.9352,8.57
1.5595,-499.0475,-340.0205,-447.2605,-3.9796,7.9708,-2.0383,9.14
1.5726,-499.0344,-340.0074,-447.2474,-1.3818,5.6497,-1.0381,5.91
1.5857,-499.0213,-339.9943,-447.2343,0.3035,4.3148,-0.4194,4.35
1.5858,-499.0212,-339.9942,-447.2342,1.8247,3.1057,0.5585,3.65
1.5986,-499.0084,-339.9814,-447.2214,2.4444,2.0145,0.796,3.27
1.6118,-498.9952,-339.9682,-447.2082,3.0224,0.8318,0.6988,3.21
1.6254,-498.9816,-339.9546,-447.1946,3.7377,0.167,0.5684,3.78
1.6389,-498.9682,-339.9411,-447.1811,4.1561,0.4863,-0.0702,4.19
1.6389,-498.9681,-339.9411,-447.1811,4.6368,0.7546,-0.3131,4.71
1.6521,-498.9549,-339.9279,-447.1679,5.0231,0.9228,-1.1337,5.23
1.6653,-498.9417,-339.9147,-447.1547,5.3576,0.941,-1.1693,5.56
1.6786,-498.9285,-339.9014,-447.1414,5.1891,0.6474,-0.7754,5.29
1.6787,-498.9284,-339.9013,-447.1413,4.8768,0.4068,-0.3182,4.9
1.6922,-498.9149,-339.8878,-447.1278,4.188,0.0979,-0.0888,4.19
1.7061,-498.901,-339.8739,-447.1139,3.1937,-1.1074,0.3198,3.4
1.719,-498.888,-339.861,-447.101,2.6803,-1.6759,0.1771,3.17
1.7191,-498.8879,-339.8609,-447.1009,2.0395,-1.9521,-0.0412,2.82
1.732,-498.875,-339.848,-447.088,1.4978,-2.1175,-0.0593,2.59
1.748,-498.859,-339.832,-447.072,1.2917,-2.3255,0.1237,2.66
1.7481,-498.859,-339.8319,-447.0719,0.9677,-2.5387,0.1364,2.72
1.7613,-498.8457,-339.8187,-447.0587,0.6216,-3.0803,0.2331,3.15
1.7743,-498.8327,-339.8057,-447.0457,0.4936,-3.739,1.5284,4.07
1.7745,-498.8326,-339.8055,-447.0455,0.0829,-3.8518,2.3086,4.49
1.7878,-498.8192,-339.7922,-447.0322,-0.5824,-3.7066,1.8226,4.17
1.8076,-498.7994,-339.7724,-447.0124,-1.3583,-3.2779,2.1545,4.15
1.8077,-498.7993,-339.7723,-447.0123,-2.0893,-3.2714,1.9133,4.33
1.821,-498.786,-339.759,-446.999,-3.6,-3.2128,4.9965,6.95
1.8343,-498.7728,-339.7457,-446.9857,-3.0153,-2.6258,7.6176,8.6
1.8344,-498.7727,-339.7456,-446.9856,-0.3108,-2.2199,8.4334,8.73
1.8467,-498.7603,-339.7333,-446.9733,0.7132,-2.1554,5.5205,5.97
1.8594,-498.7476,-339.7206,-446.9606,-0.4165,-1.942,1.6264,2.57
1.8719,-498.7351,-339.7081,-446.9481,-2.7057,-2.7203,0.3381,3.85
1.8855,-498.7216,-339.6945,-446.9345,-2.3928,-3.4991,0.4131,4.26
1.8973,-498.7097,-339.6827,-446.9227,-2.0343,-3.2403,1.0083,3.96
1.8974,-498.7096,-339.6826,-446.9226,-2.0694,-2.7499,1.3415,3.69
1.91,-498.697,-339.67,-446.91,-3.0373,-2.3036,1.8179,4.22
1.9225,-498.6845,-339.6575,-446.8975,-4.4304,-1.8262,2.6588,5.48
1.9349,-498.6722,-339.6451,-446.8851,-4.3408,0.2133,-0.1824,4.35
1.9469,-498.6602,-339.6331,-446.8731,-3.2264,2.6353,-3.6688,5.55
1.947,-498.6601,-339.633,-446.873,-3.5278,4.5673,-8.4804,10.26
1.9596,-498.6475,-339.6204,-446.8604,-2.9537,5.1444,-10.1864,11.79
1.9707,-498.6364,-339.6093,-446.8493,-3.1978,4.4791,-9.13,10.66
1.9825,-498.6246,-339.5975,-446.8375,-5.2896,1.322,-6.7293,8.66
1.9941,-498.6129,-339.5859,-446.8259,-5.1081,0.3002,-6.3649,8.17
2.0054,-498.6016,-339.5746,-446.8146,-2.4535,-0.6545,-5.2391,5.82
2.0055,-498.6016,-339.5745,-446.8145,1.388,-1.1547,-3.5441,3.98
2.0171,-498.59,-339.5629,-446.8029,3.6968,-1.6866,-1.9249,4.5
2.0294,-498.5777,-339.5506,-446.7906,3.9149,-2.2352,0.2024,4.51
2.0404,-498.5666,-339.5396,-446.7796,1.0946,-3.1118,7.6323,8.31
2.0513,-498.5557,-339.5287,-446.7687,0.0102,-2.5769,3.5449,4.38
2.0624,-498.5447,-339.5176,-446.7576,-1.932,-1.4582,2.5073,3.49
2.0731,-498.5339,-339.5069,-446.7469,-3.2084,0.7722,0.0801,3.3
2.0839,-498.5231,-339.4961,-446.7361,-2.5032,0.5738,2.9345,3.9
2.0948,-498.5122,-339.4852,-446.7252,-3.6718,1.6306,2.9954,5.01
2.1053,-498.5017,-339.4747,-446.7147,-2.8124,1.3124,3.9845,5.05
2.1054,-498.5016,-339.4746,-446.7146,-2.2451,1.3375,5.771,6.34
2.1163,-498.4907,-339.4637,-446.7037,-2.831,1.6366,6.8892,7.63
2.1271,-498.4799,-339.4529,-446.6929,-2.5362,2.0376,6.5836,7.34
2.1379,-498.4692,-339.4421,-446.6821,-1.6561,2.3272,5.145,5.88
2.1487,-498.4583,-339.4313,-446.6713,-0.1599,3.546,2.0281,4.09
2.1595,-498.4475,-339.4205,-446.6605,0.7304,3.5674,0.403,3.66
2.1699,-498.4372,-339.4101,-446.6501,0.2295,3.5095,-1.82,3.96
2.1805,-498.4265,-339.3995,-446.6395,2.6199,2.4118,-5.3756,6.45
2.1914,-498.4156,-339.3886,-446.6286,2.2425,1.4446,-5.4615,6.08
2.202,-498.4051,-339.378,-446.618,0.593,0.1074,-3.2379,3.29
2.213,-498.3941,-339.367,-446.607,0.4006,-1.1849,-0.2082,1.27
2.2254,-498.3816,-339.3546,-446.5946,1.3102,-1.6281,1.5665,2.61
2.2353,-498.3717,-339.3447,-446.5847,0.6862,-2.8612,0.9797,3.1
2.2462,-498.3608,-339.3338,-446.5738,-0.0463,-3.4594,0.5922,3.51
2.2463,-498.3607,-339.3337,-446.5737,0.0963,-4.7428,0.2054,4.75
2.2571,-498.35,-339.3229,-446.5629,0.3811,-5.222,-1.3296,5.4
2.2677,-498.3393,-339.3123,-446.5523,-0.0184,-6.7753,-3.1208,7.46
2.2786,-498.3285,-339.3014,-446.5414,-1.1785,-5.5601,-3.1651,6.51
2.2893,-498.3177,-339.2907,-446.5307,-1.4859,-3.4306,0.4702,3.77
2.3004,-498.3066,-339.2796,-446.5196,-1.7011,-2.8532,1.3412,3.58
2.3112,-498.2959,-339.2688,-446.5088,-2.3754,-3.0634,3.4432,5.18
2.3219,-498.2852,-339.2581,-446.4981,-2.585,-2.1345,3.4682,4.82
2.3327,-498.2743,-339.2473,-446.4873,-2.1616,-1.0918,2.9756,3.84
2.3434,-498.2637,-339.2366,-446.4766,-1.8649,-0.2324,1.3753,2.33
2.3435,-498.2635,-339.2365,-446.4765,-1.8426,0.7573,0.8928,2.18
2.3544,-498.2527,-339.2256,-446.4656,-1.168,0.9339,0.2444,1.52
2.3658,-498.2412,-339.2142,-446.4542,-0.2968,0.5175,-0.8371,1.03
2.3765,-498.2306,-339.2035,-446.4435,-0.1064,0.3584,-1.6444,1.69
2.3873,-498.2197,-339.1927,-446.4327,0.4755,0.0381,-1.7404,1.8
2.3987,-498.2083,-339.1813,-446.4213,0.7979,-0.3036,-1.2266,1.49
2.4119,-498.1951,-339.1681,-446.4081,0.6986,-0.7495,-0.4014,1.1
2.4227,-498.1844,-339.1573,-446.3973,0.5522,-1.8554,0.4425,1.99
2.4337,-498.1733,-339.1463,-446.3863,0.5212,-1.8191,0.7969,2.05
2.4338,-498.1732,-339.1462,-446.3862,-0.0141,-1.4774,0.9726,1.77
2.4448,-498.1623,-339.1352,-446.3752,-0.3435,-0.8271,0.6529,1.11
2.4556,-498.1514,-339.1244,-446.3644,-0.4795,-0.1128,0.448,0.67
2.4665,-498.1405,-339.1135,-446.3535,-0.5462,0.51,0.366,0.83
2.4775,-498.1295,-339.1025,-446.3425,-1.3266,0.9139,-0.4021,1.66
2.4884,-498.1186,-339.0916,-446.3316,-0.8533,0.9576,-0.8098,1.52
2.4994,-498.1076,-339.0806,-446.3206,-0.263,0.8755,-0.8958,1.28
2.5105,-498.0965,-339.0695,-446.3095,-0.2521,0.5931,-0.9427,1.14
2.5217,-498.0853,-339.0583,-446.2983,-0.5417,-0.016,-0.5086,0.74
2.5329,-498.0741,-339.0471,-446.2871,-0.7734,-0.2687,-0.0329,0.82
2.5438,-498.0632,-339.0362,-446.2762,0.07,-0.6328,1.185,1.35
2.5552,-498.0519,-339.0248,-446.2648,0.4504,-0.9141,1.7766,2.05
2.5662,-498.0409,-339.0138,-446.2538,0.6134,-1.1875,1.8468,2.28
2.5662,-498.0408,-339.0138,-446.2538,0.8821,-1.3575,1.7549,2.39
2.5773,-498.0297,-339.0027,-446.2427,1.1958,-1.5252,1.665,2.56
2.5885,-498.0185,-338.9915,-446.2315,1.2039,-1.6217,1.4496,2.49
2.6,-498.007,-338.98,-446.22,1.0825,-1.4648,0.811,1.99
2.6127,-497.9943,-338.9673,-446.2073,0.935,-0.3228,0.002,0.99
2.614,-497.993,-338.966,-446.206,0.3857,0.3952,-0.4953,0.74
2.624,-497.983,-338.956,-446.196,-0.0024,0.6812,-0.7476,1.01
2.6354,-497.9716,-338.9446,-446.1846,-0.144,0.7585,-0.7258,1.06
2.6464,-497.9606,-338.9336,-446.1736,0.1497,0.4958,-0.184,0.55
2.6577,-497.9494,-338.9223,-446.1623,-0.1722,-1.0113,1.3862,1.72
2.6688,-497.9382,-338.9112,-446.1512,-0.3644,-2.3903,1.9304,3.09
2.6799,-497.9271,-338.9001,-446.1401,-0.7689,-3.3448,2.0406,3.99
2.691,-497.916,-338.889,-446.129,-1.3805,-4.778,2.367,5.51
2.7021,-497.9049,-338.8779,-446.1179,-1.6738,-3.6911,0.7877,4.13
2.7134,-497.8936,-338.8666,-446.1066,-0.6313,-1.3895,-0.3684,1.57
2.7135,-497.8935,-338.8665,-446.1065,0.1735,1.5093,-1.4564,2.1
2.7253,-497.8818,-338.8547,-446.0947,-0.7464,3.5575,-2.9021,4.65
2.7363,-497.8707,-338.8437,-446.0837,-1.7076,4.3993,-3.1645,5.68
2.7475,-497.8596,-338.8325,-446.0725,-3.1481,4.9827,-2.6497,6.46
2.7589,-497.8481,-338.8211,-446.0611,-2.5274,4.2921,-1.5312,5.21
2.7701,-497.837,-338.8099,-446.0499,-1.2388,2.7327,-0.3843,3.02
2.784,-497.8231,-338.796,-446.036,-0.5211,0.9274,0.3445,1.12
2.7842,-497.8228,-338.7958,-446.0358,-0.0626,-0.848,0.8638,1.21
2.7962,-497.8108,-338.7838,-446.0238,-0.0177,-2.3125,1.2187,2.61
2.8078,-497.7992,-338.7722,-446.0122,-0.9745,-3.71,1.5928,4.15
2.8188,-497.7882,-338.7612,-446.0012,-1.7522,-3.2271,0.1055,3.67
2.8301,-497.7769,-338.7499,-445.9899,-1.4784,-1.324,-1.1053,2.27
2.8421,-497.765,-338.7379,-445.9779,-0.3359,2.3003,-2.8462,3.67
2.8525,-497.7546,-338.7275,-445.9675,-0.6517,3.0417,-3.2623,4.51
2.8638,-497.7433,-338.7162,-445.9562,-1.443,3.6642,-4.7234,6.15
2.8754,-497.7316,-338.7046,-445.9446,-0.5307,2.6544,-1.9938,3.36
2.8864,-497.7207,-338.6936,-445.9336,-1.3537,2.0031,-1.2225,2.71
2.8864,-497.7206,-338.6936,-445.9336,-1.2892,1.9912,-0.7079,2.48
2.8981,-497.7089,-338.6819,-445.9219,0.0334,2.0006,0.1948,2.01
2.9115,-497.6956,-338.6685,-445.9085,0.8469,1.509,0.8409,1.92
2.9228,-497.6842,-338.6572,-445.8972,0.2267,-1.3154,1.91,2.33
2.9345,-497.6725,-338.6455,-445.8855,0.501,-2.6153,1.6393,3.13
2.9346,-497.6724,-338.6454,-445.8854,0.9399,-3.4325,1.355,3.81
2.9459,-497.6611,-338.6341,-445.8741,0.8279,-3.9758,0.3753,4.08
2.9576,-497.6495,-338.6224,-445.8624,0.2436,-4.2778,-0.5722,4.32
2.9686,-497.6385,-338.6114,-445.8514,-0.3184,-4.1014,-1.2848,4.31
2.9799,-497.6272,-338.6001,-445.8401,-2.8515,-3.0423,-1.4733,4.42
2.9911,-497.6159,-338.5889,-445.8289,-2.3943,-2.682,-0.2885,3.61
3.0022,-497.6048,-338.5778,-445.8178,-2.6892,-1.9731,-0.0223,3.34
3.0136,-497.5935,-338.5664,-445.8064,-1.7708,2.7194,-1.084,3.42
3.0252,-497.5818,-338.5548,-445.7948,-0.3244,3.9468,-1.481,4.23
3.0254,-497.5816,-338.5546,-445.7946,-0.602,4.268,-1.0764,4.44
3.0364,-497.5706,-338.5436,-445.7836,-0.419,3.8732,-0.5302,3.93
3.0484,-497.5587,-338.5316,-445.7716,-0.4663,3.0495,-0.0357,3.09
3.0599,-497.5471,-338.5201,-445.7601,-1.2009,2.1709,0.1405,2.48
3.0712,-497.5359,-338.5088,-445.7488,-0.1136,-0.0731,-0.2988,0.33
3.0824,-497.5246,-338.4976,-445.7376,-0.2402,-0.9672,-0.5988,1.16
3.0937,-497.5133,-338.4863,-445.7263,0.5641,-0.3865,-0.8337,1.08
3.1054,-497.5017,-338.4746,-445.7146,1.1023,0.4203,-1.0614,1.59
3.1184,-497.4886,-338.4616,-445.7016,2.0594,1.2597,-1.1853,2.69
3.1186,-497.4884,-338.4614,-445.7014,2.771,1.9465,-0.6796,3.45
3.1294,-497.4777,-338.4506,-445.6906,2.8155,2.4688,-0.1905,3.75
3.1414,-497.4656,-338.4386,-445.6786,3.4061,3.2952,0.2119,4.74
3.1525,-497.4545,-338.4275,-445.6675,3.4439,3.5445,-0.8367,5.01
3.1633,-497.4437,-338.4167,-445.6567,3.5229,2.5702,-0.5182,4.39
3.1746,-497.4324,-338.4054,-445.6454,2.7391,1.093,-0.5096,2.99
3.1747,-497.4324,-338.4053,-445.6453,1.1533,-0.1486,-1.1677,1.65
3.1864,-497.4206,-338.3936,-445.6336,0.7704,-1.1555,-1.4772,2.03
3.197,-497.41,-338.383,-445.623,0.5022,-1.4064,-1.54,2.15
3.2081,-497.3989,-338.3719,-445.6119,-0.6306,-1.3585,-1.0048,1.8
3.2141,-497.3929,-338.3659,-445.6059,-1.4102,-0.748,0.1678,1.61
3.2307,-497.3763,-338.3493,-445.5893,-2.5432,0.1275,1.2003,2.82
3.2387,-497.3683,-338.3413,-445.5813,-2.615,0.3682,2.5165,3.65
