time_s,t_from_ride_start_s,phone_ax_ms2,phone_ay_ms2,phone_az_ms2,phone_aT_ms2,phone_aT_smooth_ms2,phone_angle_deg,alex_video_angle_deg,ryan_video_angle_deg
288.57,-244.934,0.0234,0.0137,0.0717,0.0746,0.0836,0.488,0.0,
288.67,-244.834,0.0829,-0.0028,-0.1003,0.1307,0.0834,0.487,0.0,
288.77,-244.734,0.0461,-0.0568,-0.0401,0.0851,0.0832,0.486,0.0,
288.87,-244.634,0.0371,-0.0516,-0.0249,0.07,0.0831,0.485,0.0,
288.97,-244.534,0.056,0.0118,-0.0323,0.1044,0.0831,0.485,0.0,
289.07,-244.434,0.0371,0.0333,-0.0086,0.055,0.0829,0.484,0.0,
289.17,-244.334,0.0606,-0.0198,-0.0628,0.0928,0.0827,0.483,0.0,
289.27,-244.234,0.0539,-0.0291,0.0248,0.0668,0.0825,0.482,0.0,
289.37,-244.134,0.0572,-0.0937,-0.0024,0.1093,0.0823,0.481,0.0,
289.47,-244.034,0.0538,-0.0089,-0.0085,0.0514,0.0822,0.48,0.0,
289.57,-243.934,0.0376,0.1101,0.0143,0.1177,0.0822,0.48,0.0,
289.67,-243.834,0.0053,0.0601,-0.0305,0.0686,0.082,0.479,0.0,
289.77,-243.734,0.0462,-0.0104,-0.0687,0.0875,0.0818,0.478,0.0,
289.87,-243.634,0.0425,-0.0194,-0.0122,0.0487,0.0816,0.477,0.0,
289.97,-243.534,0.0431,-0.0598,-0.019,0.075,0.0814,0.475,0.0,
290.07,-243.434,0.0559,0.0075,-0.018,0.06,0.0813,0.475,0.0,
290.17,-243.334,-0.0057,-0.0445,0.1202,0.1291,0.0812,0.474,0.0,
290.27,-243.234,0.0372,-0.0191,0.0161,0.0499,0.081,0.473,0.0,
290.37,-243.134,0.0335,0.0273,-0.0027,0.0411,0.0808,0.472,0.0,
290.47,-243.034,0.0857,-0.0255,-0.0357,0.0987,0.0807,0.471,0.0,
290.57,-242.934,0.0309,0.0654,-0.0101,0.0815,0.0805,0.47,0.0,
290.67,-242.834,0.0204,-0.0805,0.0897,0.1218,0.0804,0.47,0.0,
290.77,-242.734,0.0816,-0.072,-0.0462,0.1259,0.0802,0.468,0.0,
290.87,-242.634,0.0247,-0.0281,0.025,0.0484,0.08,0.467,0.0,
290.97,-242.534,0.0335,-0.0586,-0.0522,0.0864,0.0798,0.466,0.0,
291.07,-242.434,0.0351,0.0232,0.0005,0.04,0.0798,0.466,0.0,
291.17,-242.334,0.0359,0.0066,-0.035,0.05,0.0799,0.467,0.0,
291.27,-242.234,0.026,0.0977,-0.1338,0.1701,0.0801,0.468,0.0,
291.37,-242.134,0.0081,0.0023,-0.0691,0.0688,0.0802,0.468,0.0,
291.47,-242.034,0.0236,0.0199,-0.0807,0.0896,0.0804,0.47,0.0,
291.57,-241.934,0.0242,-0.0263,-0.0289,0.0486,0.0807,0.471,0.0,
291.67,-241.834,0.0342,-0.0038,-0.0211,0.0419,0.0809,0.472,0.0,
291.77,-241.734,0.0491,0.0171,-0.0529,0.0726,0.0814,0.475,0.0,
291.87,-241.634,-0.0341,-0.0041,0.0826,0.0904,0.0819,0.478,0.0,
291.97,-241.534,0.0041,0.0321,0.0358,0.051,0.0824,0.481,0.0,
292.07,-241.434,0.0196,-0.0237,-0.0465,0.0568,0.083,0.485,0.0,
292.17,-241.334,0.0443,-0.035,-0.0385,0.0691,0.0836,0.488,0.0,
292.27,-241.234,0.0572,-0.0129,-0.0654,0.0915,0.0844,0.493,0.0,
292.37,-241.134,0.0178,-0.026,-0.009,0.0629,0.0853,0.498,0.0,
292.47,-241.034,0.0414,0.0041,0.0683,0.1035,0.0862,0.503,0.0,
292.57,-240.934,0.0173,-0.0155,0.0747,0.08,0.0871,0.509,0.0,
292.67,-240.834,0.0197,-0.0177,0.0082,0.03,0.088,0.514,0.0,
292.77,-240.734,0.0589,-0.0351,-0.0214,0.0701,0.0891,0.52,0.0,
292.87,-240.634,0.0246,-0.0296,-0.0461,0.0655,0.0901,0.526,0.0,
292.97,-240.534,0.0599,-0.0561,0.0059,0.0963,0.0914,0.534,0.0,
293.07,-240.434,0.0876,0.0313,-0.1072,0.15,0.0926,0.541,0.0,
293.17,-240.334,0.0571,-0.0331,-0.0174,0.0749,0.0937,0.547,0.0,
293.27,-240.234,0.0238,0.023,0.0129,0.0407,0.095,0.555,0.0,
293.37,-240.134,0.0417,-0.0362,0.037,0.0711,0.0964,0.563,0.0,
293.47,-240.034,0.0649,-0.0232,-0.0469,0.0828,0.0977,0.571,0.0,
293.57,-239.934,0.0182,-0.0268,-0.0199,0.0773,0.099,0.578,0.0,
293.67,-239.834,0.0272,0.0425,-0.0244,0.0576,0.1002,0.585,0.0,
293.77,-239.734,-0.0023,-0.0123,0.0317,0.0357,0.1011,0.59,0.0,
293.87,-239.634,0.0391,0.0824,0.0074,0.09,0.1023,0.597,0.0,
293.97,-239.534,0.0843,0.0493,0.0774,0.1265,0.1033,0.603,0.0,
294.07,-239.434,0.1109,-0.016,-0.0649,0.132,0.1046,0.611,0.0,
294.17,-239.334,0.0301,-0.116,0.05,0.1278,0.1058,0.618,0.0,
294.27,-239.234,0.0054,-0.0247,0.0406,0.05,0.107,0.625,0.0,
294.37,-239.134,0.0204,-0.0092,-0.2016,0.204,0.1085,0.634,0.0,
294.47,-239.034,0.0554,0.1168,-0.0547,0.1385,0.1096,0.64,0.0,
294.57,-238.934,0.02,0.0369,-0.0667,0.0777,0.1107,0.647,0.0,
294.67,-238.834,0.0312,-0.3187,-0.1682,0.3648,0.112,0.654,0.0,
294.77,-238.734,0.062,-0.2959,-0.2073,0.3647,0.1128,0.659,0.0,
294.87,-238.634,0.0466,0.21,0.0448,0.2214,0.1132,0.661,0.0,
294.97,-238.534,0.0352,-0.1414,-0.1005,0.1756,0.1131,0.661,0.0,
295.07,-238.434,0.0256,-0.0038,-0.0758,0.0875,0.1128,0.659,0.0,
295.17,-238.334,0.0196,0.0798,0.039,0.0937,0.1125,0.657,0.0,
295.27,-238.234,-0.0305,-0.1844,0.0423,0.1939,0.1122,0.655,0.0,
295.37,-238.134,-0.0067,-0.1354,-0.0539,0.1475,0.1117,0.652,0.0,
295.47,-238.034,-0.0076,0.1143,-0.073,0.1415,0.1111,0.649,0.0,
295.57,-237.934,0.0172,0.039,-0.1668,0.1734,0.1104,0.645,0.0,
295.67,-237.834,0.0377,0.018,-0.108,0.1165,0.1096,0.64,0.0,
295.77,-237.734,0.0381,0.0361,0.0413,0.0709,0.1089,0.636,0.0,
295.87,-237.634,0.0666,0.0216,-0.079,0.11,0.1081,0.631,0.0,
295.97,-237.534,0.0422,-0.0156,0.0553,0.0737,0.1073,0.627,0.0,
296.07,-237.434,0.0615,-0.0268,0.0695,0.0996,0.1065,0.622,0.0,
296.17,-237.334,0.0184,0.0317,0.1137,0.1196,0.1056,0.617,0.0,
296.27,-237.234,0.0447,-0.0615,-0.0342,0.0886,0.1049,0.613,0.0,
296.37,-237.134,0.0006,-0.0126,0.0674,0.0702,0.1043,0.609,0.0,
296.47,-237.034,0.0331,-0.0122,0.0779,0.0886,0.1037,0.606,0.0,
296.57,-236.934,0.0405,0.0293,-0.0709,0.0926,0.1032,0.603,0.0,
296.67,-236.834,0.0474,-0.0042,-0.0781,0.0918,0.1026,0.599,0.0,
296.77,-236.734,0.1099,-0.0701,-0.0673,0.147,0.1022,0.597,0.0,
296.87,-236.634,0.012,-0.0414,-0.0251,0.1076,0.1018,0.595,0.0,
296.97,-236.534,-0.0088,0.0403,-0.0362,0.0543,0.1012,0.591,0.0,
297.07,-236.434,0.0545,-0.055,-0.0409,0.09,0.1008,0.589,0.0,
297.17,-236.334,0.0806,-0.0459,0.0703,0.1167,0.1004,0.586,0.0,
297.27,-236.234,0.0401,0.0396,-0.0416,0.08,0.1002,0.585,0.0,
297.37,-236.134,-0.002,0.0065,-0.0192,0.0836,0.0999,0.583,0.0,
297.47,-236.034,0.0836,-0.0183,-0.0191,0.0952,0.0995,0.581,0.0,
297.57,-235.934,0.0141,-0.0138,0.0714,0.0724,0.099,0.578,0.0,
297.67,-235.834,0.0325,-0.1117,-0.0511,0.1249,0.0985,0.575,0.0,
297.77,-235.734,0.0431,-0.0897,-0.0386,0.1025,0.0982,0.574,0.0,
297.87,-235.634,0.0196,-0.0742,0.0377,0.1052,0.0978,0.571,0.0,
297.97,-235.534,0.1005,-0.037,-0.1597,0.1974,0.0976,0.57,0.0,
298.07,-235.434,0.0336,-0.0101,0.0631,0.0746,0.0972,0.568,0.0,
298.17,-235.334,0.0565,-0.0139,0.0004,0.0567,0.0969,0.566,0.0,
298.27,-235.234,0.0266,-0.0619,0.0505,0.087,0.0966,0.564,0.0,
298.37,-235.134,0.0517,-0.0576,0.0579,0.1063,0.0965,0.564,0.0,
298.47,-235.034,0.0478,-0.0458,0.0208,0.0719,0.0962,0.562,0.0,
298.57,-234.934,0.0246,-0.0276,0.0833,0.0992,0.096,0.561,0.0,
298.67,-234.834,0.0723,-0.0016,-0.0035,0.0878,0.0959,0.56,0.0,
298.77,-234.734,0.0381,-0.0269,0.0248,0.05,0.0958,0.56,0.0,
298.87,-234.634,0.0494,-0.0746,-0.0033,0.0921,0.0959,0.56,0.0,
298.97,-234.534,0.0485,-0.0941,0.0661,0.127,0.0961,0.561,0.0,
299.07,-234.434,0.011,0.024,0.1086,0.11,0.0962,0.562,0.0,
299.17,-234.334,0.0471,-0.016,0.0134,0.0518,0.0964,0.563,0.0,
299.27,-234.234,0.0276,-0.0168,0.0246,0.0424,0.0968,0.565,0.0,
299.37,-234.134,0.0464,0.0143,-0.0963,0.1112,0.0972,0.568,0.0,
299.47,-234.034,-0.0008,0.0822,-0.0743,0.1149,0.0977,0.571,0.0,
299.57,-233.934,0.0797,0.0997,-0.0735,0.1508,0.098,0.572,0.0,
299.67,-233.834,-0.0717,0.0801,-0.04,0.1105,0.0982,0.574,0.0,
299.77,-233.734,0.0263,-0.0185,0.011,0.0362,0.0981,0.573,0.0,
299.87,-233.634,0.0969,-0.0443,-0.0264,0.1106,0.0982,0.574,0.0,
299.97,-233.534,0.0883,0.0382,-0.0398,0.1052,0.0982,0.574,0.0,
300.07,-233.434,0.0149,0.0216,-0.056,0.0678,0.0981,0.573,0.0,
300.17,-233.334,0.0512,0.0177,-0.0482,0.0713,0.0982,0.574,0.0,
300.27,-233.234,0.0291,0.0165,0.0043,0.037,0.0984,0.575,0.0,
300.37,-233.134,0.0189,-0.0431,0.0177,0.0477,0.0988,0.577,0.0,
300.47,-233.034,0.0794,-0.0035,0.0342,0.09,0.0994,0.581,0.0,
300.57,-232.934,0.0302,-0.0802,0.0664,0.1193,0.0999,0.583,0.0,
300.67,-232.834,0.0441,-0.007,0.1438,0.1479,0.1004,0.586,0.0,
300.77,-232.734,0.023,0.0276,-0.0079,0.0356,0.1009,0.589,0.0,
300.87,-232.634,-0.0433,-0.0298,0.0656,0.0882,0.1014,0.592,0.0,
300.97,-232.534,0.0713,-0.0023,-0.0558,0.0926,0.1022,0.597,0.0,
301.07,-232.434,0.0039,-0.0151,0.0993,0.0973,0.1028,0.6,0.0,
301.17,-232.334,-0.0018,-0.059,0.0139,0.0689,0.1035,0.604,0.0,
301.27,-232.234,-0.0084,-0.0554,0.0252,0.06,0.104,0.607,0.0,
301.37,-232.134,0.0538,0.0365,-0.0034,0.0722,0.1046,0.611,0.0,
301.47,-232.034,0.0138,-0.0664,-0.0201,0.0693,0.1053,0.615,0.0,
301.57,-231.934,0.0595,0.0378,-0.045,0.0946,0.1061,0.62,0.0,
301.67,-231.834,-0.0161,0.0287,-0.0945,0.1016,0.1071,0.625,0.0,
301.77,-231.734,0.0291,0.012,0.0229,0.0459,0.108,0.631,0.0,
301.87,-231.634,0.0199,-0.0143,-0.0593,0.07,0.109,0.637,0.0,
301.97,-231.534,0.0562,0.0759,-0.125,0.1556,0.1099,0.642,0.0,
302.07,-231.434,0.0579,-0.0062,-0.087,0.1083,0.1107,0.647,0.0,
302.17,-231.334,-0.0315,0.1515,-0.3065,0.3423,0.1114,0.651,0.0,
302.27,-231.234,-0.063,0.0409,-0.0592,0.1001,0.1117,0.652,0.0,
302.37,-231.134,0.1605,0.0047,0.0363,0.1686,0.1119,0.654,0.0,
302.47,-231.034,0.0345,-0.0377,-0.179,0.184,0.112,0.654,0.0,
302.57,-230.934,-0.0098,-0.0819,0.0949,0.1253,0.112,0.654,0.0,
302.67,-230.834,0.0405,-0.0392,-0.0039,0.0564,0.1118,0.653,0.0,
302.77,-230.734,0.0204,-0.031,0.0444,0.0623,0.1117,0.652,0.0,
302.87,-230.634,0.1192,-0.0203,0.0055,0.1262,0.1117,0.652,0.0,
302.97,-230.534,-0.0485,0.1948,-0.217,0.2985,0.1116,0.652,0.0,
303.07,-230.434,0.0213,0.0756,0.0118,0.0843,0.1112,0.649,0.0,
303.17,-230.334,0.0924,0.0218,0.0938,0.1346,0.1106,0.646,0.0,
303.27,-230.234,0.0487,-0.066,0.1262,0.1487,0.1099,0.642,0.0,
303.37,-230.134,0.0034,-0.0394,-0.0094,0.0428,0.1092,0.638,0.0,
303.47,-230.034,0.0643,-0.0055,0.0592,0.0877,0.1086,0.634,0.0,
303.57,-229.934,0.0712,-0.0675,0.095,0.1421,0.1081,0.631,0.0,
303.67,-229.834,0.1018,-0.0805,-0.0621,0.14,0.1076,0.628,0.0,
303.77,-229.734,0.0437,-0.0313,0.1513,0.159,0.107,0.625,0.0,
303.87,-229.634,0.0736,-0.1057,-0.0391,0.1362,0.1064,0.621,0.0,
303.97,-229.534,0.0451,-0.0187,-0.0084,0.0527,0.1058,0.618,0.0,
304.07,-229.434,0.0296,-0.0452,-0.0419,0.0708,0.1053,0.615,0.0,
304.17,-229.334,0.0418,-0.0114,0.1023,0.1722,0.1049,0.613,0.0,
304.27,-229.234,0.0855,-0.0173,-0.0491,0.1023,0.1045,0.61,0.0,
304.37,-229.134,0.0414,-0.0858,-0.0254,0.1005,0.104,0.607,0.0,
304.47,-229.034,0.0266,0.0396,-0.0153,0.0501,0.1036,0.605,0.0,
304.57,-228.934,0.0269,-0.0399,-0.0703,0.0888,0.1034,0.604,0.0,
304.67,-228.834,0.0323,-0.0118,-0.023,0.0424,0.1034,0.604,0.0,
304.77,-228.734,0.0239,0.1149,-0.0721,0.1395,0.1036,0.605,0.0,
304.87,-228.634,-0.0166,0.0727,-0.0587,0.0982,0.1037,0.606,0.0,
304.97,-228.534,0.0118,-0.007,-0.1165,0.1151,0.1037,0.606,0.0,
305.07,-228.434,0.0166,0.0322,-0.096,0.1016,0.1037,0.606,0.0,
305.17,-228.334,-0.0416,0.1514,-0.037,0.1642,0.1037,0.606,0.0,
305.27,-228.234,0.0105,-0.1476,-0.1645,0.2194,0.1036,0.605,0.0,
305.37,-228.134,-0.0667,0.0533,0.0835,0.1226,0.1033,0.603,0.0,
305.47,-228.034,0.0137,0.0405,-0.0165,0.0552,0.1027,0.6,0.0,
305.57,-227.934,-0.0317,0.0323,-0.1246,0.1355,0.1022,0.597,0.0,
305.67,-227.834,-0.0138,-0.0264,-0.1456,0.1466,0.1016,0.593,0.0,
305.77,-227.734,-0.0068,0.0909,-0.0252,0.0952,0.101,0.59,0.0,
305.87,-227.634,-0.0131,-0.0592,-0.0029,0.06,0.1004,0.586,0.0,
305.97,-227.534,0.0148,0.0183,-0.1968,0.2018,0.0998,0.583,0.0,
306.07,-227.434,-0.0129,-0.0111,0.0035,0.0233,0.0992,0.579,0.0,
306.17,-227.334,0.0241,0.0313,-0.0414,0.0628,0.0987,0.576,0.0,
306.27,-227.234,-0.0103,-0.0362,-0.0616,0.0758,0.0984,0.575,0.0,
306.37,-227.134,0.0131,0.0241,-0.05,0.06,0.0982,0.574,0.0,
306.47,-227.034,0.0228,0.0098,0.0067,0.0507,0.0982,0.574,0.0,
306.57,-226.934,0.0324,0.041,-0.0422,0.0694,0.0983,0.574,0.0,
306.67,-226.834,0.0468,0.0079,0.0515,0.0733,0.0984,0.575,0.0,
306.77,-226.734,0.0561,-0.0759,0.0009,0.0975,0.0985,0.575,0.0,
306.87,-226.634,0.0596,-0.0904,-0.0074,0.1115,0.0986,0.576,0.0,
306.97,-226.534,0.0501,-0.04,0.05,0.0863,0.0987,0.576,0.0,
307.07,-226.434,0.0292,0.0336,0.1205,0.1308,0.099,0.578,0.0,
307.17,-226.334,0.0672,0.0201,0.0291,0.0791,0.099,0.578,0.0,
307.27,-226.234,0.0623,-0.0584,0.0944,0.131,0.0989,0.578,0.0,
307.37,-226.134,0.0739,-0.0706,0.0521,0.1166,0.0986,0.576,0.0,
307.47,-226.034,0.0462,-0.0463,0.0743,0.0977,0.0984,0.575,0.0,
307.57,-225.934,0.0517,0.0369,0.1236,0.14,0.0981,0.573,0.0,
307.67,-225.834,0.0474,-0.1042,0.0672,0.1352,0.0978,0.571,0.0,
307.77,-225.734,0.0215,-0.1131,0.0522,0.1607,0.0975,0.569,0.0,
307.87,-225.634,0.0479,-0.032,0.1081,0.125,0.0969,0.566,0.0,
307.97,-225.534,0.0557,-0.0556,0.0272,0.0803,0.0963,0.562,0.0,
308.07,-225.434,0.021,0.0281,0.0197,0.04,0.0957,0.559,0.0,
308.17,-225.334,0.0466,-0.0107,0.0096,0.05,0.0952,0.556,0.0,
308.27,-225.234,0.034,-0.0335,0.0402,0.0627,0.0949,0.554,0.0,
308.37,-225.134,0.0357,-0.0583,0.0425,0.1152,0.0946,0.552,0.0,
308.47,-225.034,0.0419,-0.0112,0.0679,0.08,0.0943,0.551,0.0,
308.57,-224.934,0.0233,-0.0385,-0.0135,0.0498,0.094,0.549,0.0,
308.67,-224.834,0.0269,-0.0107,-0.037,0.0494,0.0939,0.548,0.0,
308.77,-224.734,0.0406,-0.0135,-0.013,0.0475,0.0941,0.55,0.0,
308.87,-224.634,0.0178,-0.0416,-0.0426,0.0637,0.0944,0.551,0.0,
308.97,-224.534,0.028,0.0441,-0.029,0.1075,0.0947,0.553,0.0,
309.07,-224.434,-0.0232,0.0442,0.0298,0.0763,0.095,0.555,0.0,
309.17,-224.334,0.0071,0.0424,-0.0991,0.1124,0.0953,0.557,0.0,
309.27,-224.234,-0.0045,-0.0085,-0.0979,0.098,0.0958,0.56,0.0,
309.37,-224.134,0.0106,0.0395,-0.0733,0.0832,0.0963,0.562,0.0,
309.47,-224.034,-0.0006,0.026,-0.095,0.0983,0.097,0.567,0.0,
309.57,-223.934,0.0198,0.0499,-0.1976,0.2075,0.0977,0.571,0.0,
309.67,-223.834,-0.0302,0.0532,-0.0541,0.0842,0.0982,0.574,0.0,
309.77,-223.734,-0.0107,0.0318,-0.1334,0.1355,0.0988,0.577,0.0,
309.87,-223.634,-0.0122,0.0504,-0.0854,0.1,0.0995,0.581,0.0,
309.97,-223.534,-0.0032,0.0434,-0.0416,0.0619,0.1001,0.585,0.0,
310.07,-223.434,-0.0045,0.0808,0.0137,0.0827,0.1007,0.588,0.0,
310.17,-223.334,-0.0077,-0.006,0.0011,0.0444,0.1014,0.592,0.0,
310.27,-223.234,0.0204,0.0179,-0.2869,0.288,0.1021,0.596,0.0,
310.37,-223.134,0.0031,0.0931,0.0082,0.0942,0.1023,0.597,0.0,
310.47,-223.034,0.0437,-0.0554,-0.0339,0.0829,0.1025,0.599,0.0,
310.57,-222.934,0.0272,0.0031,-0.0054,0.0305,0.1028,0.6,0.0,
310.67,-222.834,0.0249,-0.0416,-0.0138,0.0623,0.1031,0.602,0.0,
310.77,-222.734,-0.0126,0.0042,-0.0995,0.1024,0.1035,0.604,0.0,
310.87,-222.634,-0.0243,-0.0769,0.1566,0.1743,0.1038,0.606,0.0,
310.97,-222.534,0.0445,-0.0128,0.0336,0.0563,0.1039,0.607,0.0,
311.07,-222.434,0.0226,-0.0397,-0.0197,0.0495,0.104,0.607,0.0,
311.17,-222.334,0.0406,0.0049,-0.0252,0.05,0.1045,0.61,0.0,
311.27,-222.234,0.0563,-0.0409,0.003,0.0724,0.105,0.613,0.0,
311.37,-222.134,0.0415,-0.0775,0.0426,0.0961,0.1057,0.617,0.0,
311.47,-222.034,0.0955,0.0421,-0.1182,0.1599,0.1066,0.623,0.0,
311.57,-221.934,0.0411,-0.0707,0.0897,0.1243,0.1071,0.625,0.0,
311.67,-221.834,0.09,-0.0966,0.0408,0.1414,0.1077,0.629,0.0,
311.77,-221.734,0.094,-0.0828,0.1244,0.1747,0.1083,0.633,0.0,
311.87,-221.634,0.0454,0.0106,0.0359,0.0607,0.1088,0.635,0.0,
311.97,-221.534,0.0711,-0.0303,-0.0515,0.094,0.1093,0.638,0.0,
312.07,-221.434,0.0418,-0.0567,0.0786,0.1067,0.1095,0.64,0.0,
312.17,-221.334,0.063,-0.0297,0.1155,0.1307,0.1095,0.64,0.0,
312.27,-221.234,0.0515,-0.0875,0.0843,0.1368,0.1093,0.638,0.0,
312.37,-221.134,0.015,-0.1081,0.0452,0.12,0.1092,0.638,0.0,
312.47,-221.034,0.0171,-0.015,0.0296,0.0421,0.1091,0.637,0.0,
312.57,-220.934,0.0477,0.0332,-0.067,0.098,0.1091,0.637,0.0,
312.67,-220.834,0.0412,-0.0409,-0.0705,0.0978,0.1092,0.638,0.0,
312.77,-220.734,0.0114,0.0058,-0.1159,0.1192,0.1093,0.638,0.0,
312.87,-220.634,0.0185,0.0988,-0.0669,0.1199,0.1095,0.64,0.0,
312.97,-220.534,0.0352,0.001,-0.0577,0.07,0.1097,0.641,0.0,
313.07,-220.434,0.0484,0.0188,-0.1291,0.143,0.11,0.642,0.0,
313.17,-220.334,-0.0464,0.0759,-0.0319,0.1067,0.1102,0.644,0.0,
313.27,-220.234,0.0344,0.0607,-0.0372,0.08,0.1103,0.644,0.0,
313.37,-220.134,0.0391,0.0118,-0.0929,0.1017,0.1106,0.646,0.0,
313.47,-220.034,0.0189,-0.0107,-0.0762,0.08,0.1109,0.648,0.0,
313.57,-219.934,-0.0018,0.0443,-0.0166,0.05,0.1114,0.651,0.0,
313.67,-219.834,0.0385,-0.0001,-0.1158,0.1231,0.1122,0.655,0.0,
313.77,-219.734,-0.0569,-0.0679,0.148,0.1787,0.1128,0.659,0.0,
313.87,-219.634,0.0183,-0.0742,0.0565,0.0972,0.1132,0.661,0.0,
313.97,-219.534,0.0017,0.0426,0.0335,0.0614,0.1135,0.663,0.0,
314.07,-219.434,-0.0104,0.0019,-0.1402,0.1448,0.1138,0.665,0.0,
314.17,-219.334,-0.0054,0.0426,-0.1445,0.1497,0.1142,0.667,0.0,
314.27,-219.234,-0.0006,0.0431,-0.1074,0.1177,0.1147,0.67,0.0,
314.37,-219.134,-0.0223,0.176,-0.1371,0.2292,0.1151,0.672,0.0,
314.47,-219.034,-0.0467,-0.1039,-0.1525,0.1947,0.1152,0.673,0.0,
314.57,-218.934,-0.0454,0.0151,-0.0929,0.1067,0.1153,0.673,0.0,
