time,a_xy,EMA a_xy
513.886616,0.12235035758018854,0.12235035758018854
513.886747,0.21530002322340794,0.1268844876115651
513.902349,0.2370548670666772,0.13225865246303398
513.918103,0.2274096963631938,0.13690016679962713
513.918255,0.19737388378405082,0.13985010421350147
513.934359,0.09190266590257326,0.13751120478370008
513.934488,0.040914789502085915,0.13279918452606035
513.949884,0.15464737307823886,0.13386494982128858
513.965271,0.29538478295267684,0.14174396607160017
513.96545,0.33699627594381515,0.151268468992196
513.980774,0.24329169735114267,0.1557574069609251
513.996855,0.03944426447533279,0.1500835951323596
513.997004,0.07853133132705697,0.14659324080039363
514.012472,0.09011304012183807,0.14383810905997627
514.012619,0.17161820998949964,0.14519323593458716
514.028379,0.22015907884981714,0.14885010632069595
514.044405,0.09357008068822,0.1461535197044776
514.044548,0.10654698494091702,0.14422149361845027
514.060685,0.13738824549429257,0.14388816444166208
514.07746,0.2945004753816197,0.1512351064387332
514.077587,0.3107720225502933,0.159017395029541
514.095358,0.19090387633570985,0.16057283314203702
514.095589,0.135307242969473,0.1593403653287412
514.110597,0.1519896378046872,0.15898179325439712
514.126257,0.23576804278782143,0.16272746396334464
514.126388,0.20408356131741723,0.16474483456598232
514.142087,0.10271767131316793,0.16171911928535723
514.142258,0.03364758535170095,0.15547172738615447
514.157557,0.09579916492329148,0.15256087068064897
514.172941,0.19167548095674627,0.1544689004502147
514.173108,0.2689608335799099,0.1600538727980047
514.18826,0.30371896549277255,0.1670619261001885
514.203926,0.23459115499097574,0.17035603482656836
514.204059,0.20141722865733208,0.17187121501343489
514.219569,0.22107295176027303,0.17427129973279282
514.235164,0.25520864013587,0.17821946267928437
514.235518,0.23586506735843696,0.18103144339534058
514.251284,0.20069823118303762,0.18199079889717945
514.251448,0.15577281534337115,0.1807118728701644
514.267418,0.19072786896518296,0.18120045804553117
514.283019,0.33917218341131694,0.18890639586825242
514.283177,0.4016827728444425,0.1992857313305056
514.298395,0.33909624002633826,0.20610575614493645
514.314476,0.11708872704065067,0.20176346204228834
514.329983,0.13264275328867386,0.19839172015186812
514.330137,0.20662344978244848,0.19879326793872568
514.345629,0.33410704871343255,0.2053939401716382
514.345774,0.3823873690382568,0.21402776597000983
514.361928,0.2553208373791689,0.21604206213631025
514.36207,0.13951093147133667,0.21230883625021396
514.380264,0.14635026477598187,0.209091344958788
514.381615,0.4027188845832785,0.21853659079412902
514.395338,0.44958035989131023,0.2298070185549671
514.411128,0.32950910457831056,0.2346705349463497
514.411292,0.1380873998596541,0.22995916250309625
514.426696,0.0007071067811865475,0.2187761353947104
514.442697,0.3683049008634015,0.22607022151513437
