time,ax (m/s^2),EMA ax (m/s^2),ay (m/s^2),EMA ay (m/s^2),az (m/s^2),EMA az (m/s^2),aT (m/s^2),EMA aT (m/s^2)
1.664332,12.3531,-0.3919106512981152,-9.6211,-1.6562814047615537,-0.8443,-2.4127615546263548,15.68,11.235586246567935
1.675319,12.4734,0.2356654780335002,-10.0172,-2.064131092334161,2.8631,-2.155402454400679,16.25,11.480191795515841
1.686145,11.8234,0.8009208205684514,-9.8878,-2.445773478073958,4.3086,-1.8400852615030847,16.0,11.700670244515068
1.702446,8.2469,1.1641393171260879,-9.2005,-2.7752723328020577,4.4925,-1.531178663380983,13.15,11.771369256977747
1.711644,5.8504,1.392737399217498,-7.4784,-3.004693194616591,5.709,-1.1779992163867885,11.08,11.737643927369076
1.728204,2.0538,1.4249843553532298,-5.6187,-3.1322057217084645,7.6508,-0.7473260838801158,9.71,11.638734467497414
1.731659,-1.1076,1.3014436550920967,-3.2126,-3.1361273938202467,9.4422,-0.250276031007915,10.04,11.560747420302418
1.741998,-4.6397,1.011631769477848,-0.6735,-3.0159992282680395,10.6607,0.2819667022119834,11.65,11.565101204677909
1.751324,-7.9474,0.5746058295033188,1.9364,-2.7744187781086227,12.7251,0.8889488142992037,15.13,11.738998706888742
1.760737,-10.0366,0.05698603294218124,4.2996,-2.429344691371617,11.7597,1.419229359943145,16.05,11.949291452894169
1.769153,-11.0569,-0.48515474915255935,5.3395,-2.050376657646172,8.0012,1.7403010984825038,14.66,12.081521138118843
1.777865,-11.8213,-1.0381374443158493,6.9091,-1.6133290158097733,4.1297,1.856857142458967,14.3,12.189739619186216
1.787495,-11.8314,-1.564638056788247,8.3314,-1.1282202833312476,1.378,1.8334982574609686,14.54,12.30438646703079
1.804826,-11.4413,-2.046426444261991,8.2566,-0.6704241719492354,-0.2403,1.7323373668531166,14.11,12.392465175956117
1.8063,-11.0848,-2.487322715273601,7.4718,-0.27324250502488245,-2.1272,1.544067251396867,13.54,12.448442484446062
1.817112,-10.5358,-2.879931363309035,6.6088,0.0624668854641362,-4.9628,1.2266590927921417,13.39,12.49437211935113
1.827215,-10.4355,-3.2484956870500574,5.8954,0.3470002081244223,-8.1259,0.7704366980217934,14.48,12.591232015968147
1.834963,-10.342,-3.5945202876817617,5.4008,0.5935270272403042,-10.8273,0.20469344445975468,15.92,12.753610942018481
1.844438,-9.7255,-3.893592468770456,4.7622,0.7968769283505333,-12.8389,-0.43157940648950166,16.8,12.95099577411514
1.863182,-8.8041,-4.1331294215133605,2.5282,0.8813317123334341,-14.1066,-1.0986535817826968,16.82,13.139727687572938
1.875286,-8.0259,-4.323020669244416,1.3892,0.9061057751464373,-11.9352,-1.6272656021835408,14.45,13.203643410130356
1.887242,-7.6798,-4.486766002452006,-0.1283,0.855646956846611,-9.6976,-2.0209404508575144,12.37,13.162977877928874
1.892352,-6.8276,-4.60095302672264,-2.8943,0.6727227150492152,-6.7993,-2.254031160571782,10.06,13.011613103395756
1.901312,-3.9577,-4.569574830297145,-6.3047,0.33236063138827787,-3.4509,-2.3124150063975484,8.2,12.776900269083768
1.911266,-0.6501,-4.378380936136309,-8.9028,-0.1181350091672479,-0.0052,-2.1998679329147413,8.93,12.589246597421145
1.920307,2.5074,-4.042489183154049,-10.508,-0.6249576916468943,4.7653,-1.860103643504266,11.81,12.55123456827865
1.92932,6.9109,-3.5081775156831196,-12.2808,-1.1935353652250946,9.1659,-1.3222498072357651,16.81,12.75897922348457
1.946485,12.2112,-2.741378612479065,-13.7953,-1.8082555913116751,12.6096,-0.6426473776145082,22.33,13.225858285753615
1.948211,17.3179,-1.7628772167483786,-16.7776,-2.538467513686715,18.7659,0.3041110310496141,30.55,14.070938369375389
1.959544,20.5713,-0.673405157394799,-18.6125,-3.3225666593605343,16.0703,1.0731934197789013,32.06,14.948453570869273
1.969511,19.3008,0.30094631369763025,-15.785,-3.930490236952703,11.5175,1.5826717895457842,27.47,15.559260713753698
1.977475,13.5132,0.945446493517258,-11.8695,-4.31775900588184,10.441,2.014785360787453,20.8,15.814906532594982
1.986064,8.1951,1.2990881279798308,-9.3126,-4.561409786082725,12.727,2.537332416358797,17.77,15.91027694563913
1.995728,6.2004,1.5381765119808146,-8.3376,-4.745614186761617,11.4588,2.9725259570242213,15.47,15.88880002146161
2.005019,3.8658,1.6517191211524822,-7.645,-4.887047641065928,8.0879,3.2220563981449906,11.78,15.688370752122017
2.022867,1.1421,1.6268596518279708,-6.3097,-4.956445317111493,4.7381,3.296009744576942,7.97,15.3118648617746
2.037346,-3.3396,1.3845933273485576,-3.1137,-4.86655530164264,0.9257,3.180384878987823,4.66,14.792261697785595
2.042873,-5.2022,1.063286335770579,-0.6271,-4.659752604001535,-0.383,3.006561226354271,5.25,14.326785517405808
2.052992,-7.6647,0.6375309047573801,2.2971,-4.320393940391703,-2.1923,2.752958239702843,8.3,14.032795979971377
2.062136,-10.0876,0.11435378745214192,5.2356,-3.8542478945189376,-3.768,2.434862715814899,11.97,13.932171785826432
2.072083,-12.2141,-0.48703420217967,8.4771,-3.252718728932648,-4.977,2.07330843699466,15.68,14.017431698712947
2.088412,-13.1759,-1.1060032654879788,10.7422,-2.570039766545689,-6.1059,1.674322659580286,18.06,14.214630152434266
2.090123,-13.3262,-1.702110423269053,11.4874,-1.8843109974458991,-7.3128,1.2359264322836867,19.05,14.45050185231552
2.101011,-13.5283,-2.2789977196949525,11.2494,-1.2436421683021968,-9.2296,0.7254129477820435,19.87,14.714867615617202
2.110917,-13.1925,-2.8113636845878816,10.21,-0.6849279161898945,-11.4863,0.12971963325609015,20.25,14.984874073391971
