time,theta_apparent,lo,hi,n,sides,rest,theta,theta_ema
4.5,0.0,0.0,0.0,0,0,1,0.0,4.368566105226704
7.5,0.0,0.0,0.0,0,0,1,0.0,6.552849157840056
10.5,9.065579929981077,8.44358847049543,9.02843561625853,6,1,0,9.00028266467102,9.829273736760083
13.5,14.802185314358034,3.217275265258029,16.976859673203798,7,2,0,14.694060213089092,13.243863494361621
16.5,7.937319761330555,3.8730887470377433,7.63544658518549,5,2,0,7.880260280256185,16.416753798841913
19.5,20.20902461636968,4.750362570910288,20.583084789548582,27,2,0,20.05843996260457,21.012393023086492
22.5,43.02989856295519,3.522269246856629,43.44795474012432,20,2,0,42.64902227969719,25.767024424078052
25.5,27.63561384116098,4.437237124415557,31.02546552667726,20,2,0,27.42153456237865,27.707989515799756
28.5,37.37139086098625,4.964342409583567,42.47857952371265,17,2,0,37.05944671293249,29.69669709975831
31.5,15.827184594430436,8.6611477164065,24.32366673185838,46,2,0,15.711194693828292,30.458279748187834
34.5,46.773526360907205,8.252468360356772,55.86701546102793,30,2,0,46.33983749538464,33.67770990567728
37.5,31.222988730632192,11.142468054557282,18.860875164638323,61,2,0,30.975222036782306,34.78678546488217
40.5,27.4162236501262,13.687026454053791,23.00372934068604,71,2,0,27.20413137965283,36.531121595437035
43.5,54.22565632878863,18.57656611017264,24.36749182179567,69,2,0,53.66149132139725,39.82995609528926
46.5,34.074671966450445,22.484839175018333,30.05038349541784,96,2,0,33.798285120976864,40.82353472412349
49.5,39.24520382102677,27.28524153797308,38.86906444016064,130,2,0,38.9116598958644,42.987988286815494
52.5,43.77988335793225,32.406804471516075,42.99861776539915,139,2,0,43.38895285141042,45.83182991466601
55.5,49.59637742850412,37.96883613983519,49.25519848251749,85,2,0,49.11788352976653,49.08281771972578
58.5,53.66558746060948,40.28775173799639,53.11601757337585,113,2,0,53.112744683942346,52.3279612231121
61.5,60.47307543093928,43.912517106361456,59.71298840213924,93,2,0,59.758328079048894,55.442307483026696
64.5,62.62354232143839,51.98108999602895,61.82310118060403,59,2,0,61.84340708798952,57.837316976937586
67.5,64.38212741423965,54.014685829838285,63.317864471756366,51,2,0,63.54141928382443,59.56464478567315
70.5,64.27458323079037,53.13514523694525,63.44553841592012,64,2,0,63.43778829210754,60.62917684471684
73.5,63.91192606251257,52.307282135830405,63.11595953911447,78,2,0,63.08811710717762,61.225606995862066
76.5,63.15857038073986,52.41022637198677,61.94565219996138,50,2,0,62.360746697522295,61.511618795121365
79.5,63.74443576278659,44.86354853915047,60.880076156507286,37,2,0,62.92651744291257,61.656109277313845
82.5,63.36856221043694,50.27112780594249,62.84733945048615,36,2,0,62.563625499565966,61.588865065239865
85.5,64.27187282153335,44.039579559705366,63.61975843851252,28,2,0,63.435176133268136,61.3591607807782
88.5,61.93617890321883,13.78311263162724,60.47575627969718,44,2,0,61.17789684722328,60.7834539375682
91.5,56.97115954856668,37.83161024050106,56.39115628990496,32,2,0,56.346843754502885,60.142006609415674
94.5,60.48238867556801,41.538639162836304,59.94131619977901,30,2,0,59.76737615004464,60.13308642374862
97.5,57.85612112517838,41.18576706156311,57.72071600388088,43,2,0,57.21056238603741,60.18511795036555
100.5,62.2211452631485,39.04445944521765,61.32040623331926,26,2,0,61.45391848961016,60.73290873770384
103.5,64.61481907567874,50.64755554301586,60.94477751678656,33,2,0,63.76554402445086,61.16053123305773
106.5,61.287768948089095,40.99074286777967,60.36119813329424,36,2,0,60.54925875555282,61.153984929846104
109.5,61.4835022897356,44.411644516629806,60.09592095480116,35,2,0,60.73910657953761,61.24822632235002
112.5,63.523476962046125,49.24099598773107,62.66388119224369,45,2,0,62.71322924976533,61.42732100532267
115.5,62.81394747462277,49.99470648891365,62.32008389304776,37,2,0,62.02758744321986,61.39209764755488
118.5,61.446005126698125,44.02900338597877,60.21436307375889,28,2,0,60.70274238492301,61.25095932384291
121.5,61.66681937692793,48.46510815391286,60.408854934008815,42,2,0,60.91684703099913,61.20119048995093
124.5,63.537900095692905,52.4236822033789,63.05312221409087,62,2,0,62.727155124962366,61.198812232550914
127.5,64.52312009111867,43.720201102575615,62.24188576136182,39,2,0,63.67723756794668,60.941710159748986
130.5,61.05049713935313,45.8859550103333,60.37037143157245,33,2,0,60.31902810740344,60.228686852247435
133.5,64.18246251956248,48.9519660318922,62.70495833580507,61,2,0,63.34899669141468,59.500606668886554
136.5,63.481076538968864,46.43459811988954,62.74424401230672,43,2,0,62.67228788479034,58.13112814843764
139.5,59.58436253956378,39.102607942008326,58.23223098660932,70,2,0,58.89426742267271,56.00478967192994
142.5,50.9786235354425,40.44168129915926,50.47630618141759,53,2,0,50.476306181417584,53.396871570298444
145.5,51.4012478436536,39.95185601054391,51.1732749052886,79,2,0,50.89136951496069,51.27571436681376
148.5,46.621383156091184,33.744746609205585,46.296436285160425,92,2,0,46.1899772545682,49.2186146386379
151.5,44.83613680422469,22.77577994092358,44.66091585695757,103,2,0,44.43061895458247,47.666287807807
154.5,37.09356073311373,25.47285698636263,36.80823438311948,85,2,0,36.78472811320526,46.653239119180185
157.5,59.15435567662152,20.45878592611111,52.86050112574495,57,2,0,58.47574460193556,47.284942264882524
160.5,61.363248162275575,11.911524990375266,61.58127946797293,39,2,0,60.62247671624813,46.05151168774268
163.5,23.053943697717,10.626924421894785,26.68394903465511,50,2,0,22.87987380628445,42.389586939185264
166.5,18.74680983669936,11.143798555504151,22.120686590839853,49,2,0,18.607961843165796,41.97928104611132
169.5,40.31688456032818,5.956562349035723,48.34003528023694,37,2,0,39.97047265823157,45.46419502019495
172.5,58.627432226594216,5.313669427344005,58.08760443395452,34,2,0,57.96252101212991,49.86472938793914
175.5,63.12902395016536,5.086566288814622,62.2895018063711,20,2,0,62.332193237971374,52.915631818318204
178.5,62.90966371429854,8.278849532942168,62.3824190479069,38,2,0,62.12014546866252,54.39710734542173
181.5,62.775135182361545,7.522508544198562,62.15649874771077,17,2,0,61.99005022323007,54.591409851985134
184.5,63.434079596296776,5.340765291910904,62.898717993609246,8,2,0,62.62690338127255,53.552605630007704
187.5,62.92443988089803,7.968553560686298,62.13443233850887,13,2,0,62.13443233850887,51.00141844948614
190.5,23.95424678943944,14.512040300740622,23.772544688826034,7,2,0,23.772544688826034,46.59472895412745
193.5,59.94245989514116,9.371386257702444,58.84322313488539,9,2,0,59.24258395100483,45.99173683631899
196.5,64.18420346921661,5.264779100472525,63.27353347123381,26,2,0,63.3506749198783,43.18027019939622
199.5,64.59982660409918,7.975636691277877,63.51888116152301,13,2,0,63.75110769741471,37.0070694423931
202.5,0.0,0.0,0.0,0,0,1,0.0,26.376528976219706
205.5,0.0,0.0,0.0,0,0,1,0.0,20.142076672749596
208.5,0.0,0.0,0.0,0,0,1,0.0,17.26463714807108
